,Unnamed: 0,Emotion,Sentence
1362,1545,Sadness,tao cũng có 1 con đi lạc 1 tuần xong nó về bắt cho tao 2 con chuột làm tao mất_ngủ xong hôm sau nó đi tiếp  tao mong nó về lắm 
1363,1428,Disgust,ác quá
1364,1902,Enjoyment,lâu_lâu được nghe truyện_cổ_tích thấy còn niềm tin vào cuộc_sống 藍藍
1365,1629,Enjoyment,tao lại thích chua_lè chua_loét chứ : ) ) )
1366,1610,Surprise,nó ảnh_hưởng tới cơ_thể như_thế_nào vậy ạ ?
1367,1230,Enjoyment,chúng_ta thật hạnh_phúc và luôn đi chung với nhau suốt chặn đường dài rồi đó nà ?
1368,1058,Other,như nó không phải là tình_yêu . khi đã là tình_yêu thì không gì đánh_đổi nó cả . con gái kỳ_lạ chỗ đó .
1369,322,Enjoyment,t thấy dễ mà . không biết thì học khác biết . ez vãi
1370,84,Disgust,"nếu không làm được thì nghỉ đi để người khác làm . đừng để vì mình mà làm ảnh_hưởng đến uy_tín , danh_dự , nhân_phẩm của chị_em trong ngành . "
1371,1517,Disgust,"gia_đình bọn này chắc cũng chả ra cái gì con_cái mới thế , tội em_gái bị đánh"
1372,544,Enjoyment,ôi cưng cưng quá
1373,1651,Disgust,dme thần đèn ăn_theo tổng_đài vtc à
1374,386,Enjoyment,"đã dùng , nhớ quá ngày_xưa"
1375,849,Enjoyment,đơn_giản 
1376,542,Sadness,rủ được crush đi thì không cần qua đây nữa rồi admin ưiiii : ( ( (
1377,73,Fear,tình_cờ gặp nó và đột_nhiên cắm mặt bỏ chạy như_điên
1378,284,Fear,vl bố tao đang ở đây mà chắc sáng_mai mới về mất ? ?
1379,1035,Sadness,căng thẳg quá mà
1380,262,Fear,"hồi bé đi mua xôi bị một đàn ngỗng đuổi  may mình đi xe_đạp không thì ăn lol * * với chúng_nó , cái thứ mất dậy ‍♀️‍♀️‍♀️"
1381,1056,Other,hồi năm lớp 8 lớp tao bị quỳ trước sân trường đây nguyên lớp luôn
1382,1394,Enjoyment,chân_thành và giản_dị . con yêu_mến tình_cảm của 2 cụ
1383,585,Other,cố_gắng lên cụ nhé ! ! ❤
1384,189,Anger,nhốt hết mấy thành_phần hát karaoke đấy vào sọt đi trời
1385,189,Enjoyment,"có tài nhưng đôi_lúc muốn làm diễn_viên hài 藍藍藍 , khoái thanh_niên này buồn_cười vkl"
1386,20,Other,cuộc_sống đổi_thay làm lòng người thay_đổi . hiểu vậy cho nó vuông
1387,1076,Other,chung_quy là hình_thức quảng_cáo ! ! !
1388,607,Other,sao lại có chuyện vô_lý như_vậy được chứ  . rồi bé_nhỏ sẽ như_thế_nào khi chứng_kiến bố nó bị đâm ngay trước mặt nó . nghĩ đã không dám nghĩ tới rồi thấy thương bé quá .
1389,531,Enjoyment,trông anh thần_thái vãi : v
1390,824,Other,khi bạn thật lòng với ai đó . nhưng người ta coi bạn như 1 trò_đùa
1391,1680,Enjoyment,giống ml em tao hồi n nhỏ vãi . muốn ngủ với mẹ nhưng bị tao nịnh_nọt bắt lên ngủ với tao : ) )
1392,395,Anger,đụ con đĩ mẹ hôm nọ đang ngủ thằng lol nào hét ầm_ầm . mày về nà hét cha hét mẹ mày chớ ngủ không yên
1393,1263,Other,có tất_cả các vị mày niếm được
1394,1831,Disgust,cắt tóc rồi mặt như con heo
1395,1125,Sadness,"bây_giờ con đã sai vì đã chưa làm gì được cho cha , con thật_sự xin_lỗi cha và mẹ ,"
1396,443,Sadness,không thấy không biết lòng không đau
1397,10,Enjoyment,tán gái hay vãi
1398,376,Disgust,nhìn ghê vãi . ai nuôi mà ác thế
1399,339,Other,"đúng . làm_gì không quan_trọng , quan_trọng là bạn làm điều đó với ai"
1400,1853,Enjoyment,"xời tưởng gì , cái này tao làm được = ) ) )"
1401,719,Other,thôi tốt nhất là chịu_thua đi . thắng hay thua cũng đâu có được gì .
1402,1684,Enjoyment,giao_lưu tí không . tự bấm chứ không mua = ) ) )
1403,1776,Surprise,thằng nào quảng_cáo xe vãi thế
1404,1232,Sadness,đấy mới là điều càn đó . huhu
1405,692,Enjoyment,hạnh_phúc là đây chứ đâu = ) ) )
1406,561,Other,đó cũng là cái cốt_lõi cái then_chốt thúc_đẩy ông phát tiển sách_lược của mình bằng cái tâm và cái tầm .
1407,83,Fear,môn này đéo dành cho những người chân ngắn như tao : ) bay qua chắc lọt mẹ xuống sông ^ ^
1408,1361,Enjoyment,xem đi xem_lại vẫn hay ; ) ) ) ) ) )
1409,313,Enjoyment,per ông cháu không nè kkk
1410,835,Sadness,có hôm tao đang vương nỏ tính bắn vào con hoạ_mi đang đậu trên cành thì ai_ngờ nó phản đame đứt thun dội ngược vào mặt từ đó tao không còn chơi nữa
1411,374,Enjoyment,cưng xỉu ~ ~ ? ?
1412,92,Other,đằng nào thì điều_hoà vẫn bật mà .
1413,789,Sadness,: ) ) ) mình sướng mà mình không biết hưởng nhìn lại những mảnh đời bất_hạnh mình nguối mặt thẹn gấp 100 lần
1414,683,Sadness,per đến con_nít chúng_ta cũng không bằng là sao ......... tuổi_thơ và tuổi thanh_xuân nợ chúng_ta quá nhiều thứ rồi 
1415,716,Enjoyment,"đấy , chỉ có sale như tao mới tốt thôi , tao không bao_giờ hỏi về nỗi đau của khách_hàng : x"
1416,797,Disgust,kinh_dị thật nhìn ngu vãi
1417,1329,Enjoyment,con_bé xinh ghê
1418,1873,Enjoyment,kaka cái mặt bà kìa
1419,612,Anger,lâu_lâu tự_nhiên ghen mặc_dù đéo là gì của nhau 
1420,1124,Other,per tự_nhiên thấy mình hơi thất_đức
1421,261,Fear,tưởng_tượng mà dưới sông có cá_sấu nữa chắc hết dám đi
1422,840,Other,cần xem cái kết của bọn này
1423,77,Fear,quá nguy_hiểm
1424,696,Sadness,maii ban thanh nhung nhớ cái này không hic 
1425,1866,Other,hoàng_thượng mặc áo đầu_lâu mới sợ chứ
1426,656,Other,tao chả bao_giờ làm thế
1427,1479,Anger,dume thằng mất_dạy !
1428,821,Enjoyment,chưa bao_giờ còn yêu nhiều hơn thế  bởi cha_mẹ cho tôi tất_cả
1429,1343,Disgust,cuốn sổ vô_dụng nhất mà tôi từng biết . ơn giời nó không còn nữa
1430,1036,Disgust,có những người như chủ thớt bảo sao đất_nước không phát_triển
1431,280,Fear,má lỡ té xuống 1 cái tao nói lên tắm 8 năm cũng đéo sạch nữa
1432,817,Disgust,tao khuyên bọn mày đừng dắt bọn con gái theo . nó bắt bọn mày cõng nhảy qua đấy : ) ) )
1433,62,Disgust,"bệnh quá , xấu mặt người_dân 1 vùng quê đồng_bằng bắc_bộ"
1434,1638,Enjoyment,hai bác_học nghiêm_túc ghê : ) ) )
1435,1348,Disgust,không thấy hay_ho gì cả
1436,103,Anger,bóp dái thật mạnh xem còn dám sàm_sỡ không
1437,729,Sadness,mấy đứa chân ngắn qua sao
1438,52,Disgust,ôi vãi nhìn ảnh giật_mình đám nghiệt súc cười nhé răng ! ! ! ! ! ! đhs ...  đẻ ra đau bết cả lồn
1439,1138,Other,bác nói vậy thì tao cũng quì
1440,240,Disgust,cứ thải trực_tiếp ra sông thì có xử_lý công_nghệ mặt_trăng cũng bó_tay
1441,877,Disgust,"tao bảo 99 , 99999 % là mấy ông ngoài bắc và kiểu chửi này cũng ngoài bắc vì tao cũng bị chửi vậy khi còn bé . h thì bình_thường nhưng nghĩ_lại buồn chứ không vui đâu tụi bay . ngoài bắc cách giáo_dục là miệt_thị . ko đồng_ý"
1442,1240,Enjoyment,phim này ý_nghĩa lắm
1443,515,Other,"ảnh đẹp lắm , nhưng không có những người khổ này thì sẽ đẹp hơn "
1444,1209,Anger,"thì bác cứ tranh_luận đi , bác nói đúng thì mình cũng chả nói gì , còn mình thấy cái kiểu cậy nhà mặt đường nhưng tư_tưởng nhắn_tin kia thì kiểu gì cũng có ngày sấp_mặt ."
1445,370,Enjoyment,yêu thế
1446,1060,Other,nhưng vẫn tồn_tại nhiều đứa con gái không như_vậy mà ? ?
1447,1896,Surprise,làm_sao mặc áo được ta 
1448,1338,Sadness,"ê tao cũng hay giữ mấy cái linh_tinh lại như_vậy để vài năm sau mở ra xem_lại có cảm_giác hoài_niệm , mà mẹ tao bắt tao vứt hết rồi "
1449,588,Enjoyment,ảnh đẹp quá 
1450,1007,Sadness,"t không tiếc mấy ly trà_sữa , chỉ thấy tội cho mấy cô lao_công dọn_dẹp mà thôi "
1451,1737,Enjoyment,người lớn_tuổi nhiều lúc rất dễ_thương ❤
1452,454,Sadness,sao giốg với mình v . nhưg mình từ_bỏ rồi người ta hình_như cũng có người khác . từ đầu là do mình ảo tưởg thôi giờ thì tỉnh đi cô gái ạ
1453,1860,Anger,tôi đập cho toè cái mỏ lun nha
1454,1024,Sadness,có ai ngu như tao không đơn_phương con_nhỏ cạnh nhà 4 năm mặc_dù nó ngồi chung bàn với tao suốt mấy năm cấp 3 : ( ( (
1455,947,Disgust,ở nhà vênh lắm đi bộ_đội thì yếu_ớt vãi
1456,35,Enjoyment,thương mấy anh quá mà tao không kiềm được vẫn phải thả haha
1457,1301,Disgust,bẩn vãi
1458,1158,Disgust,đường của nhà_nước co phải nhà cụ đâu mà kêu_ca
1459,1711,Surprise,sao giống tôi rứa hỉ ...
1460,827,Disgust,đm độc_bình luận toàn kêu chọn nghề khác dume đây đéo phải nói tới cái nghề mà là nói tới ý_thức của tụi mày đó đầu trâu óc chó . nếu chọn nghề khác thì dume ai làm công_việc đó ... nghề chọn mình mình không chọn nghề được ... kể_cả làm phò như tụi mày cũng vậy
1461,1321,Enjoyment,mai người ta đi học mai tao đi du_lịch ố la la = ) ) ) ) ) ) ) ) ) ) ) ) )
1462,154,Fear,có_khi nào kết_hôn xong nó giết lấy tiền bảo_hiểm không
1463,49,Fear,nó mà cắn ai 1 phát thì ... nghĩ thôi đã rùng_mình
1464,612,Enjoyment,mát lồng_lộng mày ạ
1465,145,Other,mưa lắm các con giời ở nhà ngủ cho khoẻ nhé .
1466,372,Other,năm nay con bao_nhiêu tuổi rồi ? = ) )
1467,413,Sadness,vì chúng_ta không nên nói_chuyện với nhau nữa
1468,587,Other,tao xin bổ_sung thêm
1469,1740,Disgust,"ngu và ngang_ngược quen rồi , chừa tật nhé"
1470,672,Enjoyment,có người sinh ra đã làm ban giám_khảo anh nhé kk
1471,739,Sadness,thật buồn khi mình thịt vợ thang khác mà thằng khác thịt vợ tưong lai mình
1472,857,Sadness,hay bị giật khô trên đó rồi : (
1473,465,Anger,"đm lũ chó bán thịt lợn sán cho các cháu lũ đấy phải tìm ra và xử_tử hết . loz mẹ chúng_mày vì lợi_nhuận giết hết cả tương_lai đất_nước , dume lũ chó chết"
1474,1228,Sadness,đéo có người thương để mà làm ấy chứ : (
1475,656,Enjoyment,"per chồng xem đi , hài lắm"
1476,1211,Disgust,per dume lần sau có tỏ_tình thì cũng 1 vừa 2 phải thôi
1477,1239,Other,chạy ngay đi  trước khi bọn chủ_tịch vào đây và giả làm con c * c gì đó rồi bị coi_thường và tụi bay phải nhận cái kết đấy . 
1478,996,Sadness,nhưng_mà từ giờ trở đi đéo được tiếp_xúc rồiii
1479,452,Other,"per cùng suy_nghĩ , và sợ cả điện giật nữa , giờ cứ ngồi cho chắc_ăn ."
1480,66,Enjoyment,"cái này ở shop đồng giá 40k aeon có nè , tê tới dái luôn"
1481,1352,Sadness,ngày buồn nhất trời đổ cơn mưa : (
1482,367,Other,không có khúc rớt dt hả .. 
1483,1156,Disgust,như con điên : ) )
1484,627,Sadness,tao lại bị mọc lông chân rồi : ( (
1485,1635,Surprise,sao bắt nhanh thế sáng đọc báo có tin chôm ngân ngàng chiều đọc báo đã bắt được rồi
1486,819,Sadness,mỗi lần tao ăn đu_đủ bằng thìa thì bố tao lại chửi tao . bố tao bảo loại mày ăn đu_đủ không cần thìa đâu .
1487,933,Disgust,"vãi cả ngứa_mắt : ) ) . lập_luận rất là có cái "" lí "" luôn . đấy , ngứa_mắt là sai cả lí rồi nhé mấy ông đỗ xe = ) ) )"
1488,688,Other,mua thuốc ngoài thú_y sức vào vài ngày nó không bám nữa
1489,1540,Sadness,"tao cũng hay nằm_mơ con mèo của mình nó về , tao tưởng thật nên khóc cả trong mơ lẫn ngoài đời . nhưng nó đâu có_thể về được nữa ..."
1490,579,Sadness,giá_mà có ai để giận : v
1491,635,Sadness,"chân ta cũng là chân đi và giờ bị đứt dây_chằng , nằm một chỗ đợi mổ rồi mày . đồng_cảm vãi"
1492,1043,Sadness,"ai ở gần đó xin hãy giúp chú , thương chú"
1493,1199,Enjoyment,cuối ngày hình_ảnh của ông_bà là đẹp nhất ... chúc ông_bà mãi hạnh_phúc sống thật lâu_lâu nhé 
1494,1002,Other,cắt như anh này gọn_gàng thoáng mát nhé auto đẹp_trai
1495,802,Other,"có_thể xương của mày nó bị giòn , xuất_viện nhớ bổ sug thêm nhiều canxi nhé"
1496,973,Other,per 1 lần chơi lớn xem em có trầm_trồ
1497,1503,Enjoyment,xin_lỗi mày nhưng tao đọc buồn_cười
1498,981,Sadness,trải qua một cuộc bể_dâu . những điều trông thấy mà đau_đớn lòng
1499,324,Other,t nghĩ thằng châu_phi kia nó rất nhiều tiền
1500,525,Anger,per đi đâu cũng nghe bài này riết muốn tắt dẹp cho_rồi
1501,1365,Disgust,nhìn thấy ghét ...
1502,300,Disgust,per xàm lol giáo_dục đéo gì
1503,1273,Anger,per biết phân_biệt phải_trái không vậy ? ? ? và có biết đỗ như_thế_nào là đúng luật không ? ? ?
1504,399,Sadness,chán mấy ông thanh_niên .
1505,1490,Disgust,trẻ trâu thời nào cũng có thông_cảm đi
1506,1037,Other,cũng là chị_em nó làm nhà_trẻ nên chịu thôi
1507,1307,Disgust,bắt được rồi cho bọn này đi chết đi để chúng_nó sống rồi làm hại người khác
1508,1237,Anger,đốt cháy_túi tiền thì ở nhà cho_rồi . xem chi không biết
1509,424,Enjoyment,per có thằng bị tao bắn từ đó không thấy hoạ_mi hót nữa luôn
1510,1351,Enjoyment,"hôm_qua tôi đi grab gặp được bạn đẹp_trai , thơm_phức nè . có cô gái nào có hứng_thú hem ?"
1511,1441,Enjoyment,đẹp quá v 
1512,774,Other,: ) thế trong trường_hợp này thì sao ? có nhiều xe lắm đâu cụ
1513,211,Fear,lo cho thang bé lỡ rớt điện_thoại xuống_nước thì ....
1514,584,Other,per dăm_ba cái con nhện : ) ) ) ) )
1515,475,Other,ủa rồi chân một khúc như tao nhảy kiểu gì ? 
1516,58,Other,trong 1 năm đó bố_mẹ ông cho ông 10 tỷ đố là tiêu vặt và 1 con lám bồ để đi giao hàng
1517,896,Disgust,k chăm được thì đừng nuôi nhìn tội quá ? ?
1518,1148,Sadness,"có hôm nó lo đọc cho mình nên không chép kịp bài , cô_giáo bắt phạt đánh_đòn cả hai đứa . năm sau bạn í chuyển trường mất , nhớ bạn quá !"
1519,421,Fear,"đừng ám tao nữa , sợ lắm"
1520,956,Other,tao gửi từ ngã tư đồng_đội cơ_mà đi xa vãi
1521,239,Disgust,"lạ_kì thật , một kì thi quan_trọng như_vầy mà vẫ nhầm đề được ."
1522,511,Sadness,định_mệnh tao lại quên mang áo_mưa
1523,1560,Sadness,chia buồn cùng người_dân và đất_nước pháp
1524,1128,Enjoyment,"per mày ơi trò này lợi_hại nè áp_dụng ngay : "" ) ) )"
1525,1089,Sadness,per : ) ) ) không_bù cho nhũng người như cta
1526,211,Enjoyment,ôi gu mình ! ! mà phim lâu quá rùi giờ mà đóng lại bản khác thì không biết sao haaa
1527,1346,Sadness,"giống_hệt mình , nhưng bạn may_mắn hơn vì bên này quyết trốn nợ tận_cùng"
1528,1208,Anger,"đéo mẹ bệnh_viện chứ có phải chỗ gửi xe đâu , nó niêm_yết rõ_ràng như_thế kêu_ca cái gì"
1529,1795,Surprise,per ngày_mai là ngày gì mà ra lắm phim vậy bạn ?
1530,1537,Sadness,"ước gì con về với mẹ .... đợi mấy tháng rồi vẫn chưa thấy bóng_dáng con , mong con vẫn sống ..."
1531,978,Other,chất đó có làm mềm não không ?
1532,316,Other,em này có cạo lông không ta sao nhìn lông ngăn quá
1533,777,Sadness,"ngày nào cũng thấy tàu trật bánh , khá buồn"
1534,1592,Disgust,tao thấy nhảm quá
1535,1960,Surprise,y_tế 24tr tháng á ? ? ? ? kinh vầy ? ? ?
1536,1390,Disgust,"thế mày lại ghép nhạc vào làm gì cho con_bé bị tán mấy chục cái , mày ác lắm"
1537,1661,Enjoyment,per em đã tìm ra giải_pháp thiết_kế rồi nhé : ) ) )
1538,728,Sadness,sad cực mạnh
1539,254,Enjoyment,per may cho bạn 
1540,1378,Sadness,đợi đến ngày họp lớp đi 
1541,1870,Enjoyment,tao thích con trai đầu tóc gọn_gàng vãi _ chưởng 
1542,110,Enjoyment,"hành_động đẹp chứ sao , đằng nào cũng tiệt kiệm hơn : ) ) 0"
1543,1469,Enjoyment,chỉ ước về sau mình được vay
1544,1199,Disgust,"bạn_bè nói_chuyện cũng chụp post facebook , vui không ?"
1545,1157,Sadness,per mệt quá mấy con ơi
1546,296,Other,nói_tóm_lại là nó thích đỗ đâu thì nó đỗ mình thích thì mình gọi công_an . chứ mình không có quyền
1547,1250,Sadness,"mới_đây mẹ tao giúp tao làm lại giấy khai_sinh . mẹ có hỏi "" mày sinh ngày mấy để mẹ làm "" "
1548,755,Other,tôi muốn có một mối tình bình_dị .
1549,358,Fear,hú_hồn chim én : ) )
1550,1356,Sadness,phải có bao_nhiêu tình_cảm mới có_thể viết ra được những dòng này ...
1551,862,Disgust,"bờ biển thì rộng , có những chỗ mày viết có_thể rất lâu sau mới bị lấp đi tại_sao chọn chỗ khó_khăn nhất vậy . thảo_nào đéo bao_giờ có người_yêu : ) )"
1552,1124,Sadness,mệt mõi 
1553,207,Enjoyment,đã thử và rất thích_thú  .
1554,1708,Surprise,"ủa bất_ngờ đây , thanh_niên nào đây = ) ) ) )"
1555,861,Enjoyment,con này chăm_sóc n là n bao đẹp > <
1556,1524,Anger,"dume , phải con tao thì đéo bao_giờ chúng_mày có cơ_hội xin_lỗi luôn ."
1557,149,Disgust,"thiệt ra bạn mày đẹp hơn , vì màt chỉ được cái lưng dài lười_biếng thui "
1558,1202,Sadness,móng tay và tóc theo thời_gian thì mọc càng dài tại_sao chỉ có con chim là nó không mọc dài hơn_nữa ta
1559,1297,Enjoyment,tuyệt thật
1560,1087,Sadness,năm nay vào quán net ngồi cho đỡ phải nhìn ..... ☺️
1561,957,Enjoyment,bé tí mà đã có múi rồi : ) ) )
1562,1640,Other,giờ nín ngay không ? việc gì phải khóc
1563,1908,Enjoyment,"chẳng phải chuyện hài nhưng sao tao thấy buồn_cười quá , chắc thần_kinh có vấn_đề"
1564,812,Enjoyment,chuẩn không can chinh
1565,563,Anger,liên_quan đéo gì . trung_thu tết đoàn_viên gia_đình chứ đoàn_viên người_yêu đéo đâu .
1566,660,Other,cái đồng_hồ mọi người cho em hỏi giá bao_nhiêu ạ
1567,718,Other,cụ í đỗ sai thì mợ cứ báo chính_quyền thôi
1568,13,Other,tao chưa nghe nói kính thuỷ_lực bai giờ .
1569,1637,Disgust,"khiển_trách là bị mắng rồi má , lại còn bắt chép phạt ác thật"
1570,856,Enjoyment,dăm_ba cái kỉu đây hồi nhỏ tao đốt chấy vài á mà 
1571,361,Enjoyment,cưng gì đâu
1572,1767,Disgust,2 chúng_mày yêu nhau chọc_tức bọn fa tụi tao thêm cay chứ an_ủi đéo gì
1573,935,Enjoyment,per kkkk
1574,1333,Sadness,tao của ngày này năm trước đang ước đừng lấy quỳ tím đem ra thử_nghiệm . : (
1575,441,Other,thính thơm không
1576,582,Sadness,ôi không đừng vậy_mà : ( (
1577,453,Anger,"sao mày không viết nhanh lên , mày lấy tay chặn làm gì có giúp mày tốt hơn không hả ? ? ?"
1578,304,Enjoyment,nghe anh ấy nới chuyện rất thuyết_phục
1579,947,Other,khi nào tao nhìn con xò lông bánh_bèo mà tao không mắc ói . thì khi đó tao lấy
1580,746,Other,có_thể là nó yêu mày : ) )
1581,574,Enjoyment,per ối bạn ơi quà sinh_nhật mình đây rồiiiii
1582,1380,Enjoyment,ai cho mình xin page của con này với thích xem nó live stream bán đồ gê
1583,281,Other,cho nó đi trồng lại 10 ha và chăm_sóc cho tới khi cây lớn bằng núc chúng_nó bơm chết
1584,1695,Disgust,toàn bọn óc chó . không có lương_tâm . sao chúng_nó lại làm như_vậy không nghĩ hậu_quả sau_này sao .
1585,256,Anger,"bảo không ly_hôn cơ_mà  , dma chơi nhau à"
1586,486,Other,cần phải tỉnh_táo
1587,421,Other,per thật_sự là có cách nào dắt bé đi theo được không ? 
1588,1291,Enjoyment,"thâ ̣ tao ra thi ̀ nê ́ u 1 thă ̀ người con trai no ́ yêu mày va ̀ coi tro ̣ người mày , câ ̀ n mày thi ̀ mày co ́ qua ́ i thai thê ́ na ̀ o no ́ cu ̃ người chi ̣ u đươ ̣ c va ̀ cô ́ gă ́ người la ̀ mày mày vui "
1589,377,Enjoyment,phim nay xem rất nhiều lân nhưng quá hay vẫn muốn sẽ tiếp_tục xem
1590,107,Enjoyment,thôi_thì đi xem avenger lần 3 để tránh nóng nốt chiều nay không mai mưa rồi hehee
1591,659,Other,cho xin tí muối ạ
1592,142,Fear,sao không cắt móng chân cho em ... nhìn mặt cute mà thấy móng chân em sợ phết
1593,1827,Enjoyment,đã từng xem em là tất_cả . mỗi khi mỏi_mệt về thấy em và con cười là anh hạnh_phúc rồi
1594,1423,Disgust,nằm đó mà mơ 
1595,783,Enjoyment,duyên quá nói_chuyện hay
1596,1170,Disgust,"đm phạt 200 triệu đồng không có tiền đóng phạt 12 tháng tù cho biết , câu thích câu view dơ_bẩn cho cá_nhân mình"
1597,1602,Disgust,gắt quá nha 
1598,971,Other,đừng trách anh vô_tình vì em đã vô_tâm
1599,1645,Surprise,"wow , đẹp dữ vậy à hehe"
1600,1108,Enjoyment,"ngồi chờ một người đi qua 1 và coi đó như 1 sự tình_cờ  tao đã từng , nhưng đó là tao của ngày_xưa . buồn_cười thật "
1601,423,Other,"thôi , không tranh_cãi , không lại các bác . nói_chung không cấm thì đỗ , còn đỗ để làm gì thì do ý_thức mỗi người"
1602,1304,Sadness,khóc vãi 
1603,871,Disgust,"việc của ông vũ giờ là mua nhiều thật nhiều cigar và lên chùa xây cái am trung_nguyên thiền_định tiếp đi qua ơi , qua quậy quá rồi để cho vợ và 4 con tiếp_quản được rồi qua ơi ."
1604,94,Disgust,cũng là ninja như nhau mà cũng hơn thua làm gì vậy trời
1605,1820,Enjoyment,và vui_mừng hơn khi biết tin chị vợ ở nhà vừa sinh_hạ em bé được 1 tuần
1606,106,Disgust,lại là bà hàng_xóm 
1607,1512,Anger,bọn óc vật  đụng vào con_cháu nhà tao thử
1608,1086,Enjoyment,hay . đỡ mệt
1609,1926,Disgust,"thế đàn_ông có thường gục ngã trước một đứa con gái xấu không ? vậy nên đó là chuyện thường_tình , đàn_ông mê sắc đàn_bà mê tiền , mỗi giới một đam_mê , đó là công_bằng , khi nào mày yêu một con xấu đi rồi hãy nói đạo lol"
1610,1769,Surprise,per nhìn quen_quen mày ơi
1611,1731,Disgust,mà ô chủ xe cũng ngu vãi . mất_công đậu thì đậu hẳn ra giữa đường day . để cho nó đỡ mất_công về lại phải mất_công đi đại_tu
1612,1899,Enjoyment,gv có tâm vãi 
1613,1047,Enjoyment,cầu_mong chú có cuộc_sống tốt hơn ❤
1614,609,Other,"bạn_bè thì nó hỏi_han , hay nhắn_tin thôi .. hồi trước hay ảo_tưởng lắm , nhưng giờ lớn nên hết trẻ trâu rồi 藍"
1615,980,Enjoyment,khớp vãi = ) ) ) ) ) ) ) mặt con_bé
1616,240,Other,mạng_nhện chắc đóng kín rồi nhỉ
1617,19,Fear,tao đéo ghê con rắn tao ghê mấy cái trồi lên kìa : ) ) )
1618,1381,Enjoyment,ngày ấy cũng từng như_vậy ☺️
1619,1126,Enjoyment,"tao biết trước là nó sẽ lao vào màn_hình mà , vậy nên tâm vẫn tỉnh lúc nó lao vào ."
1620,1807,Surprise,quả mặt dễ_thương dữ vậy
1621,696,Other,"lúc sinh ra rồi , con gái không nói , là con trai thì ổng sẽ phải ước mình chưa đẻ ra nó , có thêm đứa tranh vợ với mình mà "
1622,1346,Enjoyment,cưng xĩu 
1623,1668,Surprise,người ngoài hành_tinh nói tiếng anh ? ? ? ? ? nà ní ? ? ? ? ?
1624,1173,Enjoyment,"nghĩ đến cảnh mặc áo là cảm_thấy mất cả tuổi thanh_xuân , chưa kể là lúc ngứa thì gãi kiểu gì "
1625,482,Sadness,cứ thấy nó là ăn không còn xác thì lấy gì chúng kịp phá . nhìn thèm ứ chịu được 
1626,94,Enjoyment,xem video chị này công_nhận hay và ý_nghĩa thật . giờ lên xem vid mới biết về tuổi_thơ chị này cơ_cực thật đấy
1627,1679,Enjoyment,nó giống tao ghê . gặp tao tao cũng chọn mày
1628,1115,Enjoyment,hiện_tại cảm_thấy hạnh_phúc khi môi_trường làm_việc toàn người lầy ....
1629,1238,Enjoyment,đúng là mỹ nhanh gọn dứt_khoát
1630,577,Enjoyment,khúc cuối cười lộn_ruột
1631,1874,Enjoyment,mặt con mèo giải_trí dữ 
1632,203,Disgust,tại con này xấu quá không nhận_diện được khuôn_mặt
1633,1185,Disgust,"đã ra tù nhưng chắc nhớ tù quá , muốn quay lại trại nên mặc quả đồ này : vậy"
1634,1237,Enjoyment,anh có tin em giận lại anh không ?
1635,1697,Disgust,ác đến vậy là cùng
1636,460,Sadness,khi cô_đơn lòng em nhớ ai : ( (
1637,522,Other,"nếu chiếc xe đỗ giữa cửa nhà tôi như trong hình của thớt tôi hoàn_toàn không có cảm_giác gì , kể_cả ngày nào cũng vậy luôn ."
1638,23,Fear,"đang định đi nhổ răng_khôn , nghe được tin này thấy ghê răng "
1639,1031,Sadness,"ước gì boss không co chân lên , tao vẫn sẽ nghĩ là boss thật khí_chất = ) ) )"
1640,1520,Sadness,xem xong tao đã khóc rất nhiều
1641,1572,Enjoyment,ha_ha ❤️ chất lắm
1642,1853,Surprise,bộ này hoàn_hảo quá
1643,978,Enjoyment,đậu . tao mê nhất_là giọng tuy_hoà phú_yên . nó luôn mang một ấn_tượng sâu_sắc . nghe cứ thích thế_nào ấy
1644,1293,Disgust,lại ngáo đá rồi
1645,1101,Sadness,tao thì nói xong lại thấy người ta không hứng_thú thì lại lượn
1646,407,Enjoyment,để có được cái nắm tay tuổi già là bao giông_bão của tuổi_trẻ . mấy_ai qua được bão_giông ?
1647,751,Enjoyment,quan_trọng là có per luôn tạo độ khó game cho tôi : ) ) ) và không_thể thiếu sự trợ_giúp của các anh_em trong team 
1648,430,Sadness,điều tồi_tệ là học nửa_vời chã ra làm_sao
1649,495,Other,chỉ có màn_hình là xấu thui
1650,1027,Other,cùng câu hỏi .. vụ thang_máy thì sao nhỉ
1651,1920,Enjoyment,"mỗi ngày đi làm về , tôi không vội vào thang ngay mà thường ngồi sảnh tầm 20p chỉ để ngắm gái xinh cùng toà  ."
1652,226,Enjoyment,đây mới là công_an của nhân_dân việt_nam cảm_ơn bạn nhiều điều tốt_đẹp hơn nhé vanew
1653,931,Enjoyment,per sau hôm sinh_nhật là có cái này . ngon vãi
1654,156,Fear,per kinh_dị thấy mệ luôn nè
1655,932,Other,tuy hơi fail 1 chút nhưng rất có năng_khiếu lớn lên không_chừng làm ca_sĩ ấy chứ đừng đùa
1656,1646,Enjoyment,đúng là tấm gương xáng để con_cháu noi theo = ) ) ) ) ) )
1657,53,Fear,khi đã đổ_vỡ hàn_gắn lại chắc gì đã được như lúc đầu : ' <
1658,349,Disgust,"tào_lao , bịa_đặt"
1659,89,Enjoyment,"chia_sẻ cho anh_em , haha"
