,Unnamed: 0,Emotion,Sentence
305,675,Disgust,"đúg là dân miền tây , chưa nói đã chửi tục rồi . vậy_mà cũg đăg lên được . ở gần phòng mấy người này , đầu mình không yên được ."
306,963,Sadness,nó thả thính xong nó chạy mất ..
307,67,Fear,bị nó chặn đầu mấy lần khóc sướt_mướt luôn . mấy con yêu nghiệt này còn dữ hơn chó
308,870,Sadness,lò_xo chắc giờ không còn nữa rồi
309,504,Anger,chơi cái_trò mất_dạy : ) )
310,243,Disgust,trong luâ ̣ tao co ́ khung hi ̀ nh pha ̣ tao bă ́ n không . ghê tơ ̉ mày con qua ́ i na ̀ y qua ́
311,972,Sadness,tao chỉ lên ngắm cảnh tí_xíu mà mày cũng dìm tao : ) ) ) )
312,607,Sadness,tim vỡ nát
313,491,Other,có biết giận là gì đâu 
314,1954,Disgust,lương này là tính luôn quá_trình tham_nhũng ăn_bớt ăn xén rồi đó ! tụi mày chưa đủ trình đó thì lấy tư_cách gì nói người ta nói xạo ?
315,1203,Enjoyment,per không lấy được vợ thì có_thể đi tâp gym đêt lấy chồng 
316,851,Other,đéo thể tin_tưởng một ai được
317,1760,Disgust,thái_độ lồi_lõm có ngày răng rụng đầy đường đấy = ) )
318,101,Anger,thử đụng vô tao coi dume mấy thằng lol cặn_bã
319,1617,Enjoyment,chắc anh phải đáng yêu lắm luôn ý nhể 珞珞
320,518,Enjoyment,muốn bảo_vệ và chăm_sóc người đấy
321,1561,Disgust,hết_sức nguy_hiểm và có phần dại_dột !
322,998,Enjoyment,"ôi_thôi , cưng quá : v"
323,1113,Sadness,nghe kể mà thèm ạ : ' (
324,85,Fear,"per vãi xem phải cỡ này . , đoạn nó nhếch môi bố mày sợ suýt đái ra quần dume "
325,375,Fear,tao . đôi_lúc nghĩ_lại thì tao vẫn thấy sợ tao lúc tức_giận .
326,8,Other,nó mà là đặc_vụ thật thì lại ngớ người 
327,272,Other,các chàng trai của tôi về đến nhà chưa ? ?
328,1431,Sadness,liệu có còn tồn_tại cô gái nào chấp_nhận một thằng vừa nghèo vừa xấu đặc_biệt lại còn yếu sinh_lý như tôi không
329,282,Other,per quan_tâm per như là 1 đứa em_gái thôi . đừng có mà ảo_tưởng nha .
330,86,Disgust,vì ghét nhau thôi
331,551,Enjoyment,một con ngựa hoang đúng nghĩa ..... đầy tài_năng nhưng đang tiếc là không gặp được hlv và những đồng_đội hỉu mình
332,1249,Enjoyment,hời ơi ... cưng xĩu
333,342,Other,t chỉ chờ đết lúc nó lôi ra xem được cục to như ngón tay_không
334,628,Anger,nuôi kiểu đéo gì lại để nó như thế_này ? ? ? thằg chủ có tâm_hồn thối rữa à ? ?
335,974,Disgust,hút cần xong đúng là đời toàn màu hồng em nhỉ . nói chậm vãi : ) ) ) )
336,1694,Surprise,cục cuối khủng_bố vãi vậy : (
337,1251,Sadness,per xem xong hình_như tao mới bị thêm bệnh tiểu_đường
338,1503,Disgust,"mất_dạy từ nhỏ , đẹp_mặt khi bố_mẹ nó đang ngồi xem tivi , cứ tưởng hay"
339,1616,Surprise,wow sản_phẩm tốt ngoài mong_đợi luôn á
340,163,Enjoyment,không cướp ở đâu đi cướp ngân_hàng của nhà_nước 藍藍藍藍
341,1002,Sadness,đấy thấy chưa con_người ta khổ như_thế
342,1628,Surprise,"quàooo hay vậy sao , chà chà = ) ) ) )"
343,1408,Enjoyment,nuốt được cục tiền đó cũng hay đó ( y )
344,527,Other,mày nhớ đặt bạn ý cho những lần gọi sau nhé !
345,940,Disgust,nhiệt_tình cộng ngu_dốt bằng phá_hoại
346,731,Other,lỗi tại cái gậy thôi mà 藍藍藍
347,1803,Surprise,hả hả .. tới giờ ăn hả
348,1234,Anger,"chưa tỏ_tình với ai bao_giờ , nhưng tao bức_xúc với những người không tôn_trọng quyền riêng_tư như_vậy"
349,1827,Disgust,"mỗi lần nó cắt thì tao không muốn thấy mặt nó một tuần , nhìn xấu vãi"
350,310,Disgust,"t đéo hiểu ai bày ra cái này . xàm lol chết mẹ . người ta viết nhạc cho nghe rồi làm video xàm , mày thề là không hát theo đi"
351,1232,Anger,"con quỷ này dí bao_dai ... thù dai hơn cả chó , tuổi_thơ đi ngang qua bầy ngỗng là y_như_rằng đúng con quỷ đó nó dí tao"
352,886,Other,nhìn là biết đỏ_chót rồi
353,125,Enjoyment,đựng túi nilon là chất rồi 藍
354,1407,Sadness,"tan_rã hết rồi , giờ toàn đánh lẻ thôi "
355,146,Disgust,ăn_học bao_nhiêu năm rồi mà vẫn ngu
356,132,Anger,cái lol mẹ đóng vào mồm thì có ở đấy mà đóng_băng
357,1484,Sadness,khoảnh_khắc tao nhận ra tao đã từng rơi vào hoàn_cảnh bế_tắc này 
358,277,Fear,t nói té 1 cái không dập mề thua gì cũg thua ..
359,1793,Disgust,"cái này mà đơn_giản ? chị à , là chị nghĩ đơn_giản thôi = ] ] ] ]"
360,494,Sadness,tao ở thanh_hà và nhà tao không quả vải nào hết 
361,682,Other,hãy mang cô ấy sang việt_nam ngay
362,1923,Surprise,: ) ) thật là kì_lạ
363,1148,Other,"bả thôi đó , gặm đi ."
364,767,Disgust,per tụi bây có thấy nó vô_lí vlonee hôngg 
365,1569,Disgust,"họ sáng_tạo , cải chế cho đời thêm xanh thì bảo họ luồn_cúi ."
366,538,Other,per thua là hết cf để uống .
367,553,Enjoyment,đơn_giản vậy thôi là đủ ❤️
368,1372,Sadness,mày nói thôi mà tao nghĩ cũng thấy buồn rồi : ( ( (
369,101,Fear,đái mẹ ra quần
370,1405,Sadness,còn tôi tự_nhủ dù lớp_học tự_ý bỏ về hết tôi cũng phải ở lại học đến tiết cuối_cùng . hết giờ tôi cứ ngồi đó rồi từ_từ bước chậm ra cửa ngoái đầu nhìn lại .
371,730,Other,làm bát phở đã bác ơi
372,25,Fear,"bị ám_ảnh hồi bé đi nhổ răng , không dám đi nha_sĩ nữa : ( ( ( huhu "
373,1543,Enjoyment,tôi trưởng_thành vclll
374,34,Other,"dậy tắt đồng_hồ_báo_thức kìa , giờ này còn ngủ được à : v"
375,929,Disgust,"lỗi tại cái cây hay lỗi tại anh , tại anh nặng quá nên cây ...."
376,1387,Sadness,"tự_nhiên thấy tụi con gái khóc tu tu , thế_là mình lủi ra ghế đá trước lớp ngồi . tự_nhiên cô dạy văn cũng ra theo xong ôm mình khóc ,"
377,185,Fear,đến ông cũng chẳng dám xơi
378,765,Enjoyment,hiếu_nghĩa . nhìn cái này nhớ mắc_cười má_đào chúc quá 
379,1,Fear,ôi trời nguy_hiểm thế
380,919,Sadness,tội cho mấy thằng đang xoay tiền mua bánh_trung_thu cho vợ thằng khác ăn
381,1543,Anger,mấy thằng ở ngoài bình_luận gặp tao tao xé mỏ từng đứa . cha_mẹ đéo dạy để xã_hội dạy nhé . còn phèn lắm
382,1333,Disgust,dỡn ngu gặp những tg yếu tim đùa kiểu này nó lên_cơn lăn_đùng ra ăn cho hết ...
383,1536,Enjoyment,cười ỉa : ) )
384,96,Sadness,trước em cũng hắt_xì 1 cái lưng khụ xuống như ông_già đau vãi
385,1415,Sadness,"thôi xong 1 chiếc ôto . chắc tối nay ăn không ngon , nhậu không yên rồi ."
386,974,Enjoyment,cuteeeeeee 
387,1422,Sadness,bà tao mất rồi : <
388,835,Enjoyment,nó cười mà muốn rụng tim 
389,483,Sadness,ui còn chưa kịp đi xem đã rút rồi : ( (
390,1835,Anger,"con đĩ mèo mất_dạy ! gặp tao tao đá cái mày , dám đánh con thỏ của tao , bởi tao ghét vxl"
391,816,Surprise,em ấy còn viết đẹp hơn mình luôn á
392,624,Sadness,em chân_thành nên em tổn_thương !
393,1605,Disgust,dume mình tưởng tinh_trùng : )
394,872,Other,béo quá không ai yêu thì về đây em nuôi nè
395,1316,Enjoyment,rút kinh_nghiệm năm_ngoái 
396,656,Disgust,đ biết tình_yêu là gì mà ăn rồi cứ đi thả thính đậu má
397,322,Fear,per móc lên tới não : ) )
398,229,Fear,sợ vãi nồi tao còn tg thằng kia bay ra cơ : ) ) ) )
399,934,Enjoyment,cũng đúng : ) )
400,392,Other,tao nghe nói đứa bé còn nhỏ là không được chụp hình đâu mày
401,390,Enjoyment,bị bắt_nạt im_re hà hiền_khô luôn thấy tội_nghiệp ai dè tới chừng ...... ha_ha ha
402,397,Other,mới yêu thôi nhá yêu lâu rồi chán nhau rồi á thử xem đường đứa nào đứa đấy đi
403,1525,Disgust,"con bố_mẹ nào không dạy được để xã_hội dạy cho , bố_mẹ bất_hợp_tác để làng_xóm hợp_tác"
404,1713,Disgust,"thằng lái tàu quá_đáng , bẻ_lái qua tý có sao đâu : ) )"
405,878,Other,đừng đùa với nước bạn
406,1414,Sadness,tiền_mất_tật_mang . xe đã nát rồi giờ còn phải đền cách cửa cho tàu nửa
407,517,Enjoyment,ưng dã_man luôn
408,910,Other,rất có_thể nó đang pr trá_hình để bán hàng
409,1779,Disgust,per mắc dại quá mà
410,1767,Surprise,per lại lật nữa hả
411,1480,Disgust,các em thật là vãi
412,379,Other,cầm cái búa ra
413,1825,Surprise,per vẽ ổ điện bá vãi em ạ 
414,1676,Surprise,thế không đạt được gì à
415,336,Fear,cuộc_sống tạo ta áp_lực ..
416,1824,Surprise,tư_tưởng đột_phá đấy chứ
417,785,Enjoyment,đối_với tình_yêu thì thời_gian có tác_dụng xây_đắp chứ không còn là phá_huỷ mọi thứ nữa . ngưỡng_mộ hai ông_bà ❤️❤️❤️
418,1907,Disgust,"thời đi học tao còn bị bạt_tai với bắt quỳ trên bục giảng luôn , tội phá , như này thấm gì đâu : 3 phụ_huynh ngày_nay cứ làm quá lên"
419,1325,Sadness,bây_giờ thế mới biết tác_dụng của con_cái 
420,1415,Disgust,đây là thằng chó
421,359,Fear,trẻ trâu việt_nam thật đáng sợ
422,1547,Enjoyment,"ngày đẹp trời là ngày được nghỉ làm , đi những nơi mình thích , với người mình thương , ăn những món ăn ngon . xong về ôm nhau ngủ : ) ) )"
423,542,Anger,mày bị ngu hả đĩ chó : ) hết chỗ viết à : ) thích viết thì tìm chỗ nào đéo trôi á : ) hoặc mua giấy về viết chứ địt_mẹ viết rồi lại viết làm tao buồn mày : )
424,1224,Anger,"t dọn quán hát mà muốn diệt sạch mấy con ngu : ) ) ) đuỵt ăn sinh_nhật mà cỡ nát hết cốc , bôi bánh hết lên ghế bàn thì ks , đây bôi cả lên loa , ti_vi , trần nhà .... dume cái : ) ) ) đồ điện bôi lên để tao dọn tao bị giật chết à : ) )"
425,1678,Disgust,giáo_viên tiếng anh mà không biết tiếng anh ?
426,982,Sadness,tao có hiểu đéo gì đau
427,909,Other,sao không xúm lại rỉa lông tụi đầu_bếp nhỉ .
428,420,Enjoyment,khang khang 1 thời cùng nhau vui say ! bjo thì khác rồi thân ai_nấy lo hở chị hố hố ; ) )
429,107,Other,phát_hiện nghi_vấn đổ vỏ : ) )
430,796,Sadness,tuổi_thơ bất_hạnh .. học mẫu_giáo mà cạnh trường_học là 1 bầy ngỗng . sáng nào tao cũng được chạy bộ tập_thể_dục nhờ bọn nó
431,253,Disgust,: v cướp xong trừ khi ông bơi sông . chứ đi đường : ) ) ) ) với cái bộ_dạng đó . ai trả thấy : ) ) )
432,278,Other,không biết ô ý có nhận con_nuôi không nhỉ ?
433,830,Sadness,"1 chút đắng , chút chua_cay , với 1 chút ngọt_ngào ở đâu_đó "
434,1289,Sadness,quá đau_lòng nhưng chúng_ta phải chấp_nhận với điều đó
435,117,Fear,mở ra mà thấy vậy chắc tao sợ quá mà chết luôn mất : )
436,1832,Surprise,ai làm được cây cầu khó đi này tài quá
437,1594,Enjoyment,tình anh_em thật đáng khâm_phục 
438,1141,Disgust,xàm bà cố luôn ? ? ? ? ? ?
439,81,Other,chuẩn_bị đón chờ mùa nhiệt miệng_lưỡi : v
440,192,Other,per lần sau hãy hưởng_ứng câu_chuyện của tao như này này
441,8,Enjoyment,các cháu giờ lợi_hại quá : <
442,346,Disgust,bất_công
443,261,Enjoyment,chưa bao_giờ nghe ngươ ̀ i ta chửi thề mà đáng êu đến vậy lun = ) ) !
444,507,Other,ghi nguồn vào page ạ : )
445,1746,Anger,mấy đứa thấy mình hiền nó làm_tới hà .. quá_đáng lắm luôn á !
446,320,Disgust,mày dek làm được ghen ak
447,1426,Disgust,không đấm vào mặt là may rồi : ) )
448,686,Enjoyment,chưa bao_giờ bắn trúng thứ gì  .
449,493,Other,chuẩn rồi per dù mệt_mỏi nhưng vẫn vui : ) ) )
450,932,Other,thả mẹ tay ra : vậy đằng nào em kia cũng không sống nổi 
451,923,Sadness,không có bạn trai ... thì giận ai 
452,1681,Enjoyment,năm_xưa mày cũng ôm gối đứng cửa phòng c như này này per 藍藍藍
453,116,Disgust,bác bảo_vệ như lồn
454,6,Fear,dell hiểu sao ngày sưa tao có_thể cầm nó trưen tay đi câu cá  nhớ lại vẫn thấy ớn 
455,2,Enjoyment,đạp xe xíu rã chân ông này đạp như tay_đua xe
456,1920,Surprise,ơ thế sai chỗ mẹ nào nữa ? ?
457,1386,Disgust,bọn sống thất_đức không có tâm chưa nói tới tầm ! bảo sao tâm_hồn trẻ trí_tuệ kém phát_triển ảnh_hưởng tới thể_chất cũng như tâm_sinh_lí trong tương_lai
458,1913,Enjoyment,"cũng nhờ thầy khắt_khe uốn nén bỏ thói hư tật xấu , bây_giờ mỗi lần họp lớp đều nhắc tới thầy và vô_cùng kính_trọng"
459,760,Other,ừm ngồi đất đỡ mỏi châm
460,661,Enjoyment,có đứa nào vừa coi vừa nuốt nước_miếng như tao không ?
461,116,Enjoyment,tư_duy của họ hơn hẳn 1 cái đầu 
462,483,Enjoyment,"cấp 1 hiền_lành ít nói , ngồi gần 1 cô bé cái gì cũng nhường cô ấy , nhường đến mức nhường luôn tập sách , để bà_già phải dẫn ra nhà nó lấy lại ! "
463,1026,Disgust,ngu nhất năm
464,478,Enjoyment,kiểu em sai rồi . a xin_lỗi em đi 
465,1241,Sadness,chỉ mong ông trời sẽ bù_đắp cho con_cháu của họ sau_này 
466,357,Fear,bà mẹ nó giật_mình
467,1057,Other,chỉ có bọn óc chó . đú_đởn mới phàn_nàn .
468,893,Other,chưa 1 lần vấn_vương thời c3 = ) )
469,144,Enjoyment,"em đỗ 6 trường đại_học ở mỹ , còn hàng trăm thằng đổ em luôn rồi đó , em biết không . trong đó có anh 浪"
470,286,Other,nên xử_lý nghiêm_khắc
471,1753,Enjoyment,cười đau bụng : ) ) )
472,390,Disgust,nghe cái lời rõ đéo hỉu và cái tên cũg không liên_quan
473,449,Anger,giỡn ngu kiểu đó người ta bị tim giật_mình chết rồi sao . giỡn với mình kiểu đó mình đánh cho vỡ mồm luôn
474,191,Disgust,kiên_nhẫn với 1 con chó chứ chắc gì đã kiên_nhẫn với bố_mẹ hay người_thân bên cạnh mình .
475,245,Enjoyment,cứ tưởng là người_yêu = ) )
476,646,Enjoyment,đẹp_trai quá ak
477,408,Anger,làm_ơn đi .. đừng bám theo tao nua được không
478,1016,Sadness,aii may_mắn thì có vị ngọt còn aii thiếu may_mắn thì họ chỉ toàn gặp những vị cay vị đắng của đờii : ) )
479,830,Enjoyment,thằng đoạn cuối mặc áo hồng đang định gải đít nhưng vì thấy rắn nên anh ấy đã hết ngứa
480,1897,Enjoyment,"eo_ôi thằng nhóc áo xanh cuối_cùng , sao này lớn lên chắc là sói ca haha"
481,29,Disgust,đã dâm tâm còn biến_thái 濫
482,290,Disgust,rất ghét bọn trộm_cắp
483,1621,Disgust,nhìn mặt đã thấy đóng vai ác rồi
484,614,Enjoyment,per coi_chừng bị vậy nha chưa haha
485,358,Other,đây là đâu ? cái này là như nào thế ? ?
486,447,Other,tuổi_thơ thật đáng yêu . chỉ có người_lớn dẫn sai đường các em thôi
487,446,Sadness,thua cả người ta 
488,1433,Enjoyment,"per , nhơ cai thời sv ở tro , : )"
489,772,Disgust,ông lão cục_súc
490,1034,Anger,"công_khai và phạt thật nặng : đuổi học , cấm thi 10 năm"
491,274,Enjoyment,cưng ghê ❤️
492,615,Sadness,"vị nước_mắt , dù cảm_xúc như nào thì khi có nó cũng thật đáng nhớ !"
493,1028,Enjoyment,mặt nhỏ dễ_thương vãi = ) )
494,451,Enjoyment,thích mấy đứa này
495,1067,Disgust,đầu_độc trẻ_em mà sử như_vậy là nhẹ quá chuyển công_tác ra khỏi nghành
496,1295,Sadness,mày xinh thế ? tao ốm tí đã xấu hoắc
497,603,Other,xịt nước là ướt rồi
498,1781,Enjoyment,hy_vọng sẽ mau tìm được anh người_yêu thật tốt để 5 năm sau có một gia_đình như_vậy ❤️❤️
499,492,Sadness,mới ngày nào bidv còn đứng nhất mà .. haizzz
500,695,Other,chỉ là bạn chưa biết yêu đúng cách thoiii
501,257,Other,cái ảnh giống_hệt mình : ) )
502,84,Other,"thời_gian thấm_nhuần yêu_thương , nếu đủ kiên_nhẫn thì hạnh_phúc sẽ đến bên , không sợ_sệt "
503,1048,Other,nhất_định sẽ làm được
504,1719,Disgust,"câu nói "" ngu thì chết chứ bệnh_tật gì "" tao thấy chính_xác rồi_đây ! dume thiệt_hại tài_sản còn bị phạt nữa . ngu vãi"
505,372,Fear,dòm sợ thiệt 蘿
506,1201,Sadness,"nhìn một cái rồi thôi , chuyện của những năm trước"
507,1061,Disgust,khiêp vãi
508,411,Enjoyment,bạn trai người khác không bao_giờ làm tao thất_vọng = ) ) ) ) )
509,1151,Enjoyment,per = ) ) ) ) ) ) ) ) ) ) ) ) tao cười không biết chỗ nín lun
510,147,Disgust,là do mày quá ảo_tưởng
511,537,Enjoyment,"dễ_thương ghê = ) ) nói y_như mấy ông ngồi nhậu trong bàn v "" đúng không "" "" đúng chưa "" "" vui rầu "" = ) ) )"
512,695,Sadness,mình rất rất muốn đi nhưng trong túi kô còn xu mẹ nào vân_kiều ơi
513,1072,Enjoyment,khi bạn muốn lầy và cũng có người lầy cùng bạn = ) )
514,1665,Enjoyment,"hay vãi ra , ai đi qua kiểu gì cũng phải đọc và mỉm cười , đánh mạnh vào tâm_lý : ) )"
515,643,Other,"thời chúng_ta , đồ hỏng thì mua mới còn thời ông_bà , đồ hỏng thì đem đi sửa . đó là lý_do vì sao tình_yêu của họ luôn bền lâu ...."
516,956,Enjoyment,"mai tao ăn gà , chụp hình bình_luận lại cho mày thèm chơi ? ?"
517,1174,Disgust,làm_bạn với mấy thể_loại này cũng nhục cả người
518,1846,Surprise,thật vậy luôn sao per ?
519,837,Disgust,"tao vừa về xong thề là ở mẹ nhà ngủ còn sướng hơn đông đéo thể nhích nổi , toàn ngắm người ? ?"
520,574,Anger,ức_chế lắm cụ ạ . đi trong phố cổ còn chưa dừng hẳn đã bị gõ_cửa xua đi .
521,1191,Sadness,"tội_nghiệp , có rất nhiều em ở nông_thôn bị như_vậy  ."
522,241,Enjoyment,"chuẩn luôn , áp_lực công_việc cũng không bằng mối quan_hệ với đồng_nghiệp"
523,1484,Disgust,mé bọn trẻ bây_giờ
524,1512,Enjoyment,rụng cả răng khi xem không nhặt được mồm kkk
525,1529,Disgust,"1 con giáo_viên ngu + vài đứa lớn đầu tập làm người_lớn nhưng bất_thành = dạy ra 1 lũ học_sinh mất dậy , 1 lũ đầu_bò"
526,757,Other,những video như này chỉ khiến cho các cô gái càng thêm ảo_tưởng về tình_yêu thôi = ) ) ) # ngưngảotưởng
527,806,Other,mong là có bảo_hiểm
528,908,Sadness,nếu 1 ngày per theo thằng khác và per cũng có bỏ bạn mà đi thôi huhu
529,248,Other,cay_đắng ngọt_bùi_. nhưng cay_đắng thì thường nhiều hơn = ) )
530,1519,Sadness,tình_yêu cha_mẹ dành cho con_cái là vô_điều_kiện . mình đã khóc
531,858,Enjoyment,"đúng rồi , kiên_trì thêm một_chút nữa đi ! : v"
532,653,Enjoyment,hên crush nay ăn_chơi lành_mạnh
533,916,Sadness,đau_đớn hơn còn là khi làm_bạn cũng khó và gặp nhau coi như người_dưng_nước_lã
534,112,Enjoyment,cách xử_lý thông_minh
535,361,Other,"per mai cấm chọc tao cười nhé dume , tao mà không pass probation là do mày đấy = ) )"
536,226,Disgust,trong phim này thấy cái thằng anh_hùng đạp xa đạp phế vkl
537,900,Other,per sắp bị đuổi khỏi trường rồi nhé 
538,1818,Surprise,không biết luôn á
539,1865,Anger,tao tát cho bây_giờ đấy
540,286,Fear,tao thề tao rất sợ ma_quỷ nên tao rất không dám xem phim
541,429,Sadness,điều tồi_tệ nhất là kiểm_tra code trên giấy .
542,311,Other,"thay_vì gà chuyển sang ăn lợn , tao cungc thế nên món khoái_khẩu là gà chuyển sang sườn mày ạ"
543,1000,Other,ta sao khúc cuối cậu bé xịt nói_chuyện hoa làm gì vậy
544,323,Disgust,t được theo mẹ ra đây những 3 lần : v . uống no nước_biển đs . phải công_nhận nói_chuyện biển đục vãi 
545,1328,Disgust,đm mùi thế : ) ) )
546,378,Other,per của anh tao chứ anh mày à ? ?
547,1160,Disgust,mày tưởng ai cũng khùng giống mày hả lo xo dau
548,1946,Disgust,"per nam dân_trí thấp , ý_thức như ruồi là hợp_lí ."
549,541,Enjoyment,họ không cho ta là vì họ không có gì hihiiii
550,1264,Sadness,14 / 2 năm sau tau sẽ là ông_già cô_đơn ....
551,1957,Surprise,gì thế_này ? này là kiến_thức đó hả ?
552,1836,Enjoyment,dume xem đi xem_lại vẫn đéo thể nhịn được cười : v
553,888,Disgust,"trong 1 lần tao được mẹ cho về quê ngoại , nó nhìn tao - tao nhìn nó - và dume đầu tao chôm bôm . cđ đó dữ vãi ! sao nó không đi thi đai đen cấp quốc_gia cmnl đi chứ võ_công cao_cường như_vậy mà ở vùng qê hẻo_lánh thì thật là phí của giời ! ! ! !"
554,1066,Enjoyment,còn nhỏ mà đã như thế_này lớn lên ai chịu được yêu chết đi được
555,588,Other,cậu lái_xe nói chưa thấy sai gì . ? ? đỗ dưới đường chứ có đỗ vào phòng khách nhà mình đâu mà kêu .
556,1492,Sadness,"khóc không chịu được luôn , và mình cũng sẽ làm được nếu phải đánh_đổi tính_mạng cho 2 cô con gái bé_nhỏ của gia_đình mình"
557,245,Other,"per bảo nó nói_chuyện đi nhưng không , chỉ nhìn thôi"
558,407,Enjoyment,per đợi rụng răng rồi anh tặng quà cho em luôn háy . hhha
559,540,Other,"per giờ đi ra chỗ ăn phở cũng khó , đi bộ cũng chả chen được ? ?"
560,1286,Disgust,mấy thèn cức rảnh
561,117,Disgust,"giun xào tỏi , đỉa xào lăn , cứt nấu đông , hỉ mũi rang cơm trộn với đờm , tởm vãi"
562,573,Enjoyment,và từ đó bà_cụ sống trong hạnh_phúc : ) )
563,1955,Surprise,"video mờ thế còn xác_minh được , thế còn lão per đến giờ vẫn im_lặng là sao ? "
564,1010,Sadness,"lúc nhỏ mẹ nấu cơm bằng bếp củi , ttao thì không biết gì thấy lửa tắt thì chụm vô : ) ) mẹ ra quánh cho trận vì nồi cơm khét nghẹt "
565,63,Disgust,đm thằng mập mặt thoả_mãn vãi . lần đầu_tiên thấy con gái ah
566,831,Disgust,"dm lùi xuống rồi viết , suy ra là bạn để mất người ta là do bạn ngu chứ đéo phải đổ thừa cho cái gì"
567,917,Sadness,bình_dị vậy thôi .. mà sao mãi tao chưa tìm được ? hix
568,1237,Sadness,tao thấy tai_nạn giao_thông là tao nói với mẹ .. con chạy ra đó để tối lên ti_vi ... mẹ tao chửi sấp_mặt luôn
569,41,Disgust,đúng kiểu đến mùa động_dục . khác gì động_vật bậc thấp không
570,58,Fear,"cười đấy , sau lưng nó đâm con_mẹ nó dao vô_hình cho chết mà vẫn sống_nhăn răng luôn ."
571,487,Other,"toan cao lại nữa , tao dg suy_nghĩ có nên đi bằng grap về không"
572,1356,Enjoyment,bày_đặt viết trên cát khắc luôn vào đá cho tạt thoải_mái
573,95,Other,"bài nhạc đầu_tiên là nhạc phim gì nhỉ ? mình quên tên phim rồi , xin hỏi có ai biết không ạ"
574,1315,Disgust,hn đéo có đâu nhé . dăm_ba cái thứ y đg vớ_vẩn : ) )
575,46,Enjoyment,"các cháu thật tốt , hãy thương_yêu mọi người và cả loài vật nhé , may_mắn và niềm vui sẽ đến với các cháu ."
576,738,Enjoyment,cảm_động vleu haha
577,438,Anger,"cảm_thấy thay được thì thay , giáo_viên bây_giờ thừa nhiều mà"
578,1824,Enjoyment,nghe mãi mà vẫn thấy hay
579,1879,Enjoyment,mèo nhà tao cũng từng đi lạc vì bị chó rượt tưởng mất rồi . sau mấy tháng thấy nó trở về nhà mừng vãi 
580,529,Enjoyment,vẫn xinh_đẹp dịu_dàng trong mắt tao 
581,135,Enjoyment,thấy per hất môg thằg đó bay hài_lòng dễ_sợ
582,1366,Sadness,"anh sau đó , không còn là anh nữa ..."
583,1139,Sadness,cả đời mình chỉ ước có 500tr trả nợ ngân_hàng cái xe để chạy kiếm_ăn ... 
584,815,Disgust,cố_gắng chứ từ_bỏ con cặc gì
585,406,Enjoyment,ký_ức 1 thời . nhớ
586,1578,Disgust,gia_tộc bất_hạnh : vậy
587,641,Disgust,vì lợi_nhuận con_người ta có_thể độc_ác với nhau như_vậy sao ? ? ?
588,197,Enjoyment,thương anh bạn kia quá .
589,310,Fear,nhìn muốn tè ra quần rồi
590,1017,Disgust,nhìn dơ vãi dume : v
591,1326,Disgust,tao cũng ăn_hại nhưng chưa bao_giờ ăn_hại đến_nỗi phí_phạm thế
592,885,Other,sao mày không ngủ với mẹ mày luôn
593,1496,Sadness,phần này dù xem_lại 100 lần vẫn bật khóc tình cha thật phi_thường
594,1564,Anger,ăn xong mất hứng đéo nói nữa
595,1945,Disgust,"chả có gì hay_ho , vô_bổ"
596,403,Enjoyment,nhìn giống hai anh đang tỉnh tò với nhau ghê ( mình là hủ đừng ném đá nha  )
597,588,Sadness,buồn nhỉ 
598,936,Disgust,toàn lũ thất_đức
599,1239,Sadness,per thế đéo nào mình chơi với toàn gái mà tính vẫn giống con trai . _ .
600,831,Other,cuộc_sống của mình đừng hỏi ý_kiến người khác
601,66,Anger,mấy thằng mặt địt . chim chưa mọc đủ lông mà lông đã ăn vào tận não chúng_mày rồi . đm chúng_mày
602,1418,Sadness,bà về nơi phương xa mất rồi . nhưng với tớ bà là người dễ_thương nhất trên đời . chỉ muốn ngả vào lòng ngoại nghe kể về những câu_chuyện cổ 
603,1405,Enjoyment,"vui_vẻ chút , lạc_quan chút cho đời thêm vui cũng là một_cách "
604,611,Enjoyment,hài vãi : ) ) )
605,1351,Sadness,còn gì đau_đớn hơn cảnh này : ( ( (
606,1014,Sadness,"yep . chính tao . đi vệ_sinh thôi cũng phải đảo qua , mà giờ thì người ta sắp đi lấy chồng rồi"
607,1531,Sadness,còn mình nhìn như thằng ngu
608,410,Other,thay_đổi văn_hoá tí đi . đường là tài_sản chung của mọi người_dân . và mọi người_dân được phép làm những gì pháp_luật không cấm .
609,775,Enjoyment,ai thấy pha cuối phê vãi không
610,1457,Sadness,tội em_gái đó
611,777,Other,đứa nào nhây hơn đứa đấy thắng
612,326,Enjoyment,hahah thú_vị ghê hen
613,38,Enjoyment,ngã nhìn cũng thấy yêu 藍
614,1489,Sadness,hồi bé tôi cũng bị chửi cả ngày từ sáng chí tối ! nhưng không phải bố tôi mà là bà nội tôi !
615,1121,Enjoyment,cung quá ak
616,243,Enjoyment,mày xinh ghê vậy : d
617,1146,Sadness,"thương các bác quá , vất_vả 10 năm trời mà bị như_vậy "
618,1576,Enjoyment,hên là đụng nhầm người chứ đụng trúng cái là rụng trứng cả bày cả lũ - ) )
619,681,Sadness,đau ghê
620,98,Disgust,khúc_mắc cười đoạn nào vậy 
621,474,Other,đếm không hết nên nó vương nó vãi ấy mà
622,915,Other,1 hình này thấy từ sáng đến giờ trên mấy page rồi 
623,1563,Anger,mày ăn xong thì cút luôn dùm nha 
