,Unnamed: 0,Emotion,Sentence
310,101,Enjoyment,chỉ cần follow anh trum trên twirter là chuyện quan_trọng gì của mẽo trên thế_giới cũng biết hết ; ) )
311,1464,Disgust,ghét 2 đứa này quá đi
312,82,Other,thế_là đầu khấc mất vợ tương_lai
313,1138,Enjoyment,dễ_thương vãiiiiiiiii
314,1915,Enjoyment,"cũng như đàn_ông gục ngã trước cô gái nhiều sắc ! đặc_biệt là 50 "" sắc "" thái "
315,275,Other,con rắn thật nó lại tưởng đồng_loại nó chui mọi người vào ở luôn
316,328,Enjoyment,có đứa con gái như_vậy kêu làm_việc nhà hằng ngày tôi cũng làm nữa 
317,416,Enjoyment,chuyện thì buồn nhưng nhìn cách kể của bé này thì nhịn cười không được 
318,1342,Enjoyment,per nhớ nhà mi có hè 
319,1581,Disgust,thằng học_sinh làm khổ bome mày rồi
320,997,Enjoyment,sao lại cưng đến thế_này ^ ^
321,635,Other,"thuyết âm_mưu . nó đang muốn nhờ_vả đấy , không nhờ được thì nó vả"
322,324,Fear,moá . vẫn nhớ hồi nhỏ bị ngỗng đuổi . đù má tao mới là đứa bé ngây_thơ hồn_nhiên thôi mà dume tao sợ tao ám_ảnh đến bao_giờ huhu 
323,1665,Other,thằng này đi sing học luật hay sao mà viết hay quá vậy ?
324,1128,Sadness,và đó đéo phải là tao = ) ) )
325,209,Other,nách kẹp cái gì ấy nhỉ các bác
326,191,Other,đắng lắm .. mà qua rồi nên bỏ đi .. khẩu nghiệp nữa
327,42,Disgust,"con_người hay con vật nó còn biết suy_nghĩ , đây là loại gì"
328,1140,Enjoyment,chào tháng 10 ! ! tháng sanh thần của tôi .. hi_vọng mọi chuyện tốt_đẹp
329,527,Enjoyment,cái nay nhận ra lâu roài . mà đi làm toàn gặp đồng_nghiệp đáng yêu hi
330,1630,Disgust,lại khiển_trách kiểm_điểm rút kinh_nghiệm nữa ah
331,669,Anger,tao cũng co con gái nhưng nó không như loại mày đẻ ra chỉ đau lol phí cả công nuôi nuôi con chó còn hơn nuôi loại con như mày
332,833,Sadness,cái cảm_giác nhìn người_thân mình khổ còn mình lại chẳng làm được gì giúp .
333,87,Other,cuộc chiến_đấu vẫn còn tiếp_diễn
334,1656,Enjoyment,cái dây ở ảnh đầu xinh vãi vậy
335,779,Other,"đó là kiểu người thích cuộc_sống về đêm và ghét sự thay_đổi , về mọi thứ !"
336,164,Enjoyment,"thank you giỏi quá vì nước quên thân , vì dân phục_vụ ..."
337,1745,Enjoyment,từ diễn_viên đến ekip đỉnh vãi coi không sót giây nào
338,1475,Disgust,hỏng cả 1 thế_hệ
339,54,Enjoyment,t phải tìm bạn trai là nhiếp_ảnh_gia mới được 
340,506,Enjoyment,gắn_bó thời sinh_viên á !
341,1554,Enjoyment,dễ_thương quá_trời hà .. 
342,210,Fear,per nhà mày mà nuôi thêm con này nữa là ám_ảnh cuộc_đời tao
343,382,Fear,chắc ỉa ra quần chứ đéo đùa - . -
344,681,Other,khi nào ổng nói được tiếng việt theo giọng của người miền tây thì tôi xin lạy
345,975,Other,per khi bạn đang feed mạng nhưng chị bạn lại bật hongkong1 : ) ) ) ) ) ) )
346,22,Enjoyment,hàng_xóm cũ của tao cũng thế may_mà bà ý chuyển nhà rồi 
347,1458,Other,thông_minh mấy yêu vào cũng ngu
348,517,Anger,"gặp tao , tao sút cho vô mỏ"
349,990,Sadness,ai đó hãy tát trà sữa vào mặt tao đi 
350,1783,Surprise,"nhiệt_điện à bác , sao em không thấy nhỉ"
351,1603,Enjoyment,muốn nhanh thì cứ phải từ_từ = ) ) ) ) )
352,1277,Enjoyment,lò xô kkk lâu quá không thấy
353,237,Anger,đề thi rồi cũng lỗi được ! ! ! bực_mình
354,280,Other,yêuc nhau một_cách tự_do . tôn_trọng sư riêng_tư của nhau
355,423,Anger,truyện đặng_như kim nèk ... tụi bây còn ăn_hiếp anh nữa là hối_hận không kịp nhé
356,31,Enjoyment,mỗi tao thấy hồi xưa còn đẹp hơn à : ) ) ) bây_giờ nhìn như bóng long_xuyên vậy
357,154,Enjoyment,"dân vũng_tàu có khác , toàn người nhân_cách cao"
358,1795,Disgust,áo sơ_mi trắng mặc_cả ngày thì nó cũng dơ và hôi vãi ýk = ) )
359,1773,Surprise,ý_tưởng thông_minh đó con
360,337,Disgust,qua đoạn vd ngắn này ta sẽ nhận ra rằng cgai nghĩ mình làm cái gì cũng đúng . cái gì cũng biết nhưng thực_ra đéo biết cái con cặc gì
361,1324,Disgust,lêu lêu con đĩ chó ! ! ! giờ thì mày biết ai là con_đẻ ai là con_nuôi rồi đấy : >
362,1454,Sadness,"hút điếu cần xong nhìn nó ăn mà muốn phá cái tủ_lạnh vô_dụng của nhà mình quá , đéo đủ sức đựng thịt bò toàn rau ."
363,377,Other,nằm võng đung_đưa cho muỗi khỏi đốt
364,1011,Enjoyment,đáng yêu quá . phải thằng trai nhà tao thì nó sẽ nhẩy vào tính ôm luôn cái máy ấy về = ) )
365,87,Enjoyment,nóng như này ăn vải là thích nhất còn gì ... auto mát
366,554,Anger,riêng đéo gì tối nay mà khóc với lóc
367,1683,Enjoyment,thế_này đã là sướng lắm rồi = ) ) các b khoe biển toàn tiến với tứ ngũ quý vậy 
368,766,Other,điên lò nấu dầu
369,853,Disgust,nói chi nhiều . mở cái king ' s coffee mà giống đến 90 % trung_nguyên thì hiểu rồi .
370,1356,Disgust,"sờ thử lên đầu xem có sừng chưa , khéo nhắn cho thằng khác nhưng lỡ gửi cho mày đấy = ) ) )"
371,388,Fear,per dã_man
372,661,Disgust,nó xoá tang_chứng rồi kiện lên trên cũng vậy thôi để luật nhân_quả con_cháu nó chịu
373,1243,Enjoyment,ngôn tình đầy_rẫy là một cô gái sao em lại bỏ_qua bao_nhiêu mơ_mộng
374,325,Other,"ngta có câu nhất cự_li nhì tốc_độ , mày phải ghi xát dô , ghi nhanh nhanh nữa , ..."
375,898,Enjoyment,đó là khi tao muốn cắn ai đó điên_cuồng : )
376,1658,Enjoyment,"đó là lý_do tại_sao tao chẳng bao_giờ đi hùa mấy bài bóc phốt , xem cho vui rồi lướt thôi : ) )"
377,1788,Surprise,điệt cao_thế lên tầm này mà chưa chết nhỉ
378,1086,Sadness,xem video cu ̃ người cho ́ người hê ́ tao ca ̉ mă ̣ tao
379,519,Anger,"cảm_giác này vừa bực_mình , vừa bất_lực , là cái vất_vả của nông_thôn như tao , chứ đéo thấy buồn_cười đâu"
380,713,Disgust,"cũng có_khi chơi với con gái ít vì nó quá xấu_tính đéo con nào thèm chơi với nó , chỉ có_thể chơi được với bọn con trai"
381,1592,Other,thanh_niên phượt rách dép = ) ) )
382,421,Anger,có con cục gạch kia xong chả biết từ đâu_đâu lôi ra con ai phôn chơi : ) ) ) vô_lí vãi : ) ) hư_cấu 
383,1825,Enjoyment,ai như tao nghe tự_nhiên thấy ấm lòng vãi không
384,1692,Surprise,ko hiểu sao lương cao_thế nhỉ
385,829,Sadness,"mong ai đó sẽ không nghe được bài hát này . xin_lỗi , ngàn lần xin_lỗi "
386,1017,Enjoyment,hai ông_bà thật hạnh_phúc
387,822,Sadness,"trước tao cũng tin vào tình_yêu chân_thành lắm , niềm tin chết rồi"
388,85,Other,bề_ngoài tỏ ra cứng_cỏi nhưng bên trong con chó đó luôn khao_khát tình_thương từ con_người
389,204,Other,để cưa cái bàn chớ làm_gì
390,1096,Enjoyment,nên gan ngỗng ăn ngon đó
391,481,Other,cúi xuống húp liền còn chờ gì nữa thằng chụp ảnh 
392,1850,Disgust,mày có gặm được củ cà_rốt đéo đâu mà chảnh choẹ với tao !
393,321,Enjoyment,ngôn lù thế hahaaa : ) ) ) đáng yêuc vãi
394,906,Sadness,liên_quan à . cr mày đéo thương mày đâu . nó có crush mới_rồi . 
395,1505,Disgust,chưa gì đã mất_dạy
396,917,Enjoyment,"nhớ lúc trước có thằng bạn học rất giỏi và đẹp_trai , lớp phó kỷ_luật lạnh_lùng và tàn_ác không thương sót ai , ghi hết vào_sổ . chỉ riêng mình là có_thể giật tập nó để chép bài và đánh nó không thương_tiếc mà nó vẫn im_lặng , không bao_giờ bị nó ghi tên vào_sổ . kiểm_tra quay phao nó giục bỏ và canh cô đưa bài cho chép"
397,1462,Sadness,"thanh_xuân của tớ gặp cậu rồi , 4 năm rồi , chỉ có_điều vẫn là 2 đường_thẳng song_song"
398,841,Sadness,: ( ( ( tôi vẫn chưa sẵn_sàng để đi học mà
399,1814,Disgust,này thì chu cái bản mỏ ra
400,676,Other,có những người chỉ cảm_thấy mình tồn_tại khi được chửi_bới .
401,1363,Enjoyment,nhớ hồi mình làm_đồng_nghiệp ghê : ) ) )
402,587,Anger,"ăn_hại zồi bắt em_gái nó dọn , quá_đáng lắm rồi đó"
403,832,Disgust,người đàn_ông quái_vật
404,306,Disgust,xuống thì xuống đựợc nhưng_mà bọn nó bảo là xã_hội_đen nó theo_dõi nó giết thì là xạo lờ . bọn nó dựng_chuyện câu thích đấy
405,1667,Surprise,"phim giật_gân , hấp_dẫn đấy"
406,1901,Surprise,diệu_kì quá
407,24,Fear,"per đang định đi chụp , thấy cái này sợ quá đéo đi_nữa"
408,595,Sadness,per ơ tao còn chưa kịp đến bắt_tay mà : ( (
409,217,Disgust,vẫn là cái thói đối tốt với người ngoài và làm đau người_thân quanh mình !
410,444,Enjoyment,"tháng 10 đến rồi , em đừng buồn nữa nhé ❤"
411,176,Other,nó không cắn đâu_đó là chó thường còn chủng_tộc ngáo này thì không biết
412,1477,Enjoyment,"còn tao nhé , hơi bị ngon"
413,631,Enjoyment,per nên mày hãy yên_tâm về mấy con nhện nhé : ) ) )
414,639,Other,hãy cứ hết_mình đi ... chứ chả bít được ngày_mai ra sao cả ) )
415,267,Enjoyment,"haha , , , sao không kêu tao .."
416,560,Enjoyment,per bếp thần_thánh thời sanh viên 
417,4,Other,lỗi tại thằng bán hàng
418,384,Other,môi_trường tù chưa cho nó cái nó cần rồi
419,1506,Enjoyment,hahaa nhìn mắc_cười vãi per
420,1557,Enjoyment,rất cá_tính : v
421,1510,Enjoyment,"kéo bấc mòn cả tay , ma nghĩ lai thấy nhớ thời đó nhỉ "
422,1204,Sadness,"động_lực là tình_yêu . vì sau khi chia_tay , tôi đã thấy mình vô_dụng trong một thời_gian dài ."
423,974,Enjoyment,chủ_tịch giả_vờ luyện vỏ và cái kết sấp_mặt luôn haha
424,762,Sadness,chồng tương_lai lại nuôi vợ thằng khác
425,1542,Anger,gặp em tao mà bị đánh như thế thì mấy đứa đánh có mà chuyển trường trốn luôn hoặc quỳ lạy_van xin tha : )
426,1135,Enjoyment,bư ̃ anh trước mới nghi ̉ xong tao đi đa ̀ nă ̃ người chơi 3 nga ̀ y xong vê ̀ kho ̉ em re = ) ) )
427,931,Other,per mẹ mà có cái này thì ngồi nói_chuyện cả ngày
428,151,Disgust,k phải tôi lùn mà . mấy người kia bị bệnh thừa xương ; ( )
429,1727,Enjoyment,"vừa lắm ... cho chừa nè , ahihi đồ ngốc "
430,1022,Other,bài_học ý_thức mất rất nhiều thời_gian và phải cần có biện_pháp mạnh .
431,1163,Disgust,tao ở chợ viềng 2 nam_trực đây . đông vãi chưởng . chen nhau suýt chết bẹp
432,186,Disgust,tát thẳng đi ... tởm
433,1018,Enjoyment,per ông_xã xem khúc nó kéo xe chở con chó nè : ) ) đọc bình_luận hài_hước ghê
434,1700,Surprise,ủa sao vụ này vong đòi có 5 triệu thôi á . không bị tù_tội gì sao ?
435,208,Other,cái bài hát dẫn đến mối tình đầu tiên
436,1920,Disgust,"muốn tiếp_thu giáo_dục phương tây thì tiếp_thu cho trọn , đừng nhặt vụn_vặt làm sai_lệch một thế_hệ tương_lai ."
437,1244,Disgust,nhảm vãi lồn
438,1059,Other,con gái không phải là người tham tiền tham trai đẹp tham này_nọ đâu nhé ... chẳng_qua họ cần tìm chỗ dựa thôi .
439,1291,Sadness,chỉ thấy dễ_thương và xinh khi crush thôi khi hết crush thì có cười nấy cười nữa cũng không có cảm_giác
440,1645,Disgust,hic không phải tiền của mình nên có_vẻ nhiều người xem nhẹ quá nhỉ . 580k to mà công_sức các thứ các thứ của chủ thớt chứ có đi xin đâu ? : ) )
441,935,Other,thế mày thích hiền_lành dài_dài rồi bùng_phát hay mày thích ngày đéo nào nó cũng nổi điên : ) )
442,958,Other,người anh_em thiện lành nhận bao tiền để viết bài này ?
443,30,Sadness,chời ơi mới chụp răng 2 bữa trước về không ngủ được tới nay luôn
444,752,Disgust,xấu vãi đái còn bày_đặt
445,860,Other,sao tao lại cười khi mà mẹ thằng này sắp nát mông đến_nơi nhỉ 
446,1307,Sadness,đau_lòng qá huhu
447,1084,Sadness,23 năm rồi tao còn chưa được đi chơi với bồ trung_thu lần nào cả : (
448,452,Enjoyment,thật dume nge yêu_thương gì đâu : ) ) bắn tim bụp bụp
449,565,Enjoyment,a đến sớm hơn nhé 
450,441,Other,"đúng luật thị_trường cung - cầu thôi . ai cấm các bác ra phố gửi xe , hoặc đi taxi đến . chui vào viện làm gì ?"
451,86,Enjoyment,"đầu mùa mà trên nhà tôi vải có 15k / 1kg , ăn tã từ đầu mùa "
452,118,Disgust,nhìn ảnh này tao lại thấy buồn_nôn
453,707,Sadness,chờ có người giận mà không được
454,1752,Surprise,ông này nội_công thâm_hậu nhảy lên gẫy cả cây_thế là té đít dầm xuống đất . tại hạ bái_phục
455,112,Disgust,và sau đó nó bảo đùa đấy và loan tin mày tỏ_tình nó cho tất_cả mng biết 
456,14,Enjoyment,yêu nghề chuẩn mẹ rồi
457,150,Fear,dạ cho em hỏi cái đường này ở đâu z ạ . để em đéo tới đây ạ . đm bước cái chắc tét háng
458,288,Disgust,"cái ly hương nó cũng cướp , hết_biết nói gì luôn . "
459,1936,Disgust,nhiều người ý_thức kém quá
460,484,Enjoyment,khi nào đón bé về nhà nhớ chụp đăng lên cho bọn tao coi dung_nhan thằng bé nha : vv
461,1275,Enjoyment,không liên_quan nhưng sao mị thấy mông boss cong quá đi aaaa ~
462,1208,Enjoyment,nghe hay
463,1741,Surprise,per ác_quỷ ma sơ hay dã_man ý
464,1662,Disgust,ôi đất_nước tôi ... hở ra là bàn_thờ bát nhang 
465,798,Enjoyment,bây_giờ mình 56 tuổi vẫn dùng để bắn bọn chuột neo dình sơi chim cảnh rất hiệu_quả các bạn ơi
466,352,Enjoyment,chuẩn bài = ) ) ) )
467,575,Anger,per đừng có mà thân_thiết với tôi
468,1297,Disgust,và đéo tin được đứa nào
469,339,Disgust,thằng ăn ốc đéo phải trả tiền thằng đổ vỏ lại phải trả tiền …
470,217,Enjoyment,per có ai còn nhớ thời đầu băng xem đi xem_lại xuốt ngày không kakak
471,159,Other,góc chụp đẹp và ánh_sáng tốt
472,258,Disgust,"cái đoạn bôi_son nhìn vớ vẫn , nghĩ sao dùng xong mà nó còn nguyên . vớ vẫn"
473,273,Enjoyment,cảm_giác vừa uống cà_phê vừa hát mỗi ngày bình_an lắm
474,77,Other,"nên chọn thằng không học_bổng , vì thằng đó giàu hơn"
475,401,Fear,một đứa sợ sấm chớp không thích hình_ảnh này huhu
476,677,Disgust,"66 năm trời chỉ để ghi_danh kỷ_lục dzớ dzẩn , nhìn gớm chết với bất_tiện vãi chớ sướng ít chi chịu_đựng mấy chục năm trời"
477,535,Other,cảm_thấy nhột đít
478,684,Other,may thằng đó không nghe lời vợ
479,1631,Fear,vãi : ) ) độc đấy
480,1341,Enjoyment,con mong cụ cuộc_sống sẽ tốt hơn 
481,69,Other,nóng cỡ nào nhĩ
482,426,Other,dậy đi học đi con ơi
483,1900,Surprise,ông luôn biết trước thời_đại . 66 năm trước . ông biết mình sẽ được lập kỷ_lục thế_giới về bộ móng tay này . ông giỏi thật
484,726,Enjoyment,"tao khuyên mày , bật lên mr . siro lên mà nghe , đời sẽ vui_vẻ hơn = ) )"
485,471,Anger,ngon xuống đây nói_chuyện tử_tế với bố như 2 con chó xem
486,1094,Sadness,nếu không gãy đó la 1 bài quyền đẹp rồi : ( (
487,1704,Surprise,phải giăt ba tay luôn hả
488,1579,Sadness,chưa kịp đặt_chân đến chiêm_ngưỡng nó ...
489,843,Disgust,nhiều khi làm ks gặp khách hai lúa mệt vê ca lờ . ks không cho mang đồ sống đồ hải_sản lên phòng . tụi nó giấu trong balo mang lên tới khi lên dọn nhìn cái phòng muốn mửa
490,451,Anger,lũ này cho nghỉ_việc thay người khác còn bao_nhiêu người đi xin việc kìa xử_phạt thì trẻ cũng đã ăn rồi lũ mất nhân_tính
491,1481,Disgust,"chắc lại thấy tự_hào , tưởng thế_mà hay"
492,525,Other,vẫn hay mà
493,1872,Anger,ghét vãi nồi
494,700,Enjoyment,"bức ảnh rất đẹp , cám_ơn người chụp hình"
495,1516,Sadness,xem đi xem_lại mà khóc sướt_mướt 
496,782,Enjoyment,tình_yêu là một thứ cao_đẹp hãy trân_trọng nó .
497,1057,Enjoyment,chủ kiểu lol gì đáng yêu vãi ? ? : ) ) ) )
498,617,Enjoyment,"hai đứa chia_tay , tao nhảy vào ."
499,1765,Surprise,ho mạnh có_thể làm gãy xương sườn cơ à ? ?
500,1722,Enjoyment,"per thế_là 2 anh này chưa gặp tao rồi , = ) ) 7km nhé"
501,841,Anger,có người_yêu thì lo giữ đi mấy má khoe khoe cái buồi dume xem mà thấy tức vãi : ' ' >
502,1691,Anger,"điều_tra nguyên_nhân cái cái gì . vì hám lời nên coi_thường cong nhân , răn_đe chỉ béo tiền đút_lót"
503,1718,Disgust,ngu rốt là phải trả_giá bằg tiền_mặt . tàu nó chạy trên thanh day sắt chứ đánh lái cái gì
504,453,Sadness,buồn hơn thế_là đối_với 1 đứa con gái năm_lần_bảy_lượt chủ_động ib họ nhưng vẫn bị xem_thường ... xem mà đéo rep ... hết thương là vậy ... 
505,1276,Fear,tao lại sợ mày quá cơ : ) ) )
506,940,Enjoyment,tự_nhiên thấy cảm_động hic
507,560,Anger,điên mẹ rồi
508,1436,Disgust,tôi cũng đến chịu mấy thanh_niên có cái suy_nghĩ muốn làm con mèo .
509,91,Enjoyment,rất là hâm_mộ chị với tài nấu_ăn ngon lại có nét dịu_dàng rất tự_nhiên thật_sự thích ❤️
510,1628,Disgust,nó bất_ổn của đủ hay sao mà nhập thêm lũ chống_đối vào nữa : 3
511,389,Other,ko nên vì tất_cả do người_lớn sắp_đặt cả không nên cho lớp trẻ mất newnf móng
512,1471,Enjoyment,nhìn mặt ông thầy cay lắm : ) )
513,3,Other,mình đang bận việc mà có đứa nhây vậy là có đứa toè mỏ 
514,793,Enjoyment,nụ cười của tôi thiên_thần vãi
515,1449,Enjoyment,số hưởng rồi tránh sao nổi : d
516,920,Sadness,"t xin nhắc lại một lần nữa , đây là một câu_chuyện buồn nhé"
517,1880,Anger,"không có người làm thì cần đéo gì phải dọn , dume thấy thằng nào dải đập chết cụ nó đi"
518,1926,Enjoyment,"đi hát_văn nghệ cho trường nguyên cấp 1 , kiếm được kha_khá . cấp 2 vỡ_giọng , khỏi hát 藍"
519,64,Enjoyment,"ngày_trước đi mua cái này cho chó của đứa bạn thân . mà 2 thằng thử xong phê quá quyết_định mua mỗi đứa 1 cái , và chó 1 cái : ) )"
520,1136,Enjoyment,ra viện tăng chục cân : ) )
521,475,Enjoyment,"tau sẽ phun thuốc kích_thích , 2 nam nữa sẽ dài hơn ong nay ... sẽ được vào viện_bảo_tàng .. "
522,1710,Enjoyment,"hồi đó đã undercut , bảnh vãi ."
523,255,Fear,"thôi em sợ lắm , tha em bác"
524,964,Sadness,sao mình lại không xem được vậy admin 
525,356,Other,làm như là người tối cổ mà không biết . này là bếp từ phiên_bản đầu_tiên chứ gì
526,1266,Sadness,tuổi_thơ tôi toàn gặp những thằng mất dậy và toàn đánh nhau với chúng . tuổi_thơ nợ tôi quá nhiều
527,674,Enjoyment,cho đi là đáng quý . cảm_động vãi
528,1864,Enjoyment,mỗi lần bạn trai đi cắt tóc tao đều cảm_thấy an_tâm mấy phần
529,1252,Anger,đồ má một lũ óc chó này .. cả nước họ quá bức súc tụi may lũ chúng may phải đưa ra tử_hình hết lượt sống trật đất xã_hội
530,104,Other,per lý_do nhà tao dùng năng_lượng mặt_trời .. 
531,819,Disgust,nhìn ghét quá ? ? ? ?
532,1369,Enjoyment,em thấy nó đúng đấy chứ
533,436,Anger,"hỏi_thì_hỏi cho khôn , hỏi mà như vả thẳng vào mặt người ta : ) )"
534,338,Fear,"nguy_hiểm lắm , ngồi nhà lướt facebook thôi mà không cẩn_thận thì mất tim lúc_nào không biết"
535,475,Other,"chào em cô gái tháng 10 , em là nắng ấm giữa trời mùa thu ..."
536,754,Enjoyment,a độc_thân nè không có ai để nắm tay gọi là thử coi .. hihihi chúc em luon vui ve em nhé ...
537,255,Enjoyment,chủ quán này xinh gái lắm nha !
538,724,Other,vì nếu không có kẻ yếu thì chúng_ta không biết mình rất mạnh
539,1583,Enjoyment,xây 1 được 2 nhà : ) ) chủ nhà ấm vãi : ) )
540,766,Other,hẹn gặp lại ngày vào một ngày không xa chúc ngài thượng_lộ_bình_an
541,593,Enjoyment,quả_nhiên chồng_con nhà người ta đéo bao_giờ làm tao thất_vọng 
542,89,Other,k cần chuyển cũng sắp đi rồi admin ạ
543,1795,Enjoyment,tao không theo_dõi phim . xem bập_bõm mấy tập mới biết em nó là con gái  .
544,1850,Enjoyment,haha thì ra trên đời này tao không cu đơn đâu_đó vẫn có những đứa con_ghẻ như tao cùng bắt_tay chào_hỏi nhau nà
545,181,Fear,"chống mắt mà xem này khi bồ nói anh muốn đi tập gym thì dẹp ngay và luôn , măc công nó yêu thằng khác mất quá per"
546,996,Other,bố_mẹ là những người yêu ta vô_điều_kiện ...
547,768,Other,chuột nhìn thấy said : bố lại sợ mày quá cơ = ) ) )
548,806,Other,per mốt đừg có thiết_kế hay xây mấy cái kiểu như dị nhé hem > <
549,788,Sadness,còn gì đau_xót hơn 
550,1216,Other,làm cái đéo gì mà_lại lâm vào tình_huống như thế_này
551,1463,Sadness,"gập đúng người mà mình muốn thương , muốn yêu , muốn chăm_sóc . nhưng thật tiếc khi trong tay vẫn chưa có gì"
552,1665,Sadness,"chiến_tranh có gì vui đâu nhỉ , chỉ gây đâu thương"
553,626,Enjoyment,coi phim này xong thì nhỏ bạn tao bắt_chước giống vầy với crush nó . sau đó thì ... à mà đéo có sau đó nữa : v
554,1758,Surprise,200 triệu mà đủ sao
555,1677,Disgust,khi bạn lôi hết cảm_xúc ra viết thì lũ bạn thân lại coi là nhảm lol  dume
556,224,Disgust,thanh_niên hack mẹ nó từ đầu game . đánh_đấm con cặc . tội cho mấy rank con cày level
557,169,Enjoyment,uề ... lại li_hôn không thành_công ...  . t buồn_cười câu này quá per
558,1562,Disgust,cứ tưởng tao đùa à . hmm
559,334,Other,chỉ có những người sợ bạn giận bạn buồn thì giận lại mới có hiệu_nghiệm thôi
560,470,Other,tạm_biệt tổng_thống trump ! ! việt_nam hẹn gặp lại ngài !
561,144,Disgust,"tao tưởng con ê ́ ch . - . - nhìn lại thấy con quỷ này , hết đáng yêu rồi"
562,700,Other,đi lỗi phụ ấy . chắc bọn tao gần đấy mới biết nhiều lối phụ không tắc
563,209,Disgust,đag đói mà đợi ôg này làm cho ăn chắc nghỉ mẹ nó luôn . : 3
564,841,Enjoyment,"lâu rồi mới thấy trailer chất như lày , so excited"
565,1303,Sadness,"hắt_xì mệt quá , muốn bắn , muốn làm_việc : ("
566,1449,Sadness,vận may s cứ xua_đuổi mình hoài chứ có bao_giờ tự tìm đến đâu ? đen thôi chứ đỏ quên điii nha . đời_thường giết chết kẻ mộng mer như mình .
567,750,Enjoyment,cũng xinh mà ? ? lai cỏ có_lẽ sẽ khoẻ_mạnh và đỡ ngáo hơn ? ?
568,1135,Disgust,nhìn thấy nó cười trông giống thần_kinh vãi lồn 
569,811,Disgust,"đây là chỗ mấy đứa bây khoe_khoang yêu_đương đấy à , biết gió_mùa về rồi không ? ?"
570,1904,Enjoyment,sáng nay mình cũng gặp 1 anh công_an dễ_thương lắm
571,960,Enjoyment,_diễm quỳnh haha em không biết
572,1460,Enjoyment,chúc bạn thành_công < 3
573,365,Enjoyment,phim hay từng chi_tiết . nếu bạn tập_trung xem để_ý và hiểu từng chi_tiết thì bạn sẽ nể phục những người làm phim biết_chừng_nào .
574,928,Enjoyment,nhất_là lúc 16h chuẩn_bị đến giờ đá bóng . chất rơm đầy bếp cho nó mau chín 殺殺 yêu quá thời đó
575,1085,Enjoyment,xem video không buồn_cười lắm vì chửi thề quá_xá .. cơ_mà đọc bình_luận của các bạn cười đã luôn . kkkkk
576,1368,Sadness,ai bảo con trai yêu không nặng_tình ? : ' (
577,1273,Sadness,cay_đắng vãi 
578,56,Other,quan_trọng là nhiều tiền để rót trước
579,787,Enjoyment,sao có_thể từ_chối lời tỏ_tình dễ_thương thế_này ❤️❤️
580,1885,Enjoyment,haha giờ thấy thằng nào là cho ăn cây baton
581,655,Other,per xong có cưới nhau không 
582,502,Other,per cho chị vui_vẻ từ 7h sáng đến 4h45 chiều chứ hả 
583,892,Disgust,trừ điểm per
584,1340,Sadness,"moạ , mình nhà thanh_hoá mà đéo biết gì luôn @ @ : ( ( ( ("
585,867,Other,tao đi trợ_giảng học_sinh cũng dạy thầy_cô nói_chuyện ngoài múa quạt cmnl
586,1124,Enjoyment,cũng đỡ tắc hơn 1 tí
587,1056,Enjoyment,boss mắc bệnh nghiện vợ 藍藍
588,674,Sadness,"hồi xưa đi học mình ngồi gần lớp trưởng , tên này được cái rất ga_lăng với bạn gái trừ mình .. huhu .."
589,383,Other,chỉ thấy phối nhạc hay thôi chứ lời tao cảm_thấy nghe không có nghĩa lí gì luôn 
590,846,Disgust,"mẹ , suốt ngày xem ba cái ngôn tình này rồi n mơ_mộng . 25 rồi nha . nha nha nha"
591,1673,Disgust,cấp 3 là 1 thanh_xuân ám_ảnh = ) )
592,1789,Surprise,bài này hay quá
593,57,Other,chắc chỉ có nhật mới vậy ở vn thì tôi không quan_tâm ông mua_bán ra sao được giá tao mua_bán
594,1655,Disgust,tao biết tao mà đi gia_sư thì con nhà người ta sứt_đầu_mẻ_trán nên cũng không ham_hố dạy với chả dỗ gì : ) ) )
595,1130,Sadness,âu cũng là kiếp người . tại_sao ông trời lại đày_đoạ con_người ta đến như_vậy
596,836,Anger,con_bé bị tát trong hình là em_gái mình thì không biết mình sẽ làm gì bọn này nữa 
597,1632,Disgust,có loại này tồn_tại ở đây à
598,1423,Enjoyment,cuộc_sống là cho đi ❤ đôi_khi chỉ cần được thấy họ cười là bản_thân thấy vui rồi ..
599,592,Other,hôm_nay ol đến đây thôi dume 
600,532,Enjoyment,"bồ tao cũng đang đi cái này , từ nhà nó lên đây cỡ 2 tiếng mấy và dume nó bảo tao ngủ đi vì nó đi đến sáng : ) ) ) ) )"
601,1924,Surprise,wow tuổi_trẻ tài cao vkl = ) ) )
602,1044,Other,cố_gắng tinh_thần sẽ làm lại được
603,1182,Enjoyment,t không phàn_nàn . t sẽ cố_gắng giúp bố_mẹ có được nhiều hơn 
604,1649,Disgust,tôi cũng đi dạy . phụ_huynh còn thiếu 250k kêu chuyển thẻ . không biết mai_mốt chị còn nhớ mà chuyển cho mình nữa không đây
605,1269,Anger,tao mà là con đi xe cũ . tao vả thẳng mặt bà mặt lờ kia . méo cần biết đứa nào sai hay đúng . vả vỡ mồm rồi gọi con bà ra đây hốt xác . 蘭
606,509,Other,tối nay tập mai triển ? ?
607,931,Other,chủ em này không phải người nữa rồi
608,210,Other,này ai chả muốn haiz
609,1300,Disgust,per hình_như bài mày ngh hôm_nay . như cứt mai đừng mở nữa
610,75,Disgust,hóng mãi cuối_cùng bị cho leo cây 
