,free_text,label_id
690,Yêu nhau bao_lâu thì cưới : ) ) ) ),0
691,Hơi khó nghe nhưng rất thuyết_phục : ( ( (,0
692,Thiết_nghĩ v kiểu mặc quần nvay a khỏi cần mặc quần trong mà cái quần nó vẫn dính lại mới hay,0
693,Vo_Tuan_Anh đéo hiểu kiểu gì,1
694,From_Sóc_Trăng with love ❤️❤️,0
695,Thế_mà kêu k nhận qc lương sương sương 7-8 triệu = ) ),0
696,cho cho cho cho cho,0
697,Idol đây rồi ,0
698,@ Dad ‘ S,0
699,Bcuoi quả cment hàu sống vắt chanh = ) ),0
700,Cảm_thấy nhục,0
701,Rãnh quá không biết làm gì ,0
702,"Ông Trần_Dần nói rất chuẩn .... ! Là người Việt_Nam  thì phải yêu_thương nhau , lo cho đất_nước giàu_mạnh để sánh_vai với Singapore  ... Bầu ơi thương lấy bí cùng tuy_rằng khác giống nhưng chung một giàn ... ! ! Cháu rất đồng_cảm với BÁC",0
703,Nhựt_Vinh,0
704,Con sam thường đi một đôi còn so đi một_mình,0
705,thằng này nó chơi với tiến bịp hay sao mà nó lại k xanh chín thế ông nhỉ : ) ),2
706,"1000 năm đô_hộ giặc Tàu , 100 năm đô_hộ giặc Tây , 20 năm nội_chiến từng ngày . Đất_nước tôi ",0
707,Tùng sói đâu mách mẹ trang cho bố độ ôm gái kìa : >,0
708,Nguyễn_Hân m sl qía,0
709,Thôi tao sin mày Tiệp ạ sủa ít thôi ko nhà_nước cho mày cách_ly o chỗ châu Việt cường đấy .,2
710,éo cần nhé ! cứ đè bọn dân ra là có tiền : ) ),1
711,May quá idol của tao vẫn chưa dương_tính,0
712,Cây atm lúc này,0
713,Cái nhập code này từ hqua hôm_kia r nha,0
714,tr ơi nhìn thầy giống con póng quá à .,2
715,Cị nói thực_tế mà hiii cị có sống_mũi đẹp quá,0
716,Bọn chống cộng đã già còn sợ chết,2
717,Đào_Thị_Thu_Hà ok ?,0
718,Nhìn cái mặt đã thấy biến_thái rồi,2
719,Cho em hoi sua mui bao nhieu tien,0
720,Nát từ trên xuống . Hỏi ai ra cái quyết_định không được trinh_sát đó ?,1
721,Idol con đỉnh vl,0
722,CaoNgọc_Yến chết chung,0
723,Nghe rất hư trúc nhưng lại là mộ Dung phục,0
724,Nhà_nước cấm đốt pháo nha ... haha ...,0
725,Còn gì nữa ko bú ,0
726,Tronh suy_nghĩ được thế ... nhưng_mà phải lớnnn lên : ) ) ),0
727,Hóng nào,0
728,Năm_kia luôn nhé,0
729,fighting !,0
730,Vài năm nữa đi ỉa chúng_nó cũng bắt xin phép,1
731,Muốn xây tiếp nộp phạt 40% giá_trị công_trình : ) ) ) vl,0
732,Á_à chất đấy,0
733,Vc,1
734,Vì họ là người VN nhé,0
735,"Đi chăn bò cần cái roi thật to bò ko đi ta lấy cái roi t chọc đít bò , bò đứng dậy đi luôn ; ) ) ) ) ) ) ) ) )",0
736,Những người ý_thức kém thì nên có biện_pháp trừng_trị thích_đáng . Trong khi bao_nhiêu người trông_chờ từng ngày mong đất_nước bình_yên thì những người này lại ích_kỷ muốn làm_loạn cả lên . Bức_xúc vô_cùng,0
737,"ô_hay , Nhật là thánh chắc mà đi lấy_làm tiêu_chuẩn so với Việt_Nam ? ? ?",0
738,Lâm_Đình_Khoa_Được anh nhá,0
739,Vũ_Thị_Ngọc_Tâm mình đi trước thời_đại ,0
740,Nguyễn_Bình thì ST là chủ_tịch công_ty thật = ) ) ),0
741,Mot tup leu tranh hai trai tim vang : ) ) ),0
742,Đừng cho ai ra zô nuoc ngoài nua . Mấy a chi nào bị thi làm on có ý_thức đi o nhà đung ra ngoài mà hại đồng_bào .. lúc chủi dân_trí thấp lại tu ái,0
743,Bây_giờ là gần 11 h ! 40 + 40 = 80 phút thì sẽ là 11h80 : ) ) ),0
744,máy_ảnh đúng rõ nét : v,0
745,"Toàn bọn đầu trộm , đuôi cướp !",2
746,Nguyễn_Đạt chưa dm,0
747,gáy lên,0
748,Thấy tiên_tri Trần_Dần khoẻ_mạnh là vui rồi  Nhà tiên_tri nói_chuyện làm ng nghe phấn_khởi hơn !,0
749,Lôi huyền_thoại ra so_sánh với con gà : v,0
750,Trông thầy giống bê đê vcl : ) ) ),2
751,Vl anh tôi cà_khịa căng thế,1
752,thế_mà 16+ 1 = 32 rồi đấy,0
753,?,0
754,Bản_nhạc gì ae ?,0
755,4 x 4 = 8 : ) ),0
756,ý_thức của chị Nhung còn thua điểm lí của em,2
757,Nước bạn là đồng_minh ... Đừng có mà chửi nước bạn như vại chơ bạn làm sai để bạn sửa lại,0
758,Có cánh hoa thì phải có cành hoa chứ nhà ... ! ,0
759,Bố lạy mày . Những bài hồng_nhan_bạc_phận sóng_gió ko hay ah . Nên nhớ lúc sơn tùng ra bài hãy trao cho anh cùng với thời_điểm sóng_gió ra hỏi những người có gia_đình thích bài gì nhất người chọn bài sóng_gió nghe chứ ko bao_giờ nghe bài sơn tùng .,0
760,Nói thật chứ đã là con_người thì phải như_vậy ... ý_thức là trên_hết vì cộng_đồng ❤️,0
761,Tốt nhất là không nên ăn luôn cho khỏi nhằm lẫn,0
762,chẳng ra gì ?,1
763,Lê_Trung_Hiếu chả thế_thì sao nữa,0
764,Vô chào cái ngủ đê,0
765,Hoa_Pham khi nào gặp cướp nhớ làm theo chỉ_dẫn trên này nhe mày . Đụng khơi_khơi vô nó là ủ tờ như_chơi đó ku : D,0
766,Nhà sx của iPhone ăn táo trên chỗ tộc_trưởng ak,0
767,Nam_mô : ) ) ),0
768,Minh_Ngô hoa đâu đẹp dữ à 藍藍,0
769,Ba gà dẫn gái về phong stream : ( ( (,0
770,Bê_L chạy quanh nhà : ) ),0
771,Luke_Nguyễn_88 bảng mặt nó ko bằng lông lồn của ngtrinh nữa kk,2
772,Cho thằng Ad : chó vẫn sủa và đoàn người vẫn đi ( chắc là ẳng thôi chưa biết sủa đâu ),2
773,Đặng_Công_Vinh loại mày có cặc tiền mà mua loại xin,2
774,khôn như ma : ),0
775,ko biết Cám chăm_chỉ đổi chưa chứ bên này theo kịp rồi đó,0
776,con này hết thuốt chửa rồi .,2
777,tất_cả đều do dân vì dân tại dân ... hiểu vậy đi !,0
778,"Phim phản_ánh thực_trạng khai_thác khoáng_sản bừa_bãi , ảnh_hưởng hệ_sinh_thái mà loài_người đã gây ra . Emily từng nói rằng : ” Biển_cả đang đòi lại mọi thứ từ chúng_ta ” . Vì_vậy hậu_quả là do con_người phải gánh_chịu .",0
779,"ơn đảng , ơn bác quá",0
780,Cùng một lỗ đẻ ra và ngu như nhậu,2
781,Take it slow,0
782,Nặc_Na t cũng ko bt nữa,0
783,a hihi lũ chó lợn thích thủ_dâm ở đây nhỉ,2
784,Tộc_trưởng chào e cái : 3,0
785,Coi đi coi lại vẫn mắc_cười  Chữi hay lắm,0
786,"Sợ dịch thì ngồi online vô nhóm này tham_khảo làm_đẹp này , sợ gì corona",0
787,Em xin_lỗi chị ba vàng_ngọc em ghi sai chū chị thành chū cho em xin_lỗi,0
788,Nguyễn_Minh_Thu có_lẽ vẫn strees : ) ) ),0
789,Bao_Binh lương tôi từ 1tr6 lên 3-6-8-12 giờ lên 22 đây . Trong 6 năm cố_gắng đó trời . Có ý_chí xíu nào ...,0
790,Trần_Huy cái lồn ,1
791,Lạy ông . Môi thằng Tùng lớn lên chắc cũng như ông = ) ) ),0
792,Như lol thầy ơi,2
793,"Tên Trần dần này biết cái cứt gì đâu mà tôn_vinh tiên_tri Vũ_trụ , thật là một lũ nhảm",2
794,mong là con_số chỉ dừng ở đó thôi,0
795,Hà_Chang . ,0
796,Hát hay quá các anh ơi,0
797,Quảng_cáo đéo lệch đi đâu đc,0
798,Giáng_sinh an_lành 藍藍藍,0
799,"Mục_đích của Bolsa_TV khi phỏng_vấn Trần_Dần là gì ? Lập_trường của người phỏng_vấn khi phỏng_vấn ông Dần là gì ? Khi phỏng_vấn người khác ít_nhất cũng mang một tư_thái tôn_trọng khách_khí với đối_tượng được phỏng_vấn . Đằng này ngoài_mặt nói lời nhẹ_nhàng khách_sáo nhưng sâu bên trong lại là mỉa_mai trào_phúng , thậm_chí đôi_khi cắt lời ngưòi ta , tỏ ra thiếu tôn_trọng . Nếu không có nhẫn_nại để nghe ngưòi ta nói thì đừng làm cuộc phỏng_vấn đó . Xem mấy clip kiểu này của Bolsa , thấy tội_nghiệp cho ông Dần già_cả , tiếp_nhận phỏng_vấn mà_còn bị ông đầu trọc xoay vòng_vòng như con_rối .",2
800,Tức vl,1
801,Giàu thì ở nước_ngoài mà chữa bệnh đi cứ cái gì cũng lôi về VN : ) ) ),0
802,Đó là 1 câu_chuyện bùn ) ),0
803,Ra đường đội cái mũ vào,0
804,Nguyễn_Hoàng_Sâm lồnnn Sâm,0
805,có Tú lo mà,0
806,"súng bắn ko trúng , dao chặt ko đứt Hahaha , tất_nhiên tôi bái ông cọp ",0
807,Huyền_Phạm bố lạy m,0
808,Đạp nó về khựa,0
809,chất phát,0
810,Ba sạo lồn thì có,2
811,Em về đây : ) ) ),0
812,Võ_Minh_Hiếu rep ib bạn,0
813,"E trai của cô đang ở đài_loan , chị kia bán quần_áo , e trai cô thì chốt đơn cho chị kia nha mọi người ...",0
814,Cho xin Facebook của bả đi mọi người ơi,0
815,Hải_Ơi_Hải_Toang rồi anh ơi ,0
816,lÂu_lâu đc vắn mà gáy khét quá ông giáo ơi,0
817,Nói v là mất quan Điểm quá nha : v,0
818,Phạm_Như_Ngọc haaaaaa,0
819,Con của cô kim ák ,0
820,Ở một diễn_biến khác !,0
821,Quả này chơi lớn,0
822,Má nghiệp ghê,0
823,1.531 nghìn tỷ đôla sai nhé bóc phốt,0
824,Seria_A cũng bị hoãn,0
825,Pr vc tộc_trưởng ạ,1
826,k rãnh loz làm gì lên xem abe,1
827,Như Hằng_NguyễnThảo_Nguyên k có triệu_chứng ho khó thở vẫn bị nhiễm kìa,0
828,Phạm_Văn_Lộc đúng là_giang_hồ,0
829,dịch_bệnh có nhau : ) ),0
830,yêu thế chi oi,0
831,Ủa thân nhau lắm mà ... 2thang này 1 phe,0
832,Lê_Thị_Trang dm đắt,1
833,Ten years ! Really : ) ) ),0
834,sao mọi người không ai đuổi tụi nó đi ?,0
835,"đéo liên_quan , hôm_qua valentine dẫn con bạn mới quen đi vô resort",0
836,Nứng,1
837,Câu truyện nghe cũng rùng_rợn phết mà sáng_tác thành bài nhạc vui vđ.giờ mới biết,0
838,Ok nha thầy,0
839,Chán !,0
840,ít_nhiều cũng phải như tq tuy tôi đéo ưa TQ nhưng nó lại dám làm_việc đó là chống tham_nhũng và hiện_tại rất là hiệu quá.kể cả cấp trên chỉ sau mỗi tập_cận_bình vẫn bị bắt giam vì tham_nhũng .,0
841,Cực_kì thuyết_phục ! ,0
842,Ngọc_Yến gì đấy,0
843,"Dịch_bệnh sao mấy người cứ thích đi du_hí , làm tâm điểm của ánh nhìn vậy ! !",0
844,Nguyễn_Long con_bệnh,2
845,"Chế mình Hiếu nói_chuyện duyên wá đi ! Hiếu giàu wá , chứ Hiếu vừa vừa là mình tự trau thân cho Hiếu rồi .. mình là đờn ông nha Hiếu ơi",0
846,Chi ba vui ve chuc chi phe đep,0
847,Ai đây không phải thầy của tui : ) ),0
848,Chúc cô à lộn thầy Ba 20/10 vui_vẻ : v,0
849,OK luon Minh_Tuan oi .,0
850,"Kệ mẹ mấy thằng bị nhồi_sọ chửi ad , càng đông càng khai_sáng đuoc , tạo cơ_duyên đến với dân_chủ , văn_minh , ..",2
851,Bích đú ...,1
852,Chào_mừng bạn đến với chuyên_mục : Cười cùng Mixi ,0
853,Tưởng được quẩy như bên nước họ chứ : ' (,2
854,"dạ . a chắc kiếm đường khác về quá ^ ^ , đi ngang Tân_Sơn Nhất cũng hơi nguy",0
855,Thời_gian là thứ vô_cùng tàn_nhẫn,0
856,che oi che noi hai ma cuoi van xinh iu che wa di ha .,0
857,"Mấy cái thằng này . Chốt chặn làm đéo gì ? ? ? Cứ để nó chạy cho ầm_ầm , đua xe , tông chết ng các kiểu đi chứ . Chốt làm gì ? Mang_tiếng .",2
858,Trong khi cả nước đang cố_gắng chiến_đấu với bệnh_dịch thì 1 số ng vẫn ko chịu hiểu tầm quan_trọng của sự_việc .,0
859,Chị chạy xe_hơi chưa chắc đã giàu hơn những người đang chạy xe_máy ... nhưng chắc 1 điều lạ chị sự dụng phương_tiện xe_hơi xe góp_phần làm ô_nhiễm môi_trường nhiều hơn xe_máy làm ùng tắt giao_thông hơn xe_máy ...,0
860,Tạm_biệt : ) ),0
861,Huỳnh_Việt_Trung ỉa xong là xanh sạch_đẹp nha kk,0
862,Huyền_Thanh_Nguyễn = ) ),0
863,Đinh_ThắngThắng đây à : ) ) ),0
864,dễ thươngggg quá cô yêu ơiiiiiii ❤️殺殺殺,0
865,"Đẹp_trai , tài_năng , tư_duy đỉnh_cao , kĩ_năng cá_nhân tốt , tư_chất lãnh_đạo là những gì mà Levi có chứ kh phải như_ai kia = ) ) )",0
866,Sau khi cô chết cô có hưởng được hết những thứ cô đang có không ? Có đem theo được ko ? Tay_trắng vẫn hoàn tay_trắng cả khi sinh và khi chết . Địa_ngục và thiên_đường là do chúng_sinh tự chọn lối vào . Quyết_định tuỳ mỗi người,0
867,"Cường_Nguyễn_chuẩn , nghe k để lại ấn_tượng gì : ) ) )",0
868,Nguyễn_Tuấn fl= gửi vd nha ,0
869,Nam_Bắc_Giang m đang đi cách_li ở đâu rodoi,0
870,sao bảo người nhật sống rất khoa_học,0
871,Thà bây_giờ câm mẹ cho_rồi . Càng nói càng lộ cái ngu bị dân chửi thêm chứ làm được gì,1
872,cho em cái fan cứng nào,0
873,"Các bác nói vậy là "" gây tổn_hại cho đất_nước "" .... : v",0
874,tóc làm như bị hỏng . Sóng gãy lung_tung bu xù và hơi xệ .,0
875,BA NÀNG TIÊN CHỊ EM DUYÊN DÁNG NÈ VIỆT NAM TA NÀ DỄ THƯƠNG QUÁ HÀ,0
876,E nói đùa đấy,0
877,Hết bia corona rồi đến bia Hà_Nội giờ lại bia Trúc_Bạch,0
878,Cứ theo nguyên_tắc suy_đoán vô_tội thì từ nhân_chứng đến vật_chứng đều tào_lao rành_rành như_vậy mà_còn giam_giữ gì nữa !,0
879,PhoBolsaTV helo đồng_chí Trần dần,0
880,Doinb thật vinh_dự khi được thầy gánh,0
881,Luật_pháp vn thật hài,2
882,Các idol thật là thông_minh,0
883,"Thương thầy , thầy sela",0
884,Tin tôi đi : ) ) nghe 1 lần k hay đâu nhưng nghe nhiều lần thì khác đấy= ) ),0
885,"Phim ca_ngợi Đảng , ca_ngợi TQ .",0
886,nghe yêu_đời quá,0
887,Ước mình nghỉ nhưng điểm vẫn như thường : ( (,0
888,Chi ba bi ngao đa ha chi 3,2
889,tử hignh,0
890,Người nhật mà_còn có_thể loại ko não này thì bảo sao VN lại ko .. chán dell muốn nói,2
891,Xin video đi bạn : v,0
892,đừng buồn anh tôi : ) ),0
893,đàn_ông gương_mẫu 3 : ) iu vk thương con thế_là cùng,0
894,Phước_Hữu thì ra là Phước đú trend,0
895,"Ham sơn móng_giò móng tay , mê quá cô ơi",0
896,Định_mệnh ,0
897,Cạo râu đi chị ba,0
898,"GD Việt_Nam cải_cách , thay_đổi phương_pháp vẫn ì_ạch vẫn còn nhiều hạn_chế , vẫn bệnh thành_tích , vẫn chạy điểm , quy_trình , SGK , Phương_pháp đào_tạo và giảng_dạy còn bất_cập lý_thuyết suông còn thực_hành lại không áp_dụng được bao_nhiêu , chỉ học những",0
899,Mua giày mang vào mùa này là thích_hợp luôn,0
900,Bảo_Tín a chụp ảnh chó con đi,0
901,Đỗ_Thu_Trang bịp à : ) ) ),0
902,Nếu nó chở về nhà thì tốt nhưng có đéo ai đi về đến nhà qua chốt là cũng phóng ầm_ầm : - < còn mấy bố bảo đóng tiền thuế này_nọ thế đm ng ta đi làm k đóng à mà đóng đc bn tiền thuế mà mở mồm ra thuế liên_tục thế nghe ngứa háng vxl,2
903,Tượng ổng chết dịch rồi 藍,0
904,do bụi thôi,0
905,bac gửi em xun video này với,0
906,Ở mỹ mà nhìn như ăn mài nhìn ghê quá,1
907,Cứ để tú lo,0
908,Tất_nhiên là tất_nhiên tất_nhiên Trần_Dần = ) ),0
909,"bố nó làm to , mẹ nó làm bự",1
910,Chủ hàng nghìn hecta team up tôm_hùm cực mạnh : ) ) ),0
911,trên đời này người tài_ba lỗi_lạc nhiều lắm.nhưng ko bao_giờ bằng 1ngừời gặp thời đâu bạn ạ,0
912,1 chế_độ minh_bạch tất_cả = nhân_dân hạnh_phúc,0
913,Chúc kênh_Panda mau đc 1M sub nha thầy,0
914,Voliber nữa,0
915,có thằng chê ông_già mình sống cá_nhân kìa = ) ),0
916,hixx,0
917,đừng để thành hàn_quốc . iran . italy mệt lắm,0
918,Mới xem nhìn thấy cưng qa chị,0
919,Có mấy người bạn bảo ny của bả hiện_giờ tán bả 3 4 năm rồi mới đổ . Gặp mình thì đcm bố tán con khác : v,0
920,Tùng học từ mẹ anh ạ,0
921,Nghe bảo người Nhật ý_thức lắm mà,0
922,Nhieu khi ho k biet ho benh thi sao,0
923,1 tỷ_như cái vải chùi lol ,1
924,Anh nói bậy có bị khoá môi bao h chưa : ) ) ) ),0
925,đc vai l a,0
926,Hưng_Thấy sao nhờ,0
927," dân nam kỳ nói_chuyện là cưng hà , chửi cũng cưng",0
928,Không có cái quần mở tia bên ngoài thì auto đẹp rồi ,0
929,Sam lon la nhieu,1
930,Ma ba vang ngoc con kho lam ma ba oi,0
931,Ăn_mặc như cái đ.buoi,1
932,Võ_Thị_Quỳnh nhuộm cho bằng bạn bằng bè . Hahhha,0
933,"có liên_quan chứ thằng ngu , đóng thuế môi_trường cao mà khí_hậu vẫn ô_nhiễm , do chính_quyền quản_lý xử_phạt yếu_kém nên bọn xã thải mới lộng_hành , tiền thuế thì nó ăn hết , k phục_vụ bảo_vệ môi trg",2
934,Các bác cứ xung máu . Vị_thế nc bé nó cũng khổ lắm chứ bộ . Các bác có biết chỉ 30 phút là Hà_Nội giống cái sa_mạc ko mà đòi đánh,0
935,Đẹp_trai : v,0
936,Ảnh từ năm truocs,0
937,Phận sp phải nhường mạng cho ad,0
938,đến cái tuổi đấy mấy_ai ko bụng to ? = ) ),0
939,Rình mồi,0
940,Cố lên nhất_định phải thắng,0
941,Nhìn quả sena giật_mình vcl,0
942,Có nên tag crush vào đâyy để tỏ_tình khôngg ? ? ?,0
943,"Trời ăn_nói vậy_mà giàu thì đâu có giá_trị , bà ơi giàu_có bị già chết ko ? Ngã mạng thấy sợ quá .",2
944,Nguyễn_Đức_Thắng khiếp đọc cái cmt mà cười rớt nc mắt,0
945,Đúng mệt : v mà em cũng mệt với bọn sống nhanh chậm vãi cả lồn = ) ) ),1
946,thích mấy bạn xưa cmt vui bh thuyết_phục cc,1
947,Nhựt_Minh xoá đi quơi ,2
948,"@ Nguyễn_Tất_Linh hahahah , mới biết b ơi",0
949,,0
950,"Yêu_Bác , yêu Nước , yêu Đảng ... yêu cả hội con dân Đông Lào♡♡♡♡",0
951,Sói said : Đấy mới là ông_già nhà tui chứ = ) ),0
952,thoi xong,0
953,cay thật anh ạ : (,0
954,Nay toyy sẽ dắt ông_già mình về quê chơi các bạn ạ Tùng said,0
955,Nó lại hợp_lí quá,0
956,Đau cả ruột vì suýt_nữa được tặng miếng đất rồi : ) ),0
957,Méo biết hát cái h,1
958,Nghe cỏ vẻ rất thuyết phục= ) ),0
959,"Như robot đang nói zậy , mặt đơ như tượng . Lạm_dụng pttm quá_đà",0
960,Cố mỉm cười nhưng lòng chẳng được vui : ) ) ),0
961,Trần_Minh_Nhân vetv xoá rồi lộ hàng nóng kk,0
962,co ba chửi hay quá,0
963,Phạm_Hạnh đm 2 năm r vẫn bị đào lên : ) ) ),0
964,Thằng Rách nhiều anti nhờ mấy con đóm sâu_bọ đó . Đọc cmt bcuoi vl . Chúng_mày thấy hay thì chúng_mày bảo hay . Bọn t thấy k hay thì bảo k hay . Cãi đéo đc lại bảo nta bán ol nên tạo phốt . Đéo hiểu,2
965,Nguyễn_Mạnh_Hùng thật_ra thì nghe 1 lần chưa cảm_nhận được nghe đi nghe lại sẽ thấy hay,0
966,Tae_Yul_nghiệp : ) ) ),0
967,Xem thầy từ lúc 10k sub,0
968,Vào mà đọc : 3,0
969,mấy sinh_viên ăn_chơi cẩn_thận ... uỵch nhau coi_chừng sập nhà đấy !,0
970,Phương_Mai hoy a chơi trc đi,0
971,Chị giàu chị nói Cc gì chả đúng ..,2
972,Kkk mấy ông củng ham rẻ tui k xài thôi chứ xài zô siu thị mua cho chắc cú,0
973,Mày chả có tý văn_hoá máu loz j,2
974,"Xem xong phí cả time , chả thấy giải_trí đâu cận thêm mấy độ  Nhung_Đinh nhỉ",0
975,Coi lần thứ 5 藍藍藍,0
976,Anna_Nguyễn_nhạc với giọng chả ăn_nhập gì lun,0
977,Đoàn_Duy_Diện hịn anh ơii : ) ),0
978,chuẩn giá án rồi,0
979,"hiện_tại mình đang có nhu_cầu tuyển ny , các bạn nữ nhanh tay rep cmt này và ib trực_tiếp cho mình để thử cơ_hội may_mắn .",0
980,Hyn_Du các anh sẽ tăng thu_nhập rồi !,0
981,Hợp_lý anh ưi : ' ),0
982,Các ae phải_biết là phần_lớn công_việc văn_phòng của apple đều có_thể làm ở nhà : ) nói là nghỉ lên công_ti thôi nhưng vẫn làm BT nhé : ) ) công tỉ công_nghệ mà_lại : ) ) còn sản_phẩm thì các nhà_phân_phối vẫn bán bình_thường : ),0
983,Hóng B52 debut cùng J97,0
984,nói bé bé thôi k chúng_nó bảo phản_động bây_giờ,0
985,Ảnh thì đm vô_lý mà cáp lại thuyết_phục vl anh ưiiii,0
986,Dì vs ad là vợ_chồng hở,0
987,Do em ko biết chơi em cần bán ! !,0
988,Đôi môi này làm_sao đủ trình thơm vào má Trang : ) ),0
989,Cuoiis cùng ko ra cái méo gì vợ táng cho sml,1
990,Sao căn vậy,0
991,Nguyên_Hưng guể = ) ) ) ),0
992,"hí ae , nay kỉ_niệm 5 năm ngày cưới , xin phép ae cho tôi off 1 hôm để đưa vợ_con đi chơi : )",0
993,"@ Chiến trần Vì chúng ăn phá . Chúng làm xấu mặt_nước nhà nên gần 50 năm mà nay phải ngồi chụm củi , đốt lò .",0
994,Đm chúng_nó chứ,2
995,Móc lên ngửi đấy mà . Dơ vcl 藍藍,1
996,Gởi thầy ba,0
997,Cô dễ_thương qué ! ! !,0
998,Oppai_Tokonome free hết từ a đến z luôn mà,0
999,Nguyễn_Hiếu hàng 1 1 với fake là 1 chứ khác_biệt lz gì đâu = ) ) ),1
1000,"Ai trang_điểm chị đẹp vậy , sống mủi lệt trái chúc nhe chị.với mình đang sang_trọng lên live đừng lộ vẻ nhà_quê , vuốt tay_áo hoài nhìn quê_mùa quá",0
1001,Tuần sau c off fan cần_thơ c có tặng fan 5 chỉ vàng hong ta : ) ),0
1002,tức tui á ,0
1003,Chào đồng_chí ,0
1004,Hàn_quốc không có dãy trường_sơn và các láng_giềng chết_tiệt đó là một may_mắn cho nam hàn ! Nếu không thì nam hàn đã bị bắc hàn thôn_tính và cùng trở_thành cộng_hoà_xã_hội_chủ_nghĩa trung hoa !,1
1005,Hợp_lí ! ! ,0
1006,Gamoto,0
1007,Nỗ_lực như nào thì chị không nói ,0
1008,chán các e của a,0
1009,Con đĩ này từng bị cộng_đồng hù đánh khóc_lóc vang xin giờ qua chuyện rồi thấy mạnh_miệng lại ha,2
1010,Mua dép mixi ib vào đâu nhỉ : v,0
1011,"Mấy tụi DLV hay nói đu càng này_nọ . Nảo chúng bị nhồi nên úng rồi . Thật_ra đu càng đâu dể . Đu càng tốn cả triệu đô . Chỉ có ở tụi quan lớn tham nhủng . Chứ bò đỏ ấu trỉ umê bưng bô lương ba đồng làm gì có cửa đu , chỉ biết làm chốt thí .. ha_ha",2
1012,Công_cụ khủng_bố và đàn_áp của trung cộng đã đến lúc thành thú_dữ . Đó là hiện_tượng thế thời Tập & Trung_Cộng đã đến thời khủng_hoảng_chính_trị .,2
1013,4:50,0
1014,Coi phim hậu_cung nhiều quá sản luôn藍藍藍藍藍藍,0
1015,Thằng Hùng đụ bà Tư_Nha nín thở,1
1016,Tao gõ chớt mẹ mày chứ ở đó mà múa . Abe said : ) ),2
1017,Đi tìm nó đánh chết mẹ nó luôn chị,1
1018,"Đó là sự_thật á , Yoongi khiến army bấn_loạn lắm luônnnnn",0
1019,Cô giỏi quá cô ơi . Con mê cô quá,0
1020,HAi con ăn_hại nhưng lại là quái thú nên ...,0
1021,Bạn đó đang nói_móc con_cháu thằng hồ nói miền Nam VN lúc trc đó sao có nhiều người ngây_thơ ghê .,2
1022,from_panda with love ❤ abe,0
1023,Mẹ ơi . 1 tỷ_như dẻ lau ... của chị . Từ bé tới giờ 100 triệu còn chưa cầm đc huống_gì 1 tỷ . Người làm dư của kẻ làm chẳng ra  khi nào mới đc như chị,0
1024,Nghe rất honda nhưng lại yamaha,0
1025,sắp tuyệt_chủng rồi .,1
1026,Hoai_Tam_Truong sời : ) ),0
1027,Nghe_nói nv đc tốp xin một lần,0
1028,Long_Nguyễn_chúng_nó mở mồm ra là miền này miền kia nhưng thật_ra cũng bẩn bỏ_mẹ ra .,2
1029,"Hết bê đồ , đóng đồ để ship , xong lên ngồi câu donate cho ông_già , giờ ông_già đi thái còn phải stream cast ao làng cuối tuần luôn , nhà này việc đéo gì cũng đến tay tao ! ! : Tùng Sói said",0
1030,"Meta mới , susan đi bot = ) ) )",0
1031,Lâu_lâu phải đổi màu nhạc tí chứ,0
1032,Xin video bro,0
1033,Vừa sạc đt vừa chơi coi_chừng nó nổ nha nha藍藍藍,0
1034,"Chỉ có tại việt_nam , không có đất_nước nào nổi_trội bằng vn",0
1035,cái đệch nó nhét tiền cho lòi họng rồi,1
1036,"Chắc bả tưởng nó đâu xa nên đi du_lịch , ai dè giờ nó nằm trong ng : ) ) )",0
1037,Hi ! Chào các bạn,0
1038,Thằng trọc Mác - Lê_- Mao . Núp_bóng nhà Chùa chứ tu gì ... nó viết bằng chữ Tàu hoặc của Buồi_Hiền thì không ai nói . Đây chính chữ Quốc_ngữ nó đã học và nói nơi cửa_miệng .,2
1039,Xin vid bn ơi,0
1040,Thấm,0
1041,T. Hải sợ vll,0
1042,"Đời chúng_ta không trả được , thì con_cháu chúng_ta trả ... Lo làm gì ?",0
1043,Bảo_Hà bạn nói ai không biết hay do bạn là fan nên mới như_vậy nhạc và lời nó lệch hoàn_toàn ai là người không biết gì hả bạn,0
1044,"Con , này , ăn , cuc , cả , thoi , giới",2
1045,Cuộc_chơi đi hơi xa,0
1046,trùng hợp,0
1047,Chao chi 3 chan that,0
1048,Như 1 con bò động_đực clm = ) ) ),1
1049,Đéo làm even nho_nhỏ giải nghiệp đi abe : ) ),0
1050,Cực_kì thuyết_phục ~ ~,0
1051,Việt_Ấn_Châu_Trọng Nhân_Em_Hoài_Võ,0
1052,MÁY CON ĐIÊN NẦY SAO KHÔNG AI NHỐT LẠI ĐỂ LOẠN HẾT,2
1053,Abe dính lời nguyền à ? ?,0
1054,Nguyễn_Thị_Yến_Nhi thật có nhiều người cmt lạ vl = ) ) ),0
1055,làm ng ko muốn muốn lm thứ gì đó ,0
1056,Nc ngoai trc khj toi diem camera ban toc do tam 500 met co bjen bao nhe,0
1057,Dza,0
1058,Hoang_Doanh_Ptg_Xây Dựng_Nhà_Vàng mai mình bận nhé : ) ),0
1059,Học_sinh chuyên toán ở Bản đấy : ) ) ),0
1060,Ta nói rồi . Vna không nghe thì thôi Nam_Văn_Trần,0
1061,Sống_chết có số = ) ),0
1062,Vũ_Ngọc_Bích_Thuận ? ? Chắc chưa,0
