,free_text,label_id
1046,kiểu như này này : ) ) ),0
1047,Sẽ bị quạ bắt diều_hâu tha 藍,0
1048,Đinh_Phướcu,0
1049,có gì để xác_nhận cái này là sự_thật k phải là Giật_Tit câu view ? - _ - từ trk đến h chưa thấy tin nào như này - _ - và đây chỉ là MỘT CÁI ẢNH - _ -,0
1050,Im mẹ mồm,1
1051,Không đeo khẩu_trang là dân play nha : ( ( (,0
1052,"Chia buồn cùng người em ad , bốc_xếp lấy nhưng nhiều khi an_ninh coi máy soi chiếu báo cho bốc sếp lấy",0
1053,dhs = ) ),0
1054,@ ss a bê đê đó má,0
1055,Kkkk...iu nhau là phải có đụ ..,1
1056,nghe bảo kp bị gay,0
1057,Mình cần tìm gấp in4 anh ng iu thất_lạc ạ ! Ai biết thì tag hộ vào vs hiccc,0
1058,đc anh ưiiiii,0
1059,Khẩu nghiệp tụ vành môi v má,0
1060,M làm lại chuỵ em tao hông ,0
1061,Hay quá tùng ơi ! ! ! ! !,0
1062,sale cc,1
1063,Sản_phẩm của 1 nền giáo_dục thối_nát,2
1064,ʚöɞPhong Trần ʚöɞ Đoàn Chính Park_Huyn_Phong_Tấn Đồng_quê ta gọi là gì ,0
1065,Võ_Minh_Hiếu xin video pro,0
1066,Ai đang gặp vấn_đề về mụn ib e chỉ cách hết sạch sau 2 tuần nhé ,0
1067,Thảo_Tròn nhớ đồng_bọn qá cơ 蠟 cố_gắng thôi nào ,0
1068,Cho e hỏi kênh mới của thầy để em vô sud ạ ?,0
1069,Mung qa,0
1070,Tại_sao abe phải trả_lời bạn ? ,0
1071,Vũ_Thị_Huyền bn v b,0
1072,khá lắm,0
1073,Vc,0
1074,Lê_Việt_Hùng_Anh Hoàng việc nhẹ lương cao cho 2 em xa bờ này,0
1075,Tâm_huyết quá !,0
1076,"Ơ , sao biết , tâm_lý vãi đạn",0
1077,Dân Hà_tĩnh công_nhận lắm đệ_tử của Ducangter thật,2
1078,Cô này có quá_cảnh ở sân_bay Inchen_HQ rồi mới qua sân_bay Quatar mà_lại không thành_thật khai_báo : ) 1 tuần trước HQ thành ổ dịch mà cô vẫn không khai_báo : ) Thì ra vô_ý_thức không chừa một độ tuổi nào cả : ) Hi_vọng nhà_nước share thông_tin để né,2
1079,Mà thật sự chị Trần_Đoàn bán hàng trên mạng từ lâu rồi đó .,0
1080,Cho hỏi_nhỏ tý ạ _ Trần_Hồng_Hà làm kinh_tế giỏi như anh Chung không nhỉ ?,0
1081,Toi roi,0
1082,Con Chim_Non thể_loại gì vậy ? ? ?,0
1083,liêm sĩ ji tầm này abe ôi,0
1084,áo khá xịn xò : v,0
1085,Khẩu nghiệp nặng quá .,0
1086,Mệt_mỏi ...,0
1087,"Ý_kiến cá_nhân của mình là nghe không hay bằng những bài trước , lưu_ý , đây là "" ý_kiến cá_nhân """,0
1088,"Nguyễn_Hoàng_Đan_Phương t nhớ là m lẳng , k k tự_nhiên bộc_phát r cười như_điên ",0
1089,Oce a nhõ 藍,0
1090,Hàn_quốc phiên_bản việt à,0
1091,"Một_số lớn người VN phải xếp vào một trong những dân_tộc tàn_độc nhất thế_giới , mục_tiêu là chủ_nghĩa_cá_nhân là trên_hết .",2
1092,Link @ @ = ) ),0
1093,Sống chậm tí các bạn,0
1094,Lê_Quang_Tâm ông ko đc fan cứng là phải r,0
1095,Người ta gọi là đú mà .,1
1096,Sướng như tiên là có thật : 3,0
1097,Nguyễn_Du thì có Truyện_Kiều,0
1098,thử_thách cho ông_già : làm 1 streamer k chửi tục : v,0
1099,Khung này ổn_áp không thầy,0
1100,Cả sư_đoàn anh ưii : v,0
1101,e hông hiệu e hông hiệu .,0
1102,Nghĩ nó chán . 樂,0
1103,Khánh chi đẹp đuối luôn,0
1104,Đây là quảng_cáo thoi,0
1105,nhìu khi mình chẳng còn muốn nói_chuyện với ai = ) ),0
1106,Quả nhạc nghe tội thực_sự ,0
1107,Ông Vũ_Hoàng_Lân troll ông Trần_Dần hoài_hehe,0
1108,Vllll đây là cánh hoa nhé hihi Bé_Châu,0
1109,Cuộc sống đâu pải nỗ lực là đủ,0
1110,Tạ_Thị_Ngọc_Duyên mày cũng v chứ khác đéo đâu xớ,1
1111,Mong thầy đánh tỉnh_táo hơn đừng để nó lừa,0
1112,Nhiều cái nói kh thuyết_phục lắm nhưng lần này độ đã nói khá thuyết_phục đối_với bản_thân tôi : ) ),0
1113,được a oi,0
1114,Nghiep,0
1115,Chia ra cho dễ cai_trị,0
1116,Nó lại uy_tín vl = ) ),0
1117,Chào cứng : v,0
1118,Đỗ_Thành_Trung,0
1119,Ok thầy ơi = ) ) ),0
1120,Rồi ?,0
1121,Aloooo,0
1122,"Lúc trước không biết page nào có share cmt các thứ , ông thầy nói_chuyện ngu vl . Đang tranh_luận thì xoá cmt , xong bảo nó phát_ngôn bừa_bãi , tag người này người khác vào làm_chứng để lập biên_bản . Trong khi mọi người hỏi nó nói gì thì kêu nó nói bậy nên xoá cmt , chưa kịp chụp ảnh . : v",2
1123,Moon chị đẹp ở đó mà vẫn k cưỡng_chế dc sự buồn_ngủ : ) ) phim nó cứ tối tối thế_nào : ) ),0
1124,Nặng vc ,0
1125,Tien_Dang live là ai ? ? ? ? ?,0
1126,Tươi dị hả thầy yêu,0
1127,Lê_Phương trời_ơi toàn vỏ thôi m ơi ,0
1128,Lũ chó chết . Đkm loạn mẹ nó rồi . Xh như lồn,2
1129,Nay chị dẹp quá,0
1130,Ngoc_Anh_Tran mất tết ,0
1131,Nghe thì vô_lí nhưng có_vẻ rất thuyết_phục : v,0
1132,Họ Đoàn tên Đoàn văn VƯơn ở TIên_lãng hải phòng.chứ k pải họ vương,0
1133,Chi có tim đươc linh loc nhơ đanh nhỏ đó dum em 1 cái nhé,0
1134,Còn đây là BAROIBEO,0
1135,Trend này về VN ra đường dơ lên cái lại thâm mắt  các idol bậy quá .,0
1136,Rảnh quá thì đi quét nhà đi không tí mẹ về vả cho .,0
1137,Chua bao_giờ người lại rẽ như bây_giờ ... ! !,1
1138,Khoảng_cách lúc_nào cũng là lí_do nhỉ : ) ),0
1139,Nhìn mặt tộc_trưởng là đang tính_toán gì đó,0
1140,HN Thu_Nguyên hả_dạ,0
1141,Minh_Nguyen đếm lá chơi_bời gì nữa,0
1142,Mu này tởm thật,1
1143,_Diễm hehe,0
1144,Chào thầy ! ! ! Chơi bê đê không thầy : ) ),0
1145,Cô bảo là cô hiền lắm đó nha ~,0
1146,Cố_gắng dành giải nhất để về ăn tết với vợ_con nhé,0
1147,Susan đang giận,0
1148,Nghe mắc_cười ghê ,0
1149,Theo các bạn h xử lý sao đây ?,0
1150,王氏响,0
1151,Cái này reset tiền thưởng ,0
1152,I love you 3000,0
1153,nge luyến sao sao á : ) ),0
1154,2 9:4 0 bắt_đầu chửi bà chửi LGBT,0
1155,Nói thế đụng chạm bác em nha ! Ở xứ đông Lào bác em luôn đi đầu khi có tiệc_tùng đó . Chớ khi ra_quân là bác trốn mẹ trong hang Pác bó . Cải cách ruộng đất là bác có bí_danh CB ( là chó bò ) giết người rồi đổ tội cho người khác .,2
1156,cỡ giáo_án Doãn_Chí_Bình tối_qua ko ba gà : ) ),0
1157,Fan_Việt lúc này :,0
1158,Như cc z thầy ơi : v,2
1159,không có anh bọn em xem sờ trym làm saoooooooo 藍藍藍,0
1160,Cháu cũng làm con cặc j .,1
1161,Bọn gian_tà bán nước cầu vinh .....,0
1162,Tuân_Anh_Trinh thua thua,0
1163,Như Quỳnh rủ boà Trinh cho đủ tay : ) ) ) ) ) ra nhà t ở . K lo chi hết : ) ) ) ),0
1164,Phạm_Tùng_Giang không phải nuôi mỗi tóc mà_còn học hát giống giọng nữa chứ haha,0
1165,Mỹ Duyên bạn tui ơi truyện hồi bạn về,0
1166,Bê đê chúa : ) ),1
1167,"< 3 tự_hào là người VN , tự_hào là cháu ngoan Bác_Hồ : D",0
1168,khựa nhé : ) ) ) ),1
1169,Mày điên à ? ?,2
1170,Kh nghi hau qua ve sao luon ne..chui cho suong mieng di roi hau qua se ap den chi ne ..,2
1171,Lại chuẩn_bị hí,0
1172,Chúc_mừng,0
1173,bên Mina_Macro chuẩn quá top đầu luôn nè,0
1174,Nguyễn_chả_bù chỗ bạn hành xe_máy còn đắt hơn cả ô_tô = ) ) ) ),0
1175,Trịnh_Huế ai tỏ_tình nhận_lời luôn ý đợi cái gì 藍藍藍,0
1176,Bài này nghe bất tai thôi . Dùng comeback vs cảm_ơn đàn Đóm của ổng . Chứ bài này không có tính phổ_biến đủ mọi loại tuổi như 3 hit đầu,0
1177,gáy đê thầy ơi,0
1178,xin_lỗi thầy ,0
1179,Em xin các anh_chị đừng chửi những người đã mất đau_lòng lắm mấy người ơi,0
1180,"Bạn nói đúng đấy ! Người khác chỉ đánh_giá sự thành_công của bạn nhưng họ không chấp_nhận sự nỗ_lực của bạn đâu ! Tiền ai trả muốn , nhưng cuộc_sống này mới phức_tạp , khi họ thấy đồng_tiền nó quá bạc beo",0
1181,Đồng Nhựt_Huy thiết_nghĩ cho vào quan_tài là hợp_lý 藍,0
1182,Phan_Thai đệt t về liền nè,0
1183,Đụng chết 5 thanh_niên có đi tù k ta ?,0
1184,dám hó_hé đéo,1
1185,vé máy_bay giảm mn đi du_lịch Châu_Âu nhiều nhỉ : ) ) ),0
1186,T lạy m,0
1187,Nghe ns chuyến này thầy đánh cko skt,0
1188,ở xứ xở thiên_đường phải z chứ,0
1189,Hahahahahahaaaa,0
1190,Kịp bắt trend biểu tưởng hạnh_phúc : ) ) ),0
1191,Cảnh này có_lẽ A rầy quá hầy ,0
1192,Độ yêu Trang như Khá_Bảnh yêu Vinahouse : ) ) nhể ?,0
1193,Hoàng_Anh Đỗ đây nè,0
1194,Tran_Hoang_Phuong,0
1195,"Thế mới thấy ở dưới thôn_xóm đã "" ăn lai 1.0 rùi "" , càng lên cao thì càng tăng theo cấp_số nhân thế_nào đây từ thôn , phường , chi_hội , hội , quận , tỉnh_thành , trung_ương .... Ôi_thôi nó thối đến fat tởm thật .",2
1196,Các cậu ngủ đi,0
1197,giọng ca hảm chết cdm ng nghê luôn mà share cái j,1
1198,Ghép làm chó nha ae,0
1199,"Cán_bộ tham_nhũng bị bắt tại_trận cho_hay : "" Ai thề nấy chịu , tui ko có thề nhé ! """,2
1200,Sao lớn rồi cũng có tuổi rồi mà sao ăn_nói thiếu văn_hoá quá ,0
1201,Cân thận nó lại keu phản_động : v,1
1202,"giác_ngộ đi , tp HCM nhé , bác giết SG rồi ",2
1203,Minh hiếu idol tui đó mọi người,0
1204,Đồng quan_điểm .,0
1205,Phạm_Xuân_Huy_Bé sa phiên_bản độ tày à : ) ) ),0
1206,Chị ba vàng_ngọc có cây nọc mọc giữa háng chị ba thêm hai trái dâu lủng_lẳng . Bệnh nặng giữ lắm rồi đồ bóng khùng.nói chuyện là biết khùng điên rồi .,2
1207,Khánh_Con ôi đang khen hay mà nhỉ ,0
1208,Ngay bên cạnh còn thấy codon nữa nói gì yêu xaaa ,0
1209,chuẩn vc chị ơi : > > > >,0
1210,Stupid cực mạnh,1
1211,Like vì cùng suy nghi,0
1212,Admin gặp Huyền_Sạc 2 đứa hít khế nhau đi,0
1213,xd ko có giấy_phép mà - _ -,0
1214,Họp thò thụt,0
1215,Tuyến_Tống l,0
1216,Buồn anh tôi : (,0
1217,E chỉ có thế_này thôi,0
1218,mn,0
1219,Đây là thầy_giáo ba . Đẹp_trai Vl . Ý tau là thằng ở phía dưới góc phải đó,0
1220,dân ngu cu đen chết cả thôi,2
1221,Người ta chỉ ra cái sai quá rõ mà,0
1222,Xem ngay hậu_trường cực hiếm của cô Minh_Hiếu : https://www.facebook.com/ComeOut.BuocRaAnhSang,0
1223, EM CÓ BÁN 1 SỐ DÒNG THUỐC_LÁ THƠM ☕,0
1224,Nay e cúp : ) ) ),0
1225,Cô quá_trời đẹp rồi ,0
1226,Chụp hình sao ngủ vậyy mẹ mít = ) ) ),0
1227,"cháu nay học tới lớp mấy rồi , về nhà đi học đi lên đây nói lung_tung gì thế",0
1228,Nhi_Lai mới nghe nói hồi chiều : ) ) ) ) ) ) ),0
1229,"Thằng mc hỏi chu cà mo là gì sao k trả_lời đi , coi ct này mới thấy toàn mời mấy người chuyên chửi k",0
1230,"đây là doanh_nghiệp đề_nghị nhé , chứ chính_quyền chưa đề_nghị đâu",0
1231,cục xúc vl = ) ),0
1232,vừa hôm trc nhận bằng khen Teacher of the Year của Bộ GD  Yêu_Thầy,0
1233,Quá chất abe ơi,0
1234,35:01:00,0
1235,Nguyễn_Vũ trend 2020 của m neh,0
1236,Thương cô Minh_Hiếu ♥️,0
1237,dou ma thầy,2
1238,"Giống mấy thằng fan NTN . Chê thằng NTN làm video thiếu ý_thức xong nó nhảy vào bảo "" có bằng ngta không mà nói "" clm = ) )",2
1239,Hồ_Văn_Kiệt_Duy_Trương,0
1240,Phạm_Hồng_Minh cảnh_sát chính_tả,0
1241,Ui các bẹn ơi tớ được làm fan cứng ròi nek,0
1242,Ní nuận của dlv đây 藍,2
1243,Cc haha,0
1244,Khanh_Pham a thì ra là vậy = ) ) vậy mai phải đi mua ngay lò_sưởi sưởi khắp nhà : ) ) đến cụ con virut cũng k sống đc : ) ) hêhhehe,0
1245,"Quang là ca_sĩ đó bạn , ko thi chương_trình nào hết nhưng hát rất hay nên mọi ng thần_tượng gọi là idol ^ ^",0
1246,Từ bé đến lớn con chưa bao_giờ được chạm vào cái này . Cầu trời  con chỉ cần được chạm vào nó thôi .,0
1247,Chuẩn nha : ) ),0
1248,Thoại_Trần báo_viết thiếu dấu . Chứ không hề sai chính_tả . Chỉ có chủ top mới sai chính tã thôi ạ ,0
1249,mọi chuyện có abe lo hết,0
1250,Moi chui nua ha ? ? ? ? con nay chac tam than kg on chua gi,0
1251,: ( ( ( (,0
1252,Yêu_Grab k các bác,0
1253,xin quả nhạc đầu,0
1254,Sớm hay muộn gì cũng có bạo_lực cm . Quan_trọng có còn sống tới thời đất_nước đổi_thay hay ko thôi .,0
1255,Ca_sĩ k-icm đéo gì  ca_sĩ câm,2
1256,Sy_Nguyen tàu_bay của cái ông đeo kính đen giữa ảnh đó : v,0
1257,Được đó thầy,0
1258,Nieu mấy bà này sống thật thì phải có đạo_đức ! mấy bà này ko có đạo_đức nói_chuyện nghề ko có lót lỗ tai cái đồ quốc_gia chế_độ cũ bị lật_đổ,2
1259,❤️ : Trần_Dần .,0
1260,Đọc mấy dòng cuối tức muốn điên luôn,1
1261,"Cướp đêm là giặc , cướp ngày là quan . 24/7 lúc_nào cũng phải nơm_nớp . Than_ôi cái đất_nước hạnh_phúc",2
1262,cười ị,0
1263,Minh_Thông  có_thể kiêng bú cu chứ ko thể bớt chuyện cười đc,1
1264,"Ồ , tự_nhiên add làm e nhớ mấy ông áo vàng cho lính đánh xe taxi chặn đường để bắt sai làn : ) ) )",2
1265,mọi người qua ủng_hộ anh độ nhé,0
1266,Hoàng,0
1267,Có quá nhiều áp_lực trong cuộc_sống ... mỗi lúc áp_lực hay buồn_phiền nhiều lúc mình củng có suy_nghĩ như_vậy,0
1268,"Cái ảnh_hưởng là ảnh_hưởng đến thần_kinh của mấy thằng não chó suốt ngày mở mồm là đmcs trong khj còn ăn hạt gạo , uống giọt nước do cs làm ra . Ngu như chó vậy",2
1269,Đặng_Quang_Thắng bài này của nam_sinh và 1 bạn nữ 2k1 thì phải,0
1270,tham my dien vay choi co cam giac k chi dep gai,0
1271,Nếu bác về Việt_Nam tôi sẽ rất vui,0
1272,không mặt sịp à thầy : DD,0
1273,Còn đây cũng là MV sắp ra của độ,0
1274,Thanh_Trà Trương ?,0
1275,Nha tiên_tri vu trụ chắc biết ngày nào ông nhiên covid19 và khi nào ông chết không,0
1276,Cứ tưởng cô Minh_Hiếu là phụ_nữ thật không á,0
1277,Nguyễn_Đức_Thắngg hơi lâu hmm,0
1278,"Chị cho hỏi , tên tham mỹ_viện là vậy chị ? ? ? ",0
1279,Tặng anh_em FA nhé,0
1280,Theo ý_kiến cá_nhân riêng mình thấy bài hát này ko có chút ý_nghĩa nghe có_vẻ khá sàm ko hay ý_kiến cá_nhân nhé a hùng bàn_phím né hộ,0
1281,xin video với b,0
1282,"Muốn công_ty phá_sản , nhân_viên thất_nghiệp hay gì mà nghỉ , đã đi lm kiếm tiền chưa mà mạnh_miệng vậy",0
1283,Chuyển sang showbiz r,0
1284,Thế ngày_xưa ông nội thằng ad k mua_dâm mẹ nó . Thì đâu đẻ ra thằng ad như ngày_nay dc : ) ) ) ) ),2
1285,Án_phí bên thua trả mà .,0
1286,Cách phân_biệt thằng ngu ba gà và ba vi thì đúng hơn đó thầy,2
1287,Đẹp_trai tài_năng tư_duy đỉnh cả đỉnh thầy dell có nha các em và thầy rất tỉnh,0
1288,Xuống kim_cương chưa Abe,0
1289,video hay quá,0
1290,ổng nói lập kênh mới chứ không nói xoá kênh cũ,0
1291,"Cái giá của sự trưởng_thành nó lớn lắm , thay vào đó là sự cô_đơn , lo_toan , va những suy_nghĩ muốn thực_hiện ngay và liền nhưng không đc : ( (",0
1292,Đc của ló . 藍藍藍,0
1293,Nguyễn_Ngọc_Trâm_Nhìn bả củng thấy tội mà thui củng kệ,0
1294,Nghe có_vẻ chạy trốn nhưng m k thoát dc đâu con trai to be continued,0
1295,Văn_Đông,0
1296,April ' s Foollllll ,0
1297,Nguyễn_Thành_Nam_Vl tưởng ntn,0
1298,": ) ) ) ) cáp đứt tại cá_mập , gạch vỡ do sinh_viên ",0
1299,Cụ khoẽ lắm chúc_mừng cụ con nghĩ bài quyền này gọi là : Ngọc trãng quyền,0
1300,"Thật_ra thì nó đéo thích là đéo bh thích đâu chỉ là đợi đợi xem có cái kèo mới ngon hơn , thơm hơn không thoi còn không có thì vẫn có 1 thằng ngu cứ ngồi đó đợi mình , qt , lo_lắng dại đéo gì mà nói ra cho nó biết mình là nó không thích mình lỡ mình bỏ đi thì toi , gọi là bỏ thì tiếc mà đéo muốn lấy . Món đấy dai nhai tốn thời_gian lắm tốt nhất vứt mẹ đi kiếm món mới cho lành : ) ) ) ) )",1
1301,dm ông nói_phét à  cái vòng cổ đã quá 2l cụ rồi,1
1302,Chi ba giau dep gai ai noi chi ke ho . Chi giau,0
1303,Ồ nắng qá tụi nó núp đó mà .... ! ! ! ! !,0
1304,Sống nhanh vậy mng,0
1305,"Dcm chông này đến Tăng còn đứt xích , chứ nói gì lốp",0
1306,đúng quy_trình cmnr = ] ],0
1307,Cái gì cứ bay_qua_bay_lại trong video ấy nhờ = ) ),0
1308,Binh thuong thi o dau,0
1309,cungf quan_điểm,0
1310,Hoà_Nguyễn_đam_mê nợ_nần sẽ theo_đuổi e,0
1311,còn t thì chờ đom_đóm éo thấy đâu : ),0
1312,Thanh_xuân như 1 ly trà,0
1313,"Chúc_mừng các đồng_chí đã được vinh_danh , kiếp sai nô vinh_hiển .",0
1314,Hên quá bác chưa ngủm = ) ),0
1315,Sức_khoẻ VN ❤️,0
1316,cac gì bóng của thầy là con chó à ? hay linh thú nằm trong thầy đây,0
1317,Nguyễn_Tường_Hải_Âu chọi tui bà làm trend này từ lúc mới đẻ,0
1318,"Tui đổi hộ_khẩu , phải đổi CMND kèm theo một tờ giấy A4 xác_nhận thay_đổi số CMND . Thiệt là rách_việc ! Vài bữa nữa nó lại đổi qua CCCD tôi lại phải mang thêm 1 tờ A4 nữa là chứng_nhận số CMND là ... kèm theo tờ giấy A4 cũ chứng_nhận số CMND cũ ...",0
1319,Trung đa_cấp,0
1320,Thải cho chết bớt rùi con_cháu lãnh_đạo đi mẽo ở chứ hết người nuôi rồi : v,0
1321,Nó dạy thế_này đây.người e yêu_thương k phải bố cũng chẳng phải mẹ.mà là chú bộ_đội . Ngu mà làm đc tổng_thống mỹ thì ai cũng muốn ngu,2
1322,sống chậm thôi các thánh ,0
1323,nhìn như ghép : ) ),0
1324,vậy nên mới gia_nhập TPP : 3,0
1325,nhìn cứ tưởng anh_em sinh 3,0
1326,Óc ti thờ ry óc ty thờ ry,0
1327,Không ngủ được nữa mới cay : ) ),0
1328,Có nge cau mãi_mãi phồn_vinh đâu,0
1329,"Mùa lũ lại sắp về nữa rồi bà_con ơi miền trung lại lao_đao với bao con_người đang tần_tảo với những khó_khăn , thương lắm miền trung , ghét lắm tổ_quốc lắm cặn_bã ... = "" (",0
1330,6:27 ,0
1331,Iphone lấy cảm_hứng từ Tộc_Trưởng,0
1332,"Chuẩn cmn luôn , nhà bao việc",0
1333,NHÔN LÙNG NGÔN LÙ 郎,0
1334,Chui cho da roi khoc,0
1335,bỏ_tù + phạt tài_chính thật nặng,0
1336,Chac bj dua mat day nao hach nich dang linh_tinh thoi..chu dua nao ma ngu hon ca cho moi sua ra cau nay ...,1
1337,Hài này hay hơn thách_thức danh_hài nhảm của HTV nhiều .. tiec ziên hay va tiec zien hay,0
1338,"Không_thể tha_thứ cho loại mat dạy này ,",1
1339,Tội_nghiệp cô quá đi,0
1340,ổn thầy,0
1341,Vân_Thuỳ xàm vl : ) ),2
1342,Đố anh bắt được e đấy : ) ) ) toangg,0
1343,"Dẹp hết lũ sư quốc_doanh đi , vừa là ổ phá_hoại đạo_pháp vừa là cơ_sở của bọn nằm_vùng và phá nát văn_hoá VN",2
1344,Mấy người được truyền máu sau khi nghe tin ,0
1345,"Ad update tình_hình quá chậm , người ta biết lâu rồi .",0
1346,"Thần_đồng toán_học ,",0
1347,Như thằng trên,0
1348,ship a 10 hộp ra bắc_ninh nào,0
1349,Khoe cho_qua tượng đau qua ra la một con b d co chi một cay dinh ở giữa han,0
1350,"Đề_nghị add cắt ngay chức_vụ fan cứng của mình , và trao cho người xứng_đáng ! Mình chỉ xem chùa thôi bực_mình = ) )",0
1351,Hoàng_Sa,0
1352,xem giọng cười mình lại chán đéo muốn nói 臘,0
1353,Sy_Nguyen flycam,0
1354,Cực_kỳ thuyết_phục !,0
1355,Bảo khoe mới khoe chứ không phải cố_tình đâu nhé ,0
1356,Hương_Thanh cái đáng mất nhất m chưa thấy đâu là tuổi thanh_xuân của m .,0
1357,xem,0
1358,Điểm_danh nào : v,0
1359,ああ、王子様、妹を許してください、彼女は呪われています ... 歌を歌っていたのは私でした ... 彼女は十分に困っています、悪化させないでください。,0
1360,Làm mất thời_gian của anh là sở_thích của em mà : 333,0
1361,Không anh ơi,0
1362,Tran_Thu_Trang phố nhà c nè : ) ),0
1363,"Đánh chết cụ mấy tg nhà_báo đó đi , láo lz , nta đéo cho còn cố vào tự_ý hành_động , dm mấy tg nhà_báo tốt_nghiệp TTGDTX thì có quy_củ đb j , đánh chết mẹ nó đi",2
1364,Tưởng đi diễn hài hải_ngoại nữa chứ . : ) ),0
1365,Khá rộng,0
1366,"Ukm . Ko thèm để_ý b êy , dù_sao mãi nó cũng chỉ đớp phải giềng xả thui b nhể . Hê .",0
1367,kệ tổ nhà chúng_nó chứ mắc_mớ gì thế,1
1368,Con này là bê đê bong lộ xấu gớm ... xấu xúc_phạm ng nhìn ...,2
1369,Nguyễn_Đức_Thắng may có khánh nó mới nổi mấy bài hot,0
1370,Nguyễn_Hữu_Đạt nói câu giống en quá bác ơi : ) ),0
1371,Ai lớp du chu cờ mo cô minh_hiếu,0
1372,ông anh được vl 藍藍藍,0
1373,Được của ló thank thầy,0
1374,♥♥♥♥♥♥♥,0
1375,Chửi vậy rồi ai chửi lại ,0
1376,Hép pi niu yeahhh,0
1377,Hung_Vu khổ_thân bạn chủ thớt : ) ),0
1378,Thua lào vs campuchia rùi.phát triển thụt_lùi cmne,1
1379,Ngèo quá phải ăn bánh_mì : <,0
1380,Tư_Nha và Hùng là câu_chuyện hư_cấu à kkk,0
1381,Lý_do 1 đứa con gái chấp_nhận yêu xa là thằng kia nó giàu vailou . Hết ..... ! ! ! !,1
1382,Anh dag lm j ấy,0
1383,Ai thấy cmt like cho t biết t k bị ẩn cái,0
1384,Đm chúng_mày,2
1385,k phải thầy em đâu,0
1386,H,0
1387,"Tụi dâm_loạn_viên ăn hết đống cá rồi tắm biển hết đi nha , sao mấy vụ này chả thấy thằng DLV nào vào sủa vậy , ẳng nữa đi mấy cưng",2
1388,Cái gì đang xảy ra vậy 蠟蠟,0
1389,Ghét giang v ra,0
1390,oke,0
1391,Như 2 giọt nước,0
1392,Mẹ đang bận đi ỉa lại gọi đi khét quất,1
1393,Không thắng Pháp đuổi Mỹ nhưng rất thanh_bình !,0
1394,Cực_kì thuyết_phục = ) ) ) ),0
1395,Suy_nghĩ của e bgiờ : Có nên vì tiền mà phá_bỏ tất_cả ... ,0
1396,Bài hát cuối thiếu mất cái đờn hello kitty huyền_thoại rồi cô ơiii,0
1397,@ Khánh_Linh,0
1398,mỹ mà thả trúng nơi để bom thì nó x2 luôn ấy chứ còn đòi tặng lại,0
1399,Nhờn à : v,0
1400,Tính ta ông cũng tốt hơn khối người . Về thôi,0
1401,mai ông Hùng_King về bẻ cổ chúng_nó !,2
1402,Muốn trợn trắng ,0
1403,sau_này tao sẽ lấy nhiều vợ để có nhiều lời khuyên .,0
1404,Con chúc cô vs ah châu có nhiều sức_khoẻ nha ❤❤❤,0
1405,"Kể_cả thế , bh báo chính_thống đưa , thứ bộ_trưởng phát_biểu mới tin",0
1406,V bài đom dóm khi nào ra v ạ,0
1407,"Mồ tổ_cha mày . Đăng mà cũng lược bỏ đi chi_tiết : Cty hổ trợ 1thùng number one , bình đựng nước_đá . Nhưng anh này ... tham thêm 1chút là đòi 10 thùng number one . Đừg ngu mà tỏ nguy_hiểm nha ad",2
1408,Yen_Lyn_Hoang_Huyền TrangNgọc_Anh nhớ mãi quả_báo của chú Tùng 藍,0
1409,Thế lúc nta nó cắm nhà vay ngân_hàng để mở bạn có chịu hộ đồng lãi nào ko,0
1410,edit đỉnh thực_sự,0
1411,quen nữa nè cả nhà ơi = ) ) ) Mai_Lê_Thu Nguyễn_Linh Nguyễn_Thị_Thuỳ Linh,0
1412,"14:10 "" thần_quyền môn súng bắn không trúng "" nha mạ ngừ = ) )",0
1413,1tr súp rồi nhớ giữ lời hứa năm_xưa nha thầy,0
1414,Xin vd,0
1415,Thái_Long đm lổ t quả quần cái,0
1416,Thuốc_lào đấyyy ,0
1417,Mặt dầy như đít trâu,1
1418,Đmm.luc trc may bợ lol nó.jo chưi no.do suc vat.bede thay pai roi.nghiep chuong,2
1419,Có ai bị nổi da_gà ko : > >,0
1420,Dương_Thành Nguyên= ) ),0
1421,Thằng cây atm hack chứ ai,2
1422,Được 2 cái,0
1423,Bua nao ve sai gon gap em nha em .,0
1424,Ngoại_hạng anh toang lun,0
1425,- Cùng tham_gia chống covid-19 nha mọi người < 3,0
1426,"quá_tội , oan quá",0
1427,From_Bảo_Yên with love = ) ) ),0
1428,Quỳnh_Nga có bán bút lẻ nha chị,0
1429,Xin tên hoạc link vs,0
1430,chỉ 1 người đứng ra thì làm được gì khi mà tất_cả những kẻ khác chỉ biết đứng đó nhìn xem gió thổi chiều nào ta bay theo chiều đó,1
1431,"núi này do ta mở , cây này do ta trồng , nếu muốn đi qua đây , mau đem tiền cống_nộp : ) )",0
1432,FB chính LinDa : https://www.facebook.com/linda009900,0
1433,Xin fb của bà này,0
1434,Tức nhiêng là tiêng chi_dũ chụ chần dần bình_an tức nhiêng là miễn_nhiễm dới di chùng ...,0
1435,Chắc ai cũng xem từ đầu đến cuối ,0
1436,K những v a còn bao cả team RF nửa . Thiệt là khổ cho MVP nhím mà . Supperstar mà phải ăn mì tôm thế kia,0
1437,Phương_Bim yêu nhờ,0
1438,Chú cuội hút cỏ dưới gốc cây đa : ) ),0
1439,Lo trả nợ đi nhé mấy con,0
1440,Bắt_mối các cô cho QNT đi : ) ) ),0
1441,Sao cho thầy đội cái nón vàng 1 thế kia = ) ),0
