,index,comment,n_star,date_time,label
341,341,"mới mua về tầm 1 tháng mà máy hay bị đơ , giật , lag nên cải_thiện lại , vân tay rất kém , rung yếu khá là hối_hận khi mua chiếc điện_thoại này",3,2/5/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
342,342,"Đt mới dùng chục ngày , chưa thấy vđ gì , wifi khoẻ , hình chụp sáng , mặt có_vẻ ko chân_thực lắm , pin sạc khoảng 2h . Lướt web mượt . Có_điều góp_ý cho nv tgdđ 11A Thái_Hà , Hà_nội , phục_vụ ko còn tập_trung và nhiệt_tình đc như trc đây .",5,5/1/2020,{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Negative};
343,343,"Sau 5t mk sd mk thấy điện_thoại bị đơ , lag liên_tục nhiều lúc rất bực mk sạc ms đc một lúc là đã nóng cả máy và củ sạc chs game , vào mạng và các ứng_dụng khác thì hay bị đẩy ra và lag",3,2/5/2020,{BATTERY#Negative};{PERFORMANCE#Negative};
344,344,Sản_phẩm của vivo quá chán Lần sau k bao_giờ mua sản_phẩm của vivo nữa Tại đen thôi,2,11/4/2020,{SER&ACC#Negative};
345,345,"Thấy cũng ok , pin cũng trâu , màn_hình sáng_sủa , có ẩn phím điẻu hướng vuốt trái kéo qua để trở về , vuốt xuống trỗ về màn_hình chính , vuốt phải là đa_nhiệm . có gõ 2 lần mở_màn hình , nủt nguồn âm_lượng nảy hơn dù đeo ốp so với bee 3 . bee 3 bấm đau ngón tay . Cảm_giác cầm ok , bám dấu vân tay , còn vân tay nhạy . Ok trong tầm giá . Loa rõ cả trong lẫn ngoài . Camera tạm ổn trong phân khúc này . Góc rộng thì hơi tệ bình_thường thì ổn hơn . Tai nghe rõ có_điều nút tai hơi khó nhét . Cục sạc 5V 2A thì sạc cũng ko nhanh mấy so với 5v 1a .",5,17/04/2020,{SCREEN#Positive};{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Neutral};
346,346,"Thật_sự nếu vài_ba năm trước giá này thì toi mua ngay và luôn , còn hiện_tại nhìn vào vsmart snap 675 3tr thì thiệt là ngao_ngán BB",5,24/03/2020,{PERFORMANCE#Neutral};{PRICE#Negative};
347,347,Nói thật trước_kia điện_máy Xanh đánh_giá tôi rất tin_tưởng . Nhưng từ hồi mua cái máy này thấy điện_máy Xanh đánh_giá ưng_ý quá nói nào là viền kim_loại nào là tốt nhất trong tầm giá . Nhưng sau mấy tháng thì thấy đánh_giá lại là viền nhựa . Nói thật hồi tháng 5 mới ra mà nói vậy tôi sẽ không mua . Thật_sự thất_vọng,1,2 tuần trước,{DESIGN#Negative};{GENERAL#Negative};{SER&ACC#Negative};
348,348,Sử_dụng đc gần 1 tuần . Cảm_ứng nhạy . Ko lỗi . Chơi game hơi lag nhưng cũng có_thể chơi được vào trận khá nhanh . Loa to rõ . Nếu rãnh mình sẽ làm video test game liên_quân Mobile trên YouTube,5,2/11/2019,{FEATURES#Positive};{PERFORMANCE#Neutral};{GENERAL#Neutral};
349,349,"Từ lúc mới mua , mỗi khi sạc nó hiện cái vòng_tròn sạc nhanh , sài đc tầm 7-8 tháng . Bây_giờ nó mất_tiêu , sạc như sạc thông_thường không còn đc sạc nhanh nữa Tại_sao ? Hay do nó vẫn sạc nhanh , chỉ là mất cái vòng_tròn thôi .",4,3 tuần trước,{BATTERY#Neutral};{OTHERS};
350,350,Pin trâu . Xài rất là ok . Chơi game rất mượt không lag kh giật . Camera rất nét không mờ không giật . Cảm_thấy rất ok .,5,21/04/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
351,351,Nên đánh_giá khách_quan một_chút nhé . Tôi đặt máy và nhận ngày đầu_tiên 13/9 . Mọi thứ đều tuyệt_vời . Ai nói vân tay tệ . Mở mổi lần đều nhạy . Tay đổ mồ_hôi . Màn_hình bẩn mở kg đc vân tay là đúng rồi . Đừng trẻ trâu mà nói kg tốt nhé . Bỏ ra 7790k kg hề tiếc .,5,5/10/2019,{FEATURES#Positive};{PRICE#Positive};{GENERAL#Positive};
352,352,Vân tay tệ quá . Mình mua hôm 22 tháng 1 10500k giờ giá giảm sâu quá . Tự_nhiên tiếc tiền . Đôi_lúc máy bị hơi lag .,2,6/2/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Negative};
353,353,"Máy ngon trong tầm giá , lỗi bluetooth đã đc khắc_phục bằng bản cập_nhật mới của samsung . Máy có mỗi khuyết_điểm là bật to loa ngoài khi xem video hay xem phim nghe nhạc thì bị rung mặt sau điện_thoại @ @ có_thể do thân máy bằng nhựa nên cách_âm ko đc tốt",4,3/2/2020,{FEATURES#Neutral};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Positive};
354,354,"mua về hay bị lỗi sập nguồn , nói_chung là phí tiền mua điện_thoại vinfat , mua 4 tháng 3 lần sập nguồn màn_hình đi_lại mất thời_gian .",1,2 tuần trước,{PERFORMANCE#Negative};{PRICE#Negative};
355,355,Điện_thoại k hiểu tại_sao màng hình rộng v mà xem ảnh trên face hay bất_kì ảnh j đều bị mờ k rõ nét,1,14/02/2020,{SCREEN#Negative};
356,356,"Quá tốt Vầo game nhanh Chụp ảnh đẹp , ... Xứng_đáng tiền lắm Tôi rất hài_lòng vì lần đầu sử_dụng hàng việt mà tốt như này",5,16/01/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
357,357,"chụp ảnh nét , pin khoẻ , dùng để không qua đêm không bị hao pin . cảm_ứng mướt , máy đẹp được tặng cả bao , mình rất thích .",5,29/06/2019,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{SER&ACC#Positive};
358,358,Hướng_dẫn_viên đẹp_trai . Chu_đáo . Nhân_viên nữ xinh gái lại dịu_dàng . Phục_vụ chu_đáo . Vào là ko muốn về . Máy mới mua nhưng cũng rất ưng_ý . Cho 5 sao xịn sò . Cảm_ơn TGGĐ đồng mỏ . Chi_lăng lạng_sơn,5,21/02/2020,{GENERAL#Positive};{SER&ACC#Positive};
359,359,"Reno 4 Ứng_dụng ok , chất_lượng ổn , pin tiết_kiệm . Nói_chung là hài_lòng . Oppo bây_giờ cũng đã có chổ đứng trên thị_trường , xin chúc_mừng .",5,1 tuần trước,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
360,360,"Mình dùng được 1 tuần . Máy chạy mượt , pin dùng lâu , camera nếu biết cách chụp thì khá ổn , Android 10 nên có_thể dùng chế_độ Dark mode cho cả máy , nhân_viên tư_vấn thân_thiện . Chưa tìm được phụ_kiện cute cho máy nên cho shop 4.5 sao thôi : ) ) Điểm trừ : Sạc pin hoặc dùng lâu quá ( chơi games nặng ) thì máy bị nóng . Nên tháo ốp lưng khi sạc ^ ^",4,24/07/2020,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Neutral};{SER&ACC#Positive};{OTHERS};
361,361,"điện_thoại việt tầm giá này quá ok rồi , có chip helio P35 là qus đủ , phá_giá rồi , tuy lâu_lâu hơi lag nên cũng chấp_nhận được vì giá rẻ , còn mấy cha đòi hiệu_năng phải cao_cấp thì xin nhận con một lạy",5,14/08/2020,{PERFORMANCE#Neutral};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
362,362,"Ưu_điểm : mượt , pin trâu . Hạn_chế : camera chụp bình_thường dù tới 4 camera , độ sáng màn_hình yếu , đèn led hơi tối , không được trang_bị củ sạc 18w như quảng_cáo , chỉ có sạc 10w theo máy",4,29/06/2020,{SCREEN#Negative};{CAMERA#Neutral};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Negative};
363,363,Máy không bật mạng để không củng tốn bin nhanh quá cho hàng này 2 sao.có cách nào khắc_phục tình_trạng này không.tốn còn hơn mở mạng luôn mà,2,11/1/2020,{FEATURES#Neutral};{BATTERY#Negative};{OTHERS};
364,364,"mới mua máy đc 2 tuân . không hiểu sao choi Game rất_chi_là lac 4G Wafi căng đét mà Ping rất cao . chơi trên máy khác thì không bị gì . với thỉnh_thoảng 4G không vào đc mạng Phải_Khởi_động lại máy mới vô đc . và đã đc đổi 1 máy khác nhưng tình_trạng lac khi chơi game vân bị , Chán thật_sự khuyên ai có Ý_định mua em này hãy cân_nhắc lại",1,6/6/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Neutral};{OTHERS};
365,365,"Đã cho mẹ sử_dụng 3 2 ngày còn 50% pin và có chơi cod và liên_quân được một ván chỉ tuột 4% pin , camera ổn , mấy bạn cân_nhắc mua vì loa không được hay , cấu_hình thì khỏi chê nói_chung là ngon hàng Việt_Nam : ) )",5,1 tuần trước,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};
366,366,"Máy chơi game cấu_hình trung_bình khá mượt , pin mới dùng khá trâu , chỉ tiếc không có sạc nhanh .",5,20/04/2020,{BATTERY#Neutral};{PERFORMANCE#Positive};
367,367,Máy đẹp thật đẹp . Cấu_hình tốt . Máy mượt . mới mua ngày 15/4/2020 . Nhưng máy hơi dày,5,16/04/2020,{FEATURES#Negative};{PERFORMANCE#Positive};{DESIGN#Neutral};
368,368,"Cầm trên tay 1 chiếc Note 10 + làm lòng thấy vuin lên biết_bao_nhiêu , điện_thoại chất_lượng , nói_chung là ok.Camera chụp siêu siêu đẹp , màn_hình siêu tràn viền.Đẹp thiệt , đúng là đỉnh của đỉnh",5,21/09/2019,{CAMERA#Positive};{DESIGN#Positive};{GENERAL#Positive};
369,369,"Pin trâu , khá mượt , Ok trong tầm giá Nhưng hơi dày , bắt sóng và kết_nối wifi hơi yếu , màn_hình hơi tối Nói_chung dùng cũng ổn",4,8/3/2020,{SCREEN#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Positive};
370,370,"Mình mua máy cách đây 6 tháng giờ gọi video zalo nói người khác ko nghe đc , đã khôi_phục cài_đặt mà vẫn ko đc , có gì hỗ_trợ mình",3,2/4/2020,{FEATURES#Negative};{OTHERS};
371,371,"MÌnh có mua iphone 7 plus màu đen tại ĐMX , camera nét , pin khủng , lướt web , xem phim rất ok , pin tốt . Rất xứng_đáng với số tiền bỏ ra",5,4/7/2017,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};
372,372,"Việt_Nam xài hàng việt nam.tuy giá rẻ , nhưng khi xài máy rất mượt . Cấu_hình tốt . Chơi game bao cấu_hình siêu cao . Cam đẹp.rất tự_hào khi xài hàng việt . Vsmart active ( 6 gb / 6 4g )",5,22/03/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{SER&ACC#Positive};
373,373,"Mới mua hôm_qua về.nhìn chung cảm_giác cầm nắm cũng khá nặng và đầm tay.Nhưng máy mới mua về mình sạc qua đêm từ 20h - 7 h.sáng mai mở nguồn lên chưa dùng j để 10 phút tụt 2% , để 2 tiếng k dùng j tụt thêm 6%.sau đó dùng face và gọi 2 cuộc video xong để đến 3h chiều pin còn 86% . nói pin 5000 j pin tụt nhanh thế.trong khi đó từ sáng tới 3h chiều tổng thời_gian chỉ dùng có hơn 1 tiếng ( chỉ lướt face và gọi 2 cuộc video ) . còn cảm_ứng thì có đôi_lúc cứ bị khựng k mượt lắm.nhìn chung máy dùng tạm đc thôi.với giá 3690k thì cũng hơi đắt so với chất_lượng máy.đây là bản 4g r / 6 4g b.còn bản 3g r / 32 gb chắc còn tệ hơn .",2,10/6/2020,{FEATURES#Negative};{BATTERY#Negative};{DESIGN#Positive};{PRICE#Negative};{GENERAL#Neutral};{OTHERS};
374,374,Sản_phẩm iPhone 11 128 g có ghi sạc nhanh mình mới mua về hôm_qua sạc pin thì thấy hơn hai tiếng mới đầy vậy gọi là sạc nhanh sao đmx nên xem_lại,1,2/3/2020,{BATTERY#Negative};
375,375,"Máy bị đứng hoài .. mua xài đc 4 tháng .. lúc đầu mọi thứ bình_thường .. nhưng càng ngày máy càng chậm và hay bị đứng , nhiều khi phai reset máy lại .. Giá_thành như_vậy thì mua oppo rẻ hơn .. oppo mua xài 2 năm máy mới bắt_đầu đứng và chậm .. còn này mới mua 4 tháng .. xài chán hơn cùi bắp .. Quá bực",2,2/6/2020,{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};
376,376,"Chụp hình không đẹp lắm gọi messenger thì nhoè hơi thất vọng về camera , còn mọi thứ thì ổn",3,5/1/2020,{CAMERA#Negative};{GENERAL#Positive};
377,377,Phục_vụ tốt rất hài_lòng cho 5 sao luôn hehe ................................... ; ) ) ) ) ),5,8/2/2020,{SER&ACC#Positive};
378,378,"Giá này vậy là ngon rồi . Pin trâu bộ_nhớ khủng , màng hình nốt_ruồi hiện_đại . Cảm sau nhìn vào ko đụng hàng và ko bị nhằn vs ai . Hiệu_năng ok",5,17/08/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{STORAGE#Positive};{DESIGN#Positive};{PRICE#Positive};
379,379,"Máy tự_động sáng màn_hình cảm_thấy rất khó chiệu , không_thể_nào tắt được , tự_động sáng liên_tục làm cho máy tốn pin tuột pin rất nhanh",1,8/1/2020,{FEATURES#Negative};
380,380,"Giảm_giá lại nữa đi . Tôi định mua những mà mắc quá huhu ...... , ............. , .....",4,14/05/2019,{PRICE#Negative};{OTHERS};
381,381,Từ khi Nân cấp android 10 một_số ứng_dụng mất tính_năng pop up quá tệ . thà đừng nân cấp thất_vọng cho sam sung ......,1,15/04/2020,{PERFORMANCE#Negative};{SER&ACC#Negative};
382,382,Mình mua 17-5 giờ là 12-6 trong tầm giá nv mọi thứ đều vượt tất_cả máy ss hay oppo máy khoẻ pin trâu loa lớn nhưng có điểm là màn_hình khi ở ngoài_trời rất tệ bị ngả sang mầu nóng nhiều thường tất_cả màn_hình hay có lầu_hồng khi để max độ sáng ngoài_trời,4,12/6/2020,{SCREEN#Negative};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
383,383,"mua đc hơn 1 tuần , xài ổn chơi game nhẹ thì ok pin cực_kì trâu 4000 mà như 4200 4500 , mặc_dù bị nhân_viên lừa mua máy này nhưng thấy ok ban_đầu dự_định mua realme 5 pro , chỉ tiếc là k có sạc nhanh vs chip k đc mạnh lắm",4,1/6/2020,{BATTERY#Neutral};{PERFORMANCE#Neutral};{GENERAL#Positive};{SER&ACC#Negative};
384,384,"Máy cấu_hình tạm ổn , loa ngoài rất tệ . Đàm_thoại zalo , Messenger video tệ ko tả đc . Phần_mềm chưa thực_sự ổn_định",2,19/06/2020,{PERFORMANCE#Negative};
385,385,Mua chưa được tuần nhưng đơ quá . khuyên những_ai mua ko nên mua h đi đổi cũng mất tiền thui thì cố dùng . mjk nghĩ cấu_hình thấp chụp ảnh ko cần đẹp nhưng máy đơ thì mjk nghĩ ko chấp_nhận được dù rẻ nhưng cũng phảu dùng đc chứ đơ đơ liên tục.lúc tư_vấn ko thấy nói đơ,2,30/05/2020,{CAMERA#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
386,386,"Sản phẩm thiết kế sang trọng , màu sắc đẹp , bền màu , mà hình lớn phù họp cho chơi game và lướt wep , pin dòng plus dử dụng bền , cấu hình mạnh , hiệu năng ổn , camera siêu đẹp , chính_sách bảo_hành rất tôt , mình rất hài lòng khi mua sản phẩm này",5,18/07/2018,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};
387,387,sài được tuần ngon chán so vs giá hàng việt_nam chất_lượng cao kkkkkk ngon bổ rẻ,5,25/04/2020,{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
388,388,Sản_phẩm đang sử_dụng thì cứ vài ngày là tự_động sập nguồn . Cảm_ứng thì đơ . Hao pin nha .,2,31/03/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};
389,389,Ghét nhất viết tn để ngay phím home bên dưới dau canh đang mải viết tn lại thoát ra,1,9/8/2020,{FEATURES#Negative};
390,390,Y11 dùng rất tốt.pin lâu.nghe gọi đều tốt không bị giật lắc . Tuy_nhiên màn_hình hiển_thị ngoài_trời kém.bạn nào mua để chạy grad thì nên chọn loại khác .,4,12/4/2020,{SCREEN#Negative};{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{OTHERS};
391,391,"Mua gần một tuần máy rất ok . K bị tụt pin chơi game k nóng máy , k sạc nhanh nhưng cũng nhanh đầy . pin dùng đc 1 ngày . Loa to cảm_ứng nhạy . Nhân_viên nhiệt_tình mua lần thứ 2 ở tgdd thấy quá ok .",5,17/02/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
392,392,"Mua về sạc pin 4 tiếng ko đầy .. đem ra nv kiểm_tra thì nói bình_thường kêu về sạc tiếp .. giờ thì 3 tkêng mới đầy .. máy hay bị đơ . Trong khi đó đọc thì thấy sạc 1,5 tiếng là đầy .. bị lừa rồi",1,4/5/2020,{BATTERY#Negative};{PERFORMANCE#Negative};
393,393,"Joy 3 ! Joy 3 ! Joy 3 ! ... Ngon_Bổ_Rẻ là có thật . Cám_ơn bác Vượng , cảm_ơn sự phục_vụ chu_đáo của ae DMX !",5,20/02/2020,{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
394,394,Mình có mua 1 cây máy mới bên TGDĐ và bị lỗi đã đổi_mới 2 cây máy và vẫn bị lỗi và giờ muốn đổi sang máy se 2020 và đã đặt nhưng chờ tận 5 hôm mình ở TPHCM chờ lâu quá,1,1 tuần trước,{SER&ACC#Negative};
395,395,Với tầm tiền như_vậy là ổn rồi . Tôi thấy chơi game muot chơi 2h liên_tục chỉ thấy âm_ấm thôi . pin thì chỉ lên feca và nghe nhạc thì sáng 100% đến khi đi ngủ còn 65 _ 55% còn thỉnh_thoảng làm vài trận game thì còn 45 _ 35% . Nói_chung là quá tôt so với tầm giá rồi,5,23/05/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
396,396,So vs tầm giá_như thế là ok.chỉ có_điều loa hơi ồm.khó nghe.nhà sx nên cải_thiện loa một_chút .,3,11/7/2020,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Positive};
397,397,"Mới mua thì thấy ổn , vừa cửa tiền , chạy cũng khá mượt , chỉ có camera trước hơi xấu . Nhưng dùng 1 thời_gian máy sẽ đơ , không bật chế_độ chụp ảnh bằng cả 3 camera được ( ấn vào là tự máy thoát ra mh chính luôn ) , bật flash lên chụp sẽ xuất_hiện sọc dọc như mh tv đời cũ ấy = ) ) . Khá đơ nữa",3,5/8/2020,{CAMERA#Negative};{PERFORMANCE#Neutral};{PRICE#Positive};{GENERAL#Positive};
398,398,"Mua về ... mượt , ok , pin sài lâu hết Chụp ảnh đẹp Nhưng máy còn nhìu ứng_dụng cài sẵn chiếm dung_lượng ạ",5,13/09/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{OTHERS};
399,399,"Sau khi sử_dụng vài ngày . Ưu_điểm đt đẹp pin trâu Nhược_điểm . Đt hay bị loạn . Màn_hình nhảy . Cắm tai nghe thì màn_hình bị trắng_xoá , phải rút tai nghe ra . Khả_năng bắt sóng kém . Mình sẽ sử_dụng thêm vài ngày nữa xem sao .",1,16/06/2020,{FEATURES#Negative};{BATTERY#Positive};{DESIGN#Positive};{OTHERS};
400,400,"Máy_ảnh không được nét như oppo f9 , sạc nhanh 18w mà quá chậm ko như quảng_cáo . Lướt web tương_đối , pin tương_đối chưa ko được trâu .",2,24/06/2020,{CAMERA#Negative};{BATTERY#Negative};{PERFORMANCE#Neutral};
401,401,"Mình mua máy đc 20 ngày , máy sử_dụng mượt , ít giật lag , pin trâu , camera ổn , game mượt , trong phân khúc đt tầm trung ntn thì ko có gì để chê , mn nên mua , còn chuyện mn nói giật lag đứng máy các kiểu mình sử_dụng có thấy gì đâu vẫn sử_dụng BT mà .",5,1/8/2020,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
402,402,Mình mua dc 2 ngày . Xài cũng êm so với giá tiền . Riêng mình bị 1 lỗi là cảm_ứng k nhạy . Về sau chưa biết ntn .,4,16/06/2020,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
403,403,"Phải nói là quá tuyệt_đối với cái giá này . Sẽ ủng_hộ dài_dài vsmart và mong các bạn cũng đừng đòi_hỏi nhiều khi mà đã bỏ ít tiền mà đòi xịn xò .. Tiền_nào_của_nấy thôi , giá này mà cấu_hình vậy là nhất rồi .",5,22/07/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
404,404,"Mọi chức_năng ok , chụp hình vs game điều ổn , lần đầu xài vivo không phải hối_hận .. nhân_viên tư_vấn nhiệt_tình .",5,3/8/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
405,405,Máy ok.có điều pin tụt hơi nhanh số với pin 4000.xai đc trong ngày . cho mình hỏi có ai vị giống vậy ko . Phần cam lồi thì mình đã khắc_phục như hình ( tự chế nhé ),4,2/5/2019,{BATTERY#Negative};{DESIGN#Negative};{GENERAL#Positive};
406,406,Mua về sài . cái đầu lỗi đổi cái mới khi giao thì may đã được mở sẵn nv bảo máy mới . giờ sài pin hao nhanh chơi game hay lác chán loại này ..,1,19/05/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{OTHERS};
407,407,Máy sd đc 10 tháng mua tại tgdd . Mọi thứ điều tuyệt_vời camera . Pin . Âm_thanh . Zlo ff v.v điều ok hết . Chỉ hối_hận khi lên ios 13 thì cảm_giác k ngon như ios 11 hay 12 nửa .,5,4/10/2019,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Positive};
408,408,Sản_phẩm sài rất tốt . Mình mua 2 cái rồi cho bố_mẹ mình và mình sai rất tốt . Giá lại rẻ .,5,5/8/2020,{PRICE#Positive};{GENERAL#Positive};
409,409,"Máy ok mà sao nhiều b ko hài lòng nhỉ ? Mượt mà , pin ok . Mình đang dùng iphone chyển qua dùng samsung thấy ko có gì khó chịu cả . Máy cũng nhẹ .",5,4 tuần trước,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};
410,410,K hiểu sao mình mua đc hơn 3 tháng rồi h xem video trên FB đag xem tự_nhiên mất tiếng rồi lại có kb là do fb hay máy nữa mong được giải_đáp 類類,4,28/10/2019,{PERFORMANCE#Negative};
411,411,Kết_nối wifi cực_kì yếu mới dùng có 1 tháng đã xuất_hiện tình_trạng lag nặng trong khi đt không chơi game không cài ứng_dụng nào nặng cả nắp lưng thì lỏng cực_kì đéo cái ốp gỡ ra cái nắp lưng đi theo cái ốp luôn hỏi làm điện_thoại như này làm_sao người dùng dám dùng nữa nói mua vì hàng việt_nam nhưng chất_lượng quá chán .,1,21/05/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{DESIGN#Negative};{GENERAL#Negative};{SER&ACC#Negative};
412,412,Mình mới mua đt ngày 19/01/2020 . Về kiểm_tra thì sức_khoẻ pin chỉ còn 93% . Cho hỏi cái này là đt nào cũng vậy hay_là mình mua hàng trong tủ để cho khách trải_nghiệm nên mới như thế_này ?,4,20/01/2020,{BATTERY#Negative};{SER&ACC#Negative};
413,413,"Mua máy ngày 15/2 máy cấu_hình tốt chơi được nhiều game hot hiện_nay , nhưng bắt wifi rất kém và pin tụt hơi nhanh ( pin 5000 mà sạc 100% dùng được tầm 15-16 h )",4,20/02/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Positive};
414,414,Samsung galaxy A71 Ram 8GB mà chơi game liên_quân lag quá bật fps cao mà chỉ 48-49 thôi pubg cũng vậy nữa uống số tiền mình bỏ ra mua,4,27/03/2020,{PERFORMANCE#Negative};{PRICE#Negative};
415,415,Mọi thứ đều ổn cho đến khi biết được sự_thật là nó không kết_nối được với wifi 5 ghz : ( ( (,2,2/2/2020,{FEATURES#Negative};{GENERAL#Positive};
416,416,"Máy này dùng tốt , loa to , cảm_ứng nhạy , bọn miền núi quen dùng cục gạch không biết dùng cứ bình_luận vớ_vẩn , vân tay ở đằng trước phải đặt đúng chỗ nó mới mở , cái thứ hai pin rất tốt 2 ngày mới sạc , thứ 3 là bắt sóng rất tốt 4 vạch vietnammobole và vina phone tại_sao anh_em cứ bình_luận vớ_vẩn rồi đánh_giá 1 sao ... đã mua hàng qua sử_dụng tại tgdd 102 phạm văn đồng - hà_nội , máy dùng tốt dù đã qua sử_dụng , nhân_viên ngoan_ngoãn lễ_phép nhiệt_tình chu_đáo ,",5,19/03/2020,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
417,417,"Rất thất_vọng khi dùng được 2 ngày , pin sạc tận hơn 4 tiếng , để qua đêm là tuộc và chơi thì dù bật tiết_kiệm pin vẫn bị tuộc cực nhanh , game lag khi bật cấu_hình thấp , cảm_thấy thất_vọng , mấy cái kia có_thể bỏ_qua được nhưng về pin thì không_thể chấp_nhận .",2,19/02/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
418,418,Có cách nào giúp_đỡ hao pin k .. con mình pin k ổn ...............................,4,9/4/2020,{BATTERY#Negative};
419,419,Mọi thứ rất tốt ... nhân_viên nữ xinh gái lắm xD .. lo nhìn mà quên bà nó test đt ... nhưng đt vẫng ok nha,5,3/7/2020,{GENERAL#Positive};{SER&ACC#Positive};
420,420,"Tình_hình vivid 19 làm thời_gian giao hàng bị gò_bó nhưng thái_độ tiếp_đón của nhân_viên ở 17 trần phú từ_sơn cực_kì làm t hài_lòng , note 9s nằm ngoài mong_đợi , cám_ơn TGDD",5,4/4/2020,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
421,421,"Mua dc 1 tháng . Dùng rất tốt , nói_chung mọi chức_năng đều mượt , giá_cả tầm trung máy tốt",5,11/8/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
422,422,Chọn hộ đứa e . Ưng về tầm giá và cấu_hình . Chỉ có cpu thì k tin_tưởng nắm . Xem nhiều phản_hồi trên youtube thấy chưa ngon . Xl mình lại phải chọn tàu vậy . Hẹn cuối năm xem có con nào của vin ngon k thì đổi,1,4/2/2020,{PERFORMANCE#Neutral};{PRICE#Positive};{GENERAL#Negative};{SER&ACC#Neutral};{OTHERS};
423,423,Mình mua về mới 1 ngày thì tự_nhiên tắt màn_hình tầm 5 đến 10p . Ra thế_giới di_động thì bảo không biết lỗi gì . Mình muốn đổi cái khác rồi về dùng mí ngày lại y_như vậy . Giờ chắc phải chịu lỗ đổi con khác dùng .. thất_vọng về samsung và thái_độ của nhân_viên,1,11/7/2020,{PERFORMANCE#Negative};{SER&ACC#Negative};
424,424,"Máy ngon trong tầm giá . Chụp ảnh đẹp.pin trâu . E nhân_viên tên Phụng nhiệt_tình , để thương , tiếc là đã có chồng . Đã mua ở DMX",5,30/04/2020,{CAMERA#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
