,index,comment,n_star,date_time,label
319,319,Máy ms mua đc 3 tuần . Đang gõ chứ trên google thì tự_nhiên màn_hình rè rè đen loạn cả lên . Phải giữ rồi ấn nút nguồn mấy lần nó mới khởi_động lại r trở về bình_thường .,1,26/02/2020,{PERFORMANCE#Negative};{OTHERS};
320,320,"Đã sử_dụng 1 tháng và máy này chỉ hợp cho học_sinh , máy nóng , loanhghe ngạc đc 1 bên phải , 1 bên còn lại thì lại tịt , máy_ảnh kém , sử_dụng một_số phần_mềm là lại treo máy ... Hên là mua cho cháu nó phịc vụ học_hành nên vẫn tạm ổn Àk ảnh là mình chụp bằng đt khác nhék",3,25/05/2020,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Neutral};
321,321,Chơi liên_quân không bật đc fps 60 mặc_dù dùng chip snapdragon 632 8 nhân là sao . Tất_cả đều tốt trừ việc ko bật đc fps cao,1,4/4/2020,{PERFORMANCE#Negative};{GENERAL#Positive};
322,322,Máy tôi mua tai thế goi đi động đúng được hai năm rồi mấy tấm giá tiền máy mới ra hơn 3trieu sau đúng thấy may đúng kha tốt đáp_ứng nhu_cầu giải_trí tốt,5,3 tuần trước,{PRICE#Neutral};{GENERAL#Positive};
323,323,Cập_nhật lên miu 11 ngồi rần wifi đủ 5 vạch và cả mạng dữ_liệu chậm bin thì mau hết,2,5/2/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};
324,324,"Nhược_điểm : • Không 3G • Zoom 100X , không như q . cáo qua nhiều youtuber . Ưu_điểm : Ko có gì vượt_trội hơn s 10 + , ngoại_trừ 120Hz ko đáng_kể . Giá quá cao ( xét về chức_năng thêm ) so S 10 + nên test thử trước khi mua nhé . Nên chờ S20 5G mua hay hơn .",4,13/03/2020,{CAMERA#Negative};{FEATURES#Negative};{PRICE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
325,325,Điện_thoại này sử_dụng wifi quá kém . Đang sd máy hay tự khởi_động lại hoài . Camera bị lệch canh hoài ko vuông_góc dc,3,1 tuần trước,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};
326,326,"Xài được 5 ngày . Máy có_vẻ hơi bị giật và đơ . Mình reset lại . Nhưng dùng được 1 , 2 ngày lại tiếp_tục gặp vấn_đề . Mình nghe nói Huawei xài ổn mà sao kì vậy : (",1,26/04/2019,{PERFORMANCE#Negative};{SER&ACC#Negative};
327,327,Mới sài đc tuần .. cấu_hình âm_thanh cam .. ok thất_vọng về pin quá phò tụt quá nhanh . Đáng nhé cho 3 * nhưng đc cái nhân_viên tggd nhiệt_tình chu_đáo,4,18/06/2019,{FEATURES#Positive};{BATTERY#Negative};{PERFORMANCE#Positive};{SER&ACC#Positive};
328,328,Nói chung xài cũng ok.Nhưng không có kết nối NFC.thua cái Sony xa ultra mình mua cách đây 3 năm . Hết sức thất vọng mà cũng bằng giá .,4,18/12/2019,{FEATURES#Negative};{GENERAL#Neutral};
329,329,Vô đối trong tầm giá nhưng Chụp_Hình với màn_hình đẹp nữa thì Chắc_chắn 5 sao .. thích thương_hiệu Việt_Nam,4,31/07/2020,{SCREEN#Neutral};{CAMERA#Neutral};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
330,330,Mới mua em này vào lúc 5h chiều .. mọi thứ đều ổn .. loa nghe ko lớn cũng ko nhỏ nói_chung là OK ... chơi game pubgm rất mượt chơi hơn 1h máy cũng ko nóng lắm như mọi ng nghĩ đâu nha..pin trâu ... đặc_biệt là e nhân_viên rất dễ_thương ... nói_chung OK OK còn về thời_gian sau_này thì từ_từ mới biết con Xiaomi note 8 pro này như_thế_nào nữa : ) ) ),5,4/11/2019,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
331,331,Vân tay lúc được lúc không . Chạy xe loa không rõ . Máy mượt ok . Khắc_phục 2 vấn_đề đó thì quá tốt,4,26/09/2019,{FEATURES#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
332,332,"Hình_như chỉ có 1 bên loa nghe được thôi , mình bịt loa bên trái thì vẫn nghe bth , mà bịt bên phải thì không nghe gì nữa . Không biết là do máy như_vậy , hay_là hàng bị lỗi nữa . Tính mang ra đổi mà không biết sao đây",3,22/03/2020,{FEATURES#Negative};{OTHERS};
333,333,"Tai nghe iphone xs max của e khi cắm vào iphone 7plus lại bị mất mic . Kiểu như khi mà em chơi pubg , tắt mic có_thể nghe được tiếng game , nhưng ngay khi bật mic thì lại bị đẩy sang nghe loa ngoài ( Mất kết_nối tai nghe luôn ) ... ko biết khắc_phục thế_nào ạ ?",5,27/07/2020,{SER&ACC#Negative};
334,334,Có ai bị lỗi mà hình giống của tôi không . Bật chế_độ nền tối sẽ thấy viền sang xung_quanh ko .,3,9/4/2020,{FEATURES#Negative};
335,335,Mua được 2 tháng rồi nói_chung là k hài_lòng cho lắm.pin không được trâu như quảng cáo.hỗ trợ sạc nhanh mà thấy sạc tầm hơn 2 tiếng mới đầy pin được.nv tgdđ tư_vấn nhiệt_tình,5,2 tuần trước,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Positive};
336,336,"Mới mua đc 2 tháng mà giảm_giá kinh_hồn . Mang_tiếng dòng cao_cấp mà kiểu này , mất niềm tin quá",3,18/05/2020,{PRICE#Negative};{SER&ACC#Negative};
337,337,"Cho e hỏi , đt em mới mua sao bin dỏm nóng máy quá z . Để ko cũng tuột phần_trăm bin nữa . OPPOA91",1,11/5/2020,{BATTERY#Negative};
338,338,"Sản_phẩm quá tệ chơi liên_quân thì giựt , vào app mua cơm thì vào tới chục lần mới mua được , phải mang đổi trả mất 20%",1,20/06/2020,{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
339,339,"Máy khá ok và đáng tiền , mình mua cho mẹ dùng vì màn_hình to , dễ xem và bấm tin nhắn và xem clip gameshow trên youtube . Dòng này có màu xanh nhạt khá đẹp , mình cũng chọn màu này và mẹ mình quá thích luôn .",5,17/04/2020,{SCREEN#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};{OTHERS};
340,340,"Máy thiết_kế mỏng nhẹ , thời_trang . Chụp ảnh selfie rất đẹp và sạc rất nhanh tầm hơn 1 tiếng là đầy pin .",5,9/3/2020,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};
341,341,"Điện_thoại tốt , đang có đợt giảm_giá thêm thu củ đổi_mới đổi qua a71 sử_dụng ok . Bạn hạnh_nhân_viên tư_vấn nhiệt_tình chu_đáo .",4,3 tuần trước,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
342,342,Mới mua sáng nay . Nhân_viên phục_vụ nhiệt_tình . Test qua máy với tầm giá này thì ổn . Có_điều gọi zalo 10 phút là máy nóng,5,27/04/2020,{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
343,343,"Máy quá chất_lượng đẹp và sạc nhanh , sạc chỉ tầm 50p là đầy pin rồi , công_nghệ sạc nhanh và an_toàn nữa",5,4 tuần trước,{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};
344,344,Mấy tháng trc e có mua note7 nay tự_dưng nó bị lỗi.e khởi_động lại máy nó k lên chỉ thấy ở giữa màn_hình nó quay tròn,3,2/4/2020,{GENERAL#Negative};{OTHERS};
345,345,"Thiết_kế đẹp , sang_trọng , cảm_ứng nhanh mượt , nhân_viên phục_vụ tốt , bảo_hành tốt",5,24/08/2018,{FEATURES#Positive};{DESIGN#Positive};{SER&ACC#Positive};
346,346,Camera trước rất tệ . Màu nhợt_nhạt . Ram 8gb nhưng cảm_giác k nhạy . Dc cái pin trâu mà k có sạc nhanh quá chán . Lỡ mua chứ k mình đổi qua samsung a71 khoẻ hơn .,3,31/03/2020,{SCREEN#Negative};{CAMERA#Negative};{BATTERY#Neutral};{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};
347,347,"Tình_hình là mình mới mua em này về xài thấy mọi thứ đều rất ok , duy_nhất chỉ có gọi video call zalo thì bên máy kia bị vọng tiếng lại . Nếu gắn tay phone thì không bị . Có ai bị giống vậy không ? Không biết là do máy lỗi hay do micro hút quá ",5,3 tuần trước,{FEATURES#Negative};{GENERAL#Positive};
348,348,Mới mua sáng nay 790k về đút_túi ngồi xuống vỡ luôn màn_hình chất_lượng đáng buồn,1,15/03/2020,{DESIGN#Negative};{PRICE#Neutral};
349,349,Hiệu_ứng máy_ảnh bật lên không_thể chỉnh được âm_thanh chỉ có duy_nhất 1 hiệu_ứng âm_thanh cơ_khí,3,27/03/2020,{FEATURES#Negative};
350,350,"Mình mới nhận hàng tối nay , máy rất đẹp .",5,25/08/2019,{DESIGN#Positive};{OTHERS};
351,351,cảm_ứng máy lúc ăn lúc ko màng hình thì ngả vàng pin thì ko dùng để qua đêm tụt gần 10%,3,11/8/2020,{SCREEN#Negative};{FEATURES#Negative};{BATTERY#Negative};
352,352," đáng mua trong tầm giá , mặt lưng đẹp , màu_sắc màn_hình ok , duy_nhất con chip là ko vừa_lòng lắm",5,22/03/2020,{SCREEN#Positive};{PERFORMANCE#Negative};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
353,353,"Do thích kiểu_dáng nên mình đang xài ip11 cũng mua thêm 1 con ipxs vậy_mà mua ngày 01/09 nay mới có 14 ngày mà tình_trạng pin còn có 99% , trong khi con ip11 nay đã 7 tháng vẫn 100% . Giải_thích giúp mình với ạ !",2,1 ngày trước,{BATTERY#Negative};{DESIGN#Positive};{OTHERS};
354,354,máy mượt pin trâu cam ổn . 4g wifi mạnh.màn hình đẹp.facebook zalo you tube phà phà.cảm biến vân tay khuon mặt nhanh thích hơp cho những người ko chú_trọng qúa về camera vs game nặng .,5,12/3/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};
355,355,"Máy chán thật đơ đơ , giá này thua các máy ngang giá . Cấu_hình quảng_cáo thấy cũng ổn mà dùng thua con F7 ở nhà nữa",1,1 ngày trước,{PERFORMANCE#Negative};{PRICE#Negative};{OTHERS};
356,356,"Mới dùng cảm_thấy ổn , chơi game máy không bị nóng cũng như không bị giật lag , camera tạm ổn , nói_chung rất ngon so với tầm giá .",5,24/01/2020,{CAMERA#Neutral};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
357,357,"Mua đc 4 ngày pin ổn chơi game liên_quân , pubg coi phim Facebook nguyên ngày chỉ sạc bin 1 lần , nhưng có cảm_giác cảm_ứng lâu_lâu không nhạy cho lắm",4,25/03/2020,{FEATURES#Negative};{BATTERY#Positive};
358,358,Mình mua con Xiaomi redmi note 8 pro 6/12 8gb này từ lúc 10/12/2019 cho tới giờ xài trên 6 tháng r vẫn xài ngon hơi nóng máy chút mọi thứ đều ổn chiến game tốt,5,30/07/2020,{PERFORMANCE#Neutral};{GENERAL#Positive};{OTHERS};
359,359,"máy khá đẹp , cầm pin , màn_hình sáng , chụp ảnh ổn trong tầm giá , chạy android go nên rất mượt , đã mua vài món ở đmx và tgdd và cảm_thấy hài_lòng nên sẽ tiếp_tục ủng_hộ cửa_hàng",5,13/02/2019,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};
360,360,Đã mua máy được 2 tuần .. cảm_nhận mấy khá tốt.mạnh đẹp pin ổn.so với giá thì khá hài_lòng ... nhân_viên rất nhiệt_tình ...,5,7/7/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
361,361,"Chơi gem ngon , mượt . Xạc lại nhanh nữa chứ . Nói_tóm_lại là ngon.camera cũng oke . Pin 4k3 chơi gem thoải_mái , gần hết pin thì sẽ nghĩ giải_lao , rồi xạc pin 1 xíu , rồi Chiến tiếp",5,4/5/2020,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
362,362,anh cho em hỏi máy e mua được 2 hôm . hôm đầu về cam trước bật bt . đến hm thứ 2 bật cam lên la nó kêu tít tít 5-6 kái la sao vậy a . có ản hưởg j ko ... bật cam trước lên la nó lên hết cỡ xog nó kêu tít tít 5-6 kái mới thôi . ! ! !,3,31/03/2020,{CAMERA#Negative};
363,363,"Hình_như 16 củ thì ko đáng đồng_tiền_bát_gạo lắm Chip 660 giá 16 củ ........ Chip 625 hình_như có từ năm 2014 thì_phải , giá 8tr ... Nếu so vs iphone 7plus ko hơn đc cái gì chỉ đc cái lạ",1,29/06/2019,{PERFORMANCE#Negative};{PRICE#Negative};{OTHERS};
364,364,"Tuyệt . Chất_lượng hiển_thị hơn hẳn iphone 11 . Gọn_nhẹ , ios thì mượt không cần phải suy_nghĩ",5,1/8/2020,{SCREEN#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
365,365,Máy mk hệ_thống Android dùng quá nhiều pin có cách nào hạn_chế bớt lại để đỡ tốn PIN đc k qtv,5,1 tuần trước,{BATTERY#Negative};
366,366,Mình dùng thấy rất ổn máy hoạt_động khá tốt và tương_đối nhanh khi lướt web về cơ_bản với giá_như thế_này thì đã đảm_bảo cho bạn một chiếc điện_thoại thông_minh sử_dụng tốt các chức_năng cơ_bản có_thể chơi các game nhé,5,15/08/2020,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
367,367,Máy mình bị lỗi còn bảo_hành mà đem ra TGDD đổi lại thì nói ko có gì khuyên các bạn nên mua redmi note 7 cho đã rẻ ko bị lỗi máy thứ hai của mình là Oppo a7 chơi game liên_quân ko hiện_tượng giật lát sps 31 đỡ hơn con đt thứ 1 là ss a70 chơi game bị giật lag,3,16/05/2019,{GENERAL#Negative};{OTHERS};
368,368,"Em vừa mua hôm_qua , nhưng phải nói là đt tuột pin rất nhanh , tuột nhanh hơn cả J5 2016 , do máy mới_rồi từ_từ pin sẽ ổn lại hay do lỗi vậy ạ ? Pin 4500 mAh mà như_vậy thì hơi chán đó ạ",4,27/03/2020,{BATTERY#Negative};
369,369,"Máy cầm đầm tay , pin trâu . Từ 100% onscreen hầu_như liên_tục với 4G trong 4 giờ ( 90% độ sáng ) còn 68% . Màn đẹp , kết_nối mạng ổn . Mặt lưng kính sang_trọng , vân tay nhạy . Cam sau ổn ( chụp lấy nét hơi lâu ~ 3 s ) . Cam trước gọi video cải_thiện hơn nhiều so với mấy_đời trước . Nhân_viên thân_thiện , nhiệt_tình .",5,20/05/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{SER&ACC#Positive};
370,370,"Ứng_dụng chrome tự_động nhảy sang ứng_dụng khác , liên_tục , xin chỉ cách khắc_phục",3,3 tuần trước,{PERFORMANCE#Negative};
371,371,Mình mua tại thegioididong kiểng phước gò_công_đông tiền_giang . Mua khi mới ra_mắt thấy ổn phết . Camera ngon Pin chơi games dc 1 ngày . Nói_Chung tiền nào của náy ko đòi_hỏi dc máy không lỗi_lầm gì .,4,8/5/2020,{CAMERA#Positive};{BATTERY#Neutral};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
372,372,Pin trâu nhưng camera kém thu sóng 4g quá kém chơi game quá lag ping 500 nhân_viên chưa thật_sự hiểu rõ về tư_vấn các loại máy . Nói_chung mua rùi thất_vọng não_nề .. Bên mình có hỗ_trợ đổi máy ko ak . Mong đk phản_hồi sớm .,3,29/04/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};{OTHERS};
373,373,"Tốt , game mượt , pin trâu , loa lớn , 7 triệu đủ xài rồi phù_hợp với CN và người chơi game",5,3/10/2019,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
374,374,"Bắt wifi kém quá , máy bên cạnh full sống mà cái a71 của mình nó báo chấm thang . ko biết sao . máy mới 2 ngày",3,30/07/2020,{FEATURES#Negative};{OTHERS};
375,375,Máy dùng khá tốt chỉ là loa hơi nhỏ và Làm_sao để chuyển game các kiểu từ bộ_nhớ máy qua thẻ sd ạ ?,4,13/08/2020,{FEATURES#Negative};{OTHERS};
376,376,"Mình mua máy được 3 tháng , sử_dụng rất mượt , từ khi mới cập_nhật phiên_bản mới nhất của Samsung thì máy lại chậm , bàn_phím không còn nhạy , hay bị đơ . Làm thế_nào để khắc_phục ạ . Thank .",5,18/05/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
377,377,Redmi9 là vua trong phân khúc giá này .. máy mượt .. pin trâu .. chơi game ok..camera cũng đẹp .. xài không nóng máy ..,5,2 tuần trước,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
378,378,"Hiện mình dùng đc gần 5 tháng và giờ thấy pin tụt rất nhanh dù không dùng tới , mình để tại_chỗ và ngủ dậy thấy còn 1% và tắt nguồn luôn , mình đã tắt cả chạy nền hầu_hết các app dù mình nghĩ điện_thoại hiệu_suất cao thì ko cần_thiết . Vậy mình có_thể bảo_hành không ?",2,12/5/2020,{BATTERY#Negative};{OTHERS};
379,379,Đa_số dien thoai gio toan tq với vietnam sản_xuất nên dùng thay ngon .. ngon ngon mà dùng lâu_lâu thì het dùng duoc . zui gê .. ai bit seo ! ! ..,5,7/4/2020,{OTHERS};
380,380,"Máy quá ok , pin trâu , sạc nhanh tầm 2 tiếng mấy là đầy , camera đẹp , chơi game bao mượt , dung_lượng nhiều , rất đáng tiền cho mọi người mua",5,9/5/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{STORAGE#Positive};{GENERAL#Positive};
381,381,"Không biết các bác sao chứ ? em phang luôn con A70 này từ lúc mới ra đến giờ vẫn rất ok nhé , có mỗi cái vân tay thì quá tệ thôi còn lại các thứ đều mượt mà .",4,17/03/2020,{FEATURES#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};
382,382,Con samsung a50s sài tạm được nhưng vẫn còn lỗi 1 số vd như kết_nối tai nghe bluetooth có cuộc_gọi đến ko nghe được trên tai nghe mà chỉ nghe nhạc thôi . Thứ 2 camera sau chế_độ chụp gần bị mờ đã cài lại máy vẫn ko hết . Thứ 3 dấu vân tay và nhận_diện khuôn_mặt ko nhạy .,2,8/4/2020,{CAMERA#Negative};{FEATURES#Negative};{GENERAL#Neutral};
383,383,"Xài 3 tháng cảm_nhận , pin giống như 4500 ấy trong khi ko game chip rồng , nhưng thôi cũng ổn , tất_cả đều ngon",4,5/8/2020,{BATTERY#Neutral};{PERFORMANCE#Positive};{GENERAL#Positive};
384,384,Chưa dùng nên ko biêt như nào nhưng bảo_hành 2 năm ... máy khá ok nên mua luôn 2 con luôn,5,19/02/2020,{GENERAL#Positive};{OTHERS};
385,385,1 quyết_định đúng khi đổi từ note 8 lên con này . K biết các bác dùng thế_nào mà thấy kêu lỗi hoài chứ con máy e mua xài ok k lỗi_lầm j . Cày game chụp ảnh ok hết . Pin trâu . Sạc nhanh Chơi k nóng máy . Nv tgdd nhiệt_tình .,5,26/04/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
386,386,"Mua con này nản thật ý bắt sóng 4g giỡ kinh_khủng giỡ hơn j5 prim bắt sóng wifi còn tệ hơn_nữa . Chơi game thì khỏi nói giật lag mà đặt biệt mau nóng máy kinh_khủng , dùng wifi đánh liên_quân 2 trận ko dám chơi nữa sợ nó nổ cho chết . Ko hài_lòng tí nào .",2,12/11/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
387,387,Máy dùng đc 1 tuần mà đơ lắm . Chất_lượng kém Vào ứng_dụng lag vào mạng thì lag . Mang ra thế_giới Di_Động thì nói còn phải mang lên hãng kiểm_tra,2,17/06/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{SER&ACC#Neutral};
388,388,Thật_sự máy chỉ nghe được một bên thôi còn lại là micro giả loa cho nó đẹp đấy mà Sài 1 tuần thấy cũng tốt pin trâu nên mua,5,4/4/2020,{FEATURES#Negative};{BATTERY#Positive};{GENERAL#Positive};
389,389,Sản_phẩm tạm được . Mong hãng samsung khắc_phục lối sống wifi và sóng mạng của sim . bắt sóng kém quá,3,15/07/2020,{FEATURES#Negative};{GENERAL#Neutral};
390,390,Xài chưa đc 6 tháng pin tuột_dốc nhanh . Ngày sạt 2 lần . Quá tệ Đem đi kiểm_tra thì cứ kêu chị đem.về xài 1.2 ngày thử xem sao . Đem về thì vẫn vậy thôi ...,1,15/05/2020,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};
391,391,Máy dùng mạng 4g mà chập_chờn . Đang dùng ip mà dùng máy này chơi game thì đúng là thảm_hoạ . Ngoài_ra các chức_năng khác thì ở mức chấp_nhận đk .,2,2 tuần trước,{FEATURES#Negative};{PERFORMANCE#Negative};
392,392,"Máy ổn , bởi_vì mình là một người sử_dụng các tác_vụ bình_thường như Facebook , Youtube.v.v nên không có gì lo_ngại . Điều ấn_tượng là màn_hình Nốt_Ruồi , pin rất trâu , thời_gian sử_dụng từ 1 - 2 ngày . Điều thất_vọng ở Samsung là độ_phân_giải màn_hình , thật_sự thấp hơn cả A11 : ) ) A11 màu_sắc vẫn đẹp hơn con này",5,4 tuần trước,{SCREEN#Negative};{BATTERY#Positive};{GENERAL#Positive};
393,393,Máy mới mua dung 4g coi video sao nóng máy quá . Còn mọi thứ còn lại đều ổn.pin thời lựơng tốt .,3,5/11/2018,{FEATURES#Neutral};{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Positive};
394,394,Tạm chấp_nhận . Sài nhẹ nhẹ được . Loa bình_thường chụp ảnh kém rất kém.pin đc . Sóng ổn . Hay bị đơ .,3,30/05/2020,{CAMERA#Negative};{FEATURES#Neutral};{PERFORMANCE#Negative};{GENERAL#Neutral};
395,395,Máy mh mới mua 1 tuần cảm biến vân tay có lúc dc lúc kj.lâu lâu bị treo máy . Hơi kj hài lòng .,3,2/1/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
396,396,"Pin hao nhanh , sạc khá lâu , ko như trong quảng_cáo , cấu_hình bình_thường hình_ảnh tạm ổn , pin 5000 mà xuống nhanh quá , cả ngày để 4g tụt 35 & , mặc_dù chỉ để trong túi ít khi sử_dụng .",3,27/05/2020,{SCREEN#Neutral};{BATTERY#Neutral};{PERFORMANCE#Positive};
397,397,Máy bắt wifi kém . Chơi game thì giật . Chơi tầm 1 tiếg thì máy nóng . Hối_hận khi mua máy ss này . Quá tệ,1,22/06/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
398,398,"Sản_phẩm sài tốt game mượt , hoàn_hảo chưa có vấn_đề gì.nhân viên phục_vụ rất tốt ",5,27/09/2019,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
399,399,Con Samsung này dùng chán quá suốt dùng chơi game toàn bị lag . Lắp 2 sim thỉnh_thoảng lại bị mất sóng 1 sim . Pin thì tụt_dốc không phanh . Mình mua con A70 với con Vsmart live của Việt_Nam thì con Vsmart dùng ngon và pin trâu hơn giá có hơn 3triệu . Samsung nên xem_lại .,1,10/3/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
400,400,Wifi bắt hơi yếu ... Chơi liên_quân ko hiểu ngồi gần ngay mạng mà lag kinh_khủng ... Lấy máy khác đánh thì rất mượt .. Dùng 4g thì lại ok ... Chắc lỗi bắt wwiffi,4,25/01/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
401,401,"Đề_nghị thế_giới di_động làm 1 bài review về lỗi của xiaomi note 9s và cách khắc_phục nhé , tôi mua dc 1 tuần và máy dính khá nhiều lỗi",5,2/5/2020,{GENERAL#Negative};
402,402,"Mới dùng đc 3 tuần mà sao hnay máy nhanh hết pin quá , từ sáng đến tối chẳng đụng tới bao_nhiêu mà hết 40% lần☹️",3,1/6/2020,{BATTERY#Negative};
403,403,"Máy thấy bình_thường . Mọi thứ có_vẻ ổn , camera tốt thôi chưa đc đẹp . Màn_hình hiển_thị tạm , pin cũng trâu . Về phần sóng thì hầu_như các đt bây_giờ sóng đều yếu yếu . còn lại thì ngon . Nhưng quay sang phần loa thì nhà_sản_xuất kg trau_chuốt thêm tý . Mở nhạc nghe mà phát chán . Mở nhạc trữ_tình mà nghe như nhạc đám_ma . Nói_chung trong tầm giá cũng đáng để mua hơn trong cùng phân khúc .",3,2 tuần trước,{SCREEN#Neutral};{CAMERA#Neutral};{FEATURES#Negative};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};
404,404,Mới mua về đc vài ngày mới để_ý . Màn_hình cứ nháy_nháy làm mắt mình khó_chịu quá . Thất_vọng quá,1,25/05/2020,{SCREEN#Negative};
405,405,"vừa mua máy tối_qua , xài đến hôm_nay thì cảm_thấy vẫn ổn , lâu_dài thì chưa biết ra sao , cho 4 sao vì nhân_viên phục_vụ chưa tốt",4,25/06/2019,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
406,406,Cảm_ứng chán mua rồi sài tg thấy ko đáng . Mua con lấy 10tr mà cảm_ứng ntn thì toang sài thua máy hàng 6 7tr những loại máy ntn hy_vọng GTDD KO nên nhập về lại dị mất uy_tín khi người dùng sài k hài_lòng,3,2 tuần trước,{FEATURES#Neutral};{PRICE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
407,407,Chắc có lẽ làm cảm ứng vân tay ở màn hình để cho bằng các hãng khác chứ máy sam sung a50s này 10 lần mở bằng vân tay thì được 3 lần còn 7 lần không mở được .,1,21/10/2019,{FEATURES#Negative};
408,408,Các phần khác cũng dùng tạm được . Pin hơi tệ ... tụt nhanh vãi . Đôi_khi tự tắt màn_hình . Loa hơi rè.chụp hình khá,3,1 ngày trước,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Neutral};
409,409,Fran của ios từ đời iphone 4s đến nay ko có gì phải đánh_giá vì 11 quá tuyệt_vời,5,18/11/2019,{GENERAL#Positive};
410,410,"Sản_phẩm lỗi cuộc_gọi lỗi , game lag , đơ máy , loa nhỏ .... và nhiều ......... cái khác",1,24/06/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
411,411,"Màn_hình lớn , lướt web xem phim rất thích Pin dùng được rất lâu , tuy_nhiên ko nên cài ứng_dụng office , ứng dụg lung_tung sẽ gây ko tương_thích gây nóng máy bất_thường Âm_thanh nge to , khá thích Camera chụp ảnh khá ok Tuy_nhiên , Dùng 1 thời_gian thấy khi bật màn_hình lên ko được nhạy , phải chờ mấy giây mới lên , Nhiều lúc nhấn để nhập văn_bản thì bàn_phím ko hiện lên",3,23/03/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};
412,412,"Vừa mua realme c3i được hơn 1 tuần , chip mediatek helio G70 rất ổn nhưng chơi Pubg mobile thì bị giật lag kinh_khủng dù mạng rất tốt .. vào game thì ổn nhưng chơi tầm 2 phút dù ở đồ_hoạ thấp nhất vẫn giật lag .. có_khi bị out khỏi game",4,11/6/2020,{PERFORMANCE#Negative};
